TITLES,REVIEW,COMMENTS,TIME,AGE,COMMUNITY
찐 비즈니스 맨 똘배의 입장표명,"https://www.instagram.com/p/CVxs0E6Pj2J/?utm_source=ig_web_copy_link1 of 1
 
 
 
#photodumb with 사랑하는 ❤️ @yumdda @backnforthseoul 와 함께

1. 고무장갑의 장점 : 설거지를 할때 내 손에 물을 묻히지 않는다

2. 고무장갑의 단점 : 안에 물이들어가면 썩은물내와 습기로 오래쓰지 못하고 직접 손에 물을 묻히며 씻는거만큼 깨끗히 씻기 어렵다.

3. 2021년 자동 식기세척기가 나오는 시대지만 온수도 잘 안나오던때 부터 직접 손에 물을 묻혀 가며 설거지를 해온 ‘어른’ 들은 안다 . 결국 내 손에 물을 묻혀가며 설거지를 해야 깨끗이 할수 있다는걸

4.시대가 변하고 좋아져 내가 좀더 편하고 빠를려고 구매한 식기세척기 인데 5일이나 걸린다 하면 그 업체는 도데체 어디 인지 모르겠지만 그냥 내가 직접 손에 물묻히고 씻는게 낫다.

5.주방에 들어와보지도 않고 세제와 수세미도 어디있는지도 모르고 설거지도 지 손에 물 한번 묻혀보고 해본적 없는 사람들이 식기세척기 타령하며 접시는 지가 다 깬다.

6.또 지가 필요할때만 고무장갑 하나 들고와 설거지 같이 하는척 하며 수세미 퐁퐁 빌려가더니 자기먹은 밥그릇만 씻고가는 이기적인놈이 있다. 그런데 우짜노 내 또 그럴줄알고 옛날부터 녹음 녹화 다 해놨는데 :)

7.남이 다 채려준 밥만 처먹으면서 감놔라 배놔라 중립충 해명충 들은 닥치고 주방가서 부모님 도와 설거지 부터 배워라
 
 
 
고무장갑 운운한거 보면 마미손 얘기인것 같은데....","['사실 관계를 떠나서 이런거 너무 구림 ㅋㅋㅋㅋㅋㅋ 마미손 말이 구라면 어떤게 구라고 뭐가 사실인지 말해주면 되고 지도 정확히는 잘 모르거나 말하면 안되는 상황이면 그냥 입 다물고 있으면 되는데 싸이감성도 아니고 너무 유치하고 구림', '똘배는 자주 이런식으로 반응하더라고요 구리긴 해요', '왜 이런건 당사자는 모를까요', '이렇게 비꼬며 조롱하는거는 염따한테 안조은데', '척 하는게 토나옴', '비지니스맨이기도 하지만 염따와 친한 사이기도 해서 오히려 안 보기 안 좋음', '그래서 말하고 싶은바가 대체 뭐지 ㅋㅋ', '설거지라 바꿔주신거 정말 좋습니다', '플레이어도아니고 말할거면 제대로나 하지', '티팔이들끼리 상부상조', '글 수정한거?']",20211103,10대,힙합엘이
식기세척기 진짜 최고다,삶의 질 진짜 수직상승...!!개수대에 다 모아놨다가 음식물만 거름망에 담고 그릇 세척기에 돌리면 건조까지 두시간인데 너무 편해... •••,"['그냥 다 때려 넣고 자고 일어나면 건조까지 완벽 이제 정리도 귀찮아서 그냥 꺼내쓴다고 ㅋㅋㅋㅋㅋㅋㅋ 식세기 로청 건조기는 필템임', '이번에 가전에 천이백써서 로봇물걸레청소기는 돈 더 모아서 사야지 ㅠㅠㅠㅜ 로봇청소기포기하고 그냥 비스포크 청소기샀어 ㅠㅠㅜ', '난 혼수로 오브제로 맞추면서 청소기도 오브제하고 로보락 로청 샀는데 맨날 로보락만 돌림 ㅌㅋㅋㅋㅋㅋㅋㅋㅋㅌㅋ', '로보락이 그렇게 좋다며??!?!?!! ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ 강아지때문에 주저했는데 샀어야했어 ㅠㅠㅜ 괜히 청소기샀어 ㅠㅠ', '난 고양이 키워 !! 애완동물 유무 체크도 되고 전기선도 피해간다 !!!! 진짜 미친듯이 씀 ㅋㅋㅋㅋㅋㅋㅋ 근데 아무래도 코너쪽은 깨끗히 잘 안되서 한번씩 메인 청소기로 해주긴해야행 !!', '(본인이 직접 삭제한 댓글입니다)', '진짜 로봇청소기 못 산게 후회스럽다...', '나 진짜 결혼하면 무적권 식세기 살거임 ㅜㅜ', '그리고 정수형냉장고도.... 너무 좋아 ㅜㅜ 비스포크 냉장고에ㅜ오토필기능 너무 마음에들어 ㅠ']",20211102,10대,인스티즈
알바하는데 식기세척기 돌린 그릇 바로 못 집겠어 ㅠㅠㅠㅠ,내가 손에 열이 많아서 뜨거운거 잘 못잡거든근데 알바하면서 식기세척기 돌린 그릇을 맨손으로 바로 바로 잡기가 너무 힘들어... 좀 식으면 잡으려고 하는데 그러면 사장님이 꾸물거린다고 뭐라하심... 일 관둬야하나 •••,"['에 그걸 어떻게 바로 잡아 김 펄펄인디', '열면 김이 확나는데...?', '사장님은 이게 뜨겁냐고 나 혼내심...', '뭐야 뜨거워요 무슨 뜨거운 모래에다가 훈련하는 것도 아니고 답답하면 사장님이 하시던기', '그니까 차라리 고무장갑이라도 있으면 괜찮을텐데... 서빙이랑 설거지, 카운터 동시에 해야해서 고무장갑 사와도 끼지도 못할듯 ㅜ', '헐 우린 그거 뜨거워서 식히라고 하는데', 'ㅠㅠㅠ걍 어쩔수 없이 손으로 찬물 끼얹고 잡으면서 버틴다...', '린넨으로 집으면 안돼 ??', '처음에 그랬다가 엄청 혼났음... 걍 잡으면 되는 걸 왜그러고 있녜', '사장님 인성 에바', '와 나 4년전에 일하던 곳 사장이랑 똑같이 말하네 그래놓고 본인은 조리과 나와서 오븐에 손 넣고 버티는 연습도 했다고 이게 뭐가 뜨겁냬ㅋㅋㅋㅋ어처구니가 없어서..', '와 이상한 소리를 참 신박하게 하네', '??? 뭔 되도 않는 억지를; 절대 쓰니가 일 못하는 거 아니니까 기 죽지 말구 안 뜨겁게 조심히 해', '걍 그만두고 딴데 알아보쟈… 사장 인성이 거지네', '아니 뭔.... 억지 부릴 걸 부려야지', '와 나 알바했던데랑 똑같다 서빙 카운터 설거지 동시에 하는거까지..', '그거 물기좀 날아가고 식으라고 냅뒀다가 정리해도되는데 사장님 너무하시네..', '개억지 진심..', '철사장이야 뭐야', '와 그거 놔뒀다가 식혀서 주는게 예의임.....', '사장님 엄마뻘 여자야? 엄마들은 손에 감각이없는거처럼 뜨거운거 만지던데 불구덩이에 손넣는거보고 개놀람 나보고 맨날 이게 뭐가뜨겁냐고함 ㅠ', '와에바', '엥 그거 바로안집는데…?!? 개뜨거운데 어캐잡음…', '오바야', '그거 개뜨거운데.. 본인이 안뜨거우면 사장님보고 집으라규 하고싶다', '에 그거 겁나 뜨거워서 우린 식힌 다음에 전달할때도 또 식히고 만지라고 하는데,,?', '마자 그거 뜨거워..']",20211229,10대,인스티즈
식기세척기 있는 집 많어??,ㅈㄱㄴ •••,[],20211225,10대,인스티즈
누베르 o웰시코기o=(전) 해적코기는 진지하게 정신병원 추천함,"진짜 정신병걸린거같음 진심으로 병원가봐라 심각하다
남들 다자는 새벽에 쟁걸어놓고 지보다 저투인 사람들만 따고다니고  전맵돌아도 나머지 길드원들은 코빼기도 안보임 
그러고선 영지자사 돌리거나 로갓함 이게 정상적인 사고를 가진 사람인지 의문이 듦 
초반에 검붕에서 퐁퐁단이라고 발작버튼 눌린뒤로 저러는거같은데 
지가 식기세척기인거 인정하는 꼴아님? 아무리 한달에 용돈 5만원 받고 살고 자기돈 싸그리 퐁퐁부인한테 바치는게 분하고 화나는거 인정하고 또 인정하는데 
그걸 게임내에서 푸는건 문제가 있다고 본다 18명따리 11렙길드에서 쟁걸 이유도 없는데 고작 본인 분노 주체 못하고 게임에서 쟁걸고다니는게
사이코패스기질이 보임 자기네 길드원들피해받는거 생각못하고 지 복수심에 다른사람 피해주는거보면 사회생활 어떻게 하는지가 눈에 훤함 
좀... 사람답게 살아라 코기야",[],20211222,10대,검은사막
울카페 사장님이 일은 편하게 해야 된다고 해서 식기세척기 놨는데 진심 개편하다,물에 담궜다가 한 번 헹구고 말리기만 하면 끝... •••,[],20211221,10대,인스티즈
설거지 귀찮은 게 게으르고 이기적인거야?,나 자취하는데 설거지 귀찮아서식기 세척기 살까 생각중인데지인이 설거지 사람이 하면 금방 하는데차라리 주방에 서 있는동안 설거지 하겠다 식당 하는 것도 아닌데 식기세척기는 왜 사냐 함…거기다 설거지 미루는 사람 보면천성이 게으르고 이기적이라고 한 소리 함…뭐야… 이게 맞는거니…. •••,"['염병', '남이사 사든 말든ㅋ 걍 사~~~!!', '남이사', '뭐야.. 저런 소리를 면전에 한다고?', '게으른건 어느정도 맞기도 한데 이기적인건지는 모르겠다 다같이 사는데 혼자만 설거지 안하는거면 이기적이라고 할 수도 있는데 혼자 살고 본인이 귀찮아서 사겠다는데 뭐', '2222 게으른건 맞긴하지 는 내 얘기...근데 남이사 내돈으로 내가 뭘사든 뭔상관?', '뭐래 내돈으로 내가 산다는데..']",20211217,10대,인스티즈
소비자24 누리집에서 비교분석 봐바 얘들아 ㄹㅇ 유용하네,식기세척기 공기청정기 청소세제 전등 홍삼 이런거 다 비교해서 올려줌 ㄹㅇ 신기하다 재밋음... •••,['헉 꿀팁ㄱㅅ'],20211215,10대,인스티즈
아 진짜 가족들 짜증남,우리집은 돌아가면서 설거지 하거든나는 내 차례 아니어도 내가 먹은 식기 항상 뜨거운물에 헹궈서 넣어놓고 요리할때도 최대한 설거지할거 안나오게끔 해근데 가족들 그런거 없음....ㅋㅋㅋ.... 한끼식사 하는데 싱크대 가득 식기가 차.... 근데 헹궈놓지도 않아.... 내 차례만 되면 진짜 열받아 죽겠음 돈벌면 식기세척기 사다놓고 난 설거지 손도 안댈거야 •••,[],20211213,10대,인스티즈
나 뉴이스트 어쩔티비 반응이 너무 웃곀ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,"어쩔티비 저쩔냉장고를 가르쳐주니 매커니즘찾곸ㅋㅋ 가전이니 가구니 하곸ㅋㅋ 조용티비 ㅋㅋㅋ 뭐할단풍나무 뭐할식기세척기 ㅋㅋㅋ 어쩔이 메인 아니냐구 #뉴이스트럽스 pic.twitter.com/npqwfMCTKA— 뉴티스트 (@artist_nuest_) December 3, 2021 가군지 가전인지 물어보는 건 뉴이스트 밖에 없을거닼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ •••","['아직 어쩔티비 유행지난거 모를것 같아ㅠㅋㅋㅋㅋㅋㅋㅋ', '뭐...? 유행이.. 지났어......?', '항상보면 민현이가 다 알려주는데 항상 20프로 부족함', 'ㅋㅋㅋㅋㅋㅋㅋㅋㅋㄱㅋㅋㅋㅋㅋ진짜 왜 저런걸 진지하게 생각하냐곸ㅋㅋㅋㅋㅋㅋㅋ가전이야 가구야 물어보는거 ㄱㅇㅇ', '뭐할 식기세척기ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅌㅋㅋㅋㅋㅋㅋ', '아놬ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ', '가구야 가전이얔ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ', '항상 민현이가 유행에 민감하게 반응하는데 뭔가 2-30 퍼센트 부족하고... 다른 애들은 아무것도 몰라', '진짜 몰랔ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ', '어쩔식기세척기ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ', '이거 개웃기네ㅋㅋㅋㅋㅋㅋㅋ', '아 개웃기닼ㅋㅋㅋㅋㅋㅋㅋㅋ', '메커니즘이 왜나와ㄴㅌㅌㅋㅋㅋㅋㅋ', '조용티비ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ', 'ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 가구인지 가전인지가 중요하냐고 ㅋㅋㅋㅋㅋㅋㅋ', '가구야 가전이야 개웃기네ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ', 'ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아 웃곀ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ', 'ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ', '매커니즘ㅋㅋㅋㅋㅋㅋㅋ', '아니 저게 뭐얔ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ', 'ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ', '가구야 가전이야? ', '뭐할식기세척깈ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ', '뭐할식기세척기가 개웃김 ㅠㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ', '절레절ㄹ레전래동화…', '저런거 자꾸 민현이가 들고오는것도 귀여웤ㅋㅋㅋㅋㅋㅋㅋ 어디서 들은건 많은데 잘 몰라']",20211212,10대,인스티즈
ㅋㅋㅋㅋㅋ아니 랑들 어쩔티비 저쩔식기세척기,이러면서 싸우는 거 너무웃겨ㅠㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 밍기가 쏘아올린 식기세척기 •••,"['ㅋㅋㄱㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ밍기야 우리 잘하지...?', '어쩔삼성올레드티비', 'ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ', '아 그건 아니쥐', '왜!!! 그럼 저쩔삼성비스포크냉장고', '민기야 우리 잘 배웠지…?', '어쩔단풍나무']",20211212,10대,인스티즈
카페 마감인데 너무 힘들어 이게 맞는거야??,"주말 마감이고 나 혼자해 매장 쓸고 닦고, 걸레 빨고, 행주 4개 빨고(더러우면 뭐라함),식기 세척기 2~3번 돌리는데 이정도 분량 주문 받고 음료, 베이커리 나가 이것도 내가함, 포스기주문 받고,블렌더 청소, 식기세척기, 전자레인지 청소, 홀 상이랑 의자 닦기, 테라스 의자,책상 쌓고 ㅈㅏ물쇠 잠기, 식기세척기 돌릴만큼 설거지 안나오면 사이사이 설거지, 냉장고에 남은 재료 넣기,분리수거, 음료 제조하는곳 청소, 포스기, 키오스크 마감 문잠그기 내가 다하거든 초보고 진짜 단 1초도 쉬는 시간 없어 진짜 너무 힘들어서 설거지 기대서 할정도...10시 마감인데 1초도 안쉬고 일해도 10시 20분에 끝나....이게 맞아...?ㅠㅠ그리고 수습ㅇㅣ라고 최저도 안주고 마감인데 야간수당도 안줘 그리고 레시피 테스트 본다고 일찍 불러내 놓고 시급 안쳐줌 •••","['엥 미친 거 아님? ???', '최저 야간 안 준 거 신고하고 그만둬', '업무량도 너무 많은데;', '혹시 이디야..?', 'ㅁㅈ', '이디야 마감 진짜 빡세더라… 솔직히 사람 많은 매장은 마감 한명으론 턱없이 부족해 무조건 두명은 있어야 운영되는데 오바..', '혹시 2시간동안 식기세척기 3번 돌릴ㄷ정도면 손님 많은 푠이야??ㅠㅠㅠ', '거기서 왜함…? 혼자 근무 진짜 오반데', '난 이디야 오픈 혼자하는데도 죽을 맛이던데', '3주 했ㅇ는데 뭐라하고 그만두지 진짜 우울증 걸릴거 같아ㅠㅠㅠㅠ', '주말 마감이면 2명써도 힘들텐데ㅋㅋㅋ최저도 안주고...에바...그만두자']",20211209,10대,인스티즈
울카페 식기세척기 둔다는데 그럼 짱편해지는 거겠쥐...??,설거지 줄어들겠지?? •••,"['와 왕부러워••', '히히힣', '10힘든거 8힘들어 .... 난 그랬어..,', 'ㅇㅏ 그ㄹㅐ....??']",20211208,10대,인스티즈
자취하는데 식기세척기 사말,혼자 자취하는데 사기엔 애초에 너무 큰제품인가별로 안깨긋함? •••,"['별로... 걍 설거지 혀', '그래ㅜㅡㅜ 근데 진짜 빨래청소보다 설거지가 진짜', '그거 기계 관리하고 나중에 자리 차지하는 게 ㄹㅇ 스트레스야 ㅠㅠ 가정집도 아니고 자취방이면 걍 설거지... 난 먹은 거 바로바로 치우니까 그나마 덜 귀찮더라 쌓이면 더 하기 싫어져', '넣을 공간이 있어..??', '주방 한켠에 잡동사니 치우고 할지 고민', '주방 넓은 거 아니면 들이자마자 후회할 거 같은데', '사지 마 관리가 더 귀찮을 듯', '있음 좋을거같긴한데', 'ㅇㅇ순전히 ㄹㅇ 느낌으로']",20211205,10대,인스티즈
아무리 생각해도 뉴이스트 어쩔티비에서 뭐할식기세척기까지의 흐름이 너무 어이없음ㅋㅋㅌㅋㅌㅋㅌㅌ,어쩔티비에서 멀리도 갔다 ㅋㅋㅋㅋㅋㅋㅋ •••,"['잘못배워가지고 어디서 이상하게 쓰고있진않을지 걱정된다 ㅋㅋㅋㅋ', '일단 가르쳐주는 민현이도 잘 모름ㅋㅋㅋㅋㅋㅋㅋㅋ', '저게 원래는 어쩔이 메인인데 어른들이 잘못 따라하면서 티비에 꽂혀서 가전 이름만 신나게 바꿔말한다는거 완전 딱이얔ㅋㅋㅋㅋㅋㅋㅋㅋㅋ', 'ㅋㅋㅋㅋ 진짜 인싸이고 싶어하는 아싸그룹답닼ㅋㅋㅋㅋㅋㅋ']",20211204,10대,인스티즈
"어쩔티비 ➡️ 조용티비, 뭐할단풍나무, 뭐할식기세척기 (new.ᐟ)","어쩔티비 저쩔냉장고를 가르쳐주니 매커니즘찾곸ㅋㅋ 가전이니 가구니 하곸ㅋㅋ 조용티비 ㅋㅋㅋ 뭐할단풍나무 뭐할식기세척기 ㅋㅋㅋ 어쩔이 메인 아니냐구 #뉴이스트럽스 pic.twitter.com/npqwfMCTKA— 뉴티스트 (@artist_nuest_) December 3, 2021  나참 이렇게 응용을 하네 ㅋㅋㅋㅋㅋㅋㅋㅋ 2 •••","['응용도 잘해 울 겸댕이들..완전 응용스트', '완전... 똑똑스트야....', '뭐할단풍나무! 그게가구냐?ㅋㅋㅋㅋㅋㅋ', 'ㅋㅋㅋㅋㅋㅋㅋ 아니 일단 어쩔에서 조용으로 뛴 것도 웃겨죽겠음ㅋㅋㅋㅋㅋ', '그게 가구냐ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ', '아 가구야가전이야 물어보는거 개웃기닼ㅋㅋㅋㅋㅋ', '진짜 개욱곀ㅋㅋㅋㅋㅋ 어쩔식기세척기-', '조용티비 개웃기다고ㅋㅌㅋㅌㅋㅋㅋㅋ', '조용티빜ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ', '아 아직 안봤는데 우리였니 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ', '조용티비 뭐할식기세척기 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ']",20211203,10대,인스티즈
뉴이스트 어쩔티비 반응ㅋㅋㅋㅋㅋㅋ,"개웃기고 개귀여웤ㅋㅋㅋㅋㅋ마치 내가 처음 어쩔티비 들엇을때 반응ㅋㅋㅋ어쩔티비 저쩔냉장고를 가르쳐주니 매커니즘찾곸ㅋㅋ 가전이니 가구니 하곸ㅋㅋ 조용티비 ㅋㅋㅋ 뭐할단풍나무 뭐할식기세척기 ㅋㅋㅋ 어쩔이 메인 아니냐구 #뉴이스트럽스 pic.twitter.com/npqwfMCTKA— 뉴티스트 (@artist_nuest_) December 3, 2021 5 •••","['그냥 새로 지어내심ㅋㅋㅋㅋㅋㅋㅋㅋ', '뭐할단풍나뭌ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ', 'ㅋㅋㅋㅋㅋㅋㅋㅋㅋ아니 진짜 애기들이냨ㅋㅋㅋㅋㅋㅌㅋ', '뭐할 식기세척깈ㅋㅋㅋㅋㅋㅋㅋㅋㅋ', '조용비팈ㅋㅋㅋㅋㅌㅋ응용력 대박이닼ㅋㅋㅋㅋㅋㅋ', 'ㅋㅋ 아닠 먼데ㅋㅋㅋ', '뭐할단풍나무ㅋㅋㅋㅋㅋ', '뭐할단풍나무에서 터짐 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ', '황민현씨 본인도 잘모르시는거같은데요ㅋㅋㅋ', '아놬ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 저게뭐얔ㅋㅋㅋㅋㅋㅋ', '어쩔 수 없는 90년대생의 향기...', '☺️', 'ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ겁나웃겨', 'ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ어쩔티비 처음 들었던 나랑 같은 반응...ㅎㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ', 'ㅋㅋㅋㅋ아낰ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ진짜 귀여웤ㅋㅋㅋㅋㅋㅋ', 'ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ', '진짜 순하고 웃긴 애들ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ', '뭐든 매카니즘을 알아야 이해가 되고 이해가 돼야 활용이 가능하지 그럼그럼ㅋㅋㅋ', '뭐할식기세척기ㅋㅋㅋㅋㅋㅋ 욕같아ㅋㅋㅋㅋㅋㅋ', '아 너무 귀엽다들ㅋㅋㅋㅋㅋ어쩔식기세척깈ㅋㅋㅋㅋㅋㅋㅋㅋ']",20211203,10대,인스티즈
식기세척기 추천좀 해줄 예쁜익인이❤️❤️,엄마 생신선물로 식기세척기 선물할려는데(엄마가 설거지 귀찮다고 식기세척기 탐냈었음)50만원선에서괜찮은 식기세척기 추천좀해줘❤️❤️ •••,[],20211203,10대,인스티즈
혼자가는 총각 자게이에게 최고로 좋은 기계들 1위~3위,"1. 음식물 분쇄기

- 정말 좋음. 음식물 쓰레기 분리수거 너무너무 싫어요.



2. 식기세척기

- 자게에 살까말까 물어봤었는데 혼자사니까 그릇이 많이 안나오긴 하지만
- 그래도 며칠에 한번 돌리면 됨


3. 세탁기

- 요즘 세탁기 없이 사는 사람 없지만 예전에 이사하고 한동안 세탁기 없이 지내면서
- 빨래를 다 다른데로 보내봤는데 세탁기는 필수품이 맞음





가장 필요 없는 것


1. 스타일러

- 정장 안 입으니 개뿔 필요 없음","['자취 시작할때 3대 가전세탁기냉장고가스렌지여기에 여유 생기면TV랑 전자렌지를 추가하죠 ㅎ', '무선 청소기, 전자렌지', '음식물 분쇄기는 싱크대 설치해서 분쇄후 바로 물로 흘려보내는 기계인가요?', '냉쟁고 세탁기 제습기 건조기 헤어드라이기 신발건조기 청소기전자레인지  요롷게는 필수품 나머지는 있음좋고 없어도 그만', '스마트카리 잘 쓰고 있어요']",20210131,2030대,SLR클럽
"하..식기세척기,건조기 왜이리 늦게 알았을까요..","식기세척기와 건조기 를  너무 늦게 알았네요..

그동안 식기세척기와 건조기 가 없었어요..

나름 고층에 뷰도 이쁜 아파트를 구입했지만..매일 세탁을 하는 와이프덕에 언제나 거실창을 빨래건조대로 가려버렸죠..

집안일중 설거지를 거의 제 담당으로 해왔는데 어느샌가 제 손은 주부습진으로 만신창이..ㅠㅠ

게다가 요리를 잘하는 와이프덕에 매 끼니때마다 엄청난 양의 설거지로 최소 한시간은 걸림...

와...식기세척기..진짜 말만 들어선 몰랐는데..인생이 조금 변하긴 변한듯 해요 ㄷㄷㄷ

저녁식사 후 10분만에 치우고 아이들이랑 놀아주고 내할거 있음 하고..

(항상 설거지 후엔 지쳐서 ㄷㄷㄷ)

건조기 덕에 거실뷰 항상 볼수 있고 먼지가..먼지가!!!! 집에 먼지가 없어요 진짜 대박!!!!

살까말까 고민하셨던분들..고민하지 마세요 ㅠㅠ","['우리나라도 이제 인식의 변화가 필요하죠.식기세척기랑 건조기를 사지 않는 건 과거를 살아가고 있는 거라고 생각합니다.', '네..결혼14년차..인생이 변했어요ㄷㄷㄷ', '저도 이사하면서 2년전에 건조기,1년전에 식기세척기 샀는데..우와.. 이 좋은 걸 왜 안 샀지? 싶더라구요..', '킹왕짱 ㅜㅜ', '저는 워시타워 삿는데 킹왕짱이더군요', '저도 워시타워샀어요~! 컨트롤이 가운데 있으니 넘나좋네요ㅋ', '저희도 식기세척기랑 건조기 아주 잘 사용하고 있죠.근데 식기세척기 잘 안 딱이고 불편해서 식기보관함으로 쓴다는 사람들은 뭘까요?전 식기세척기만큼 깨끗하게 설걷이 할 자신이 없는데....', '저 나름 설거지 중상급 레벨입니다.식기세척기 앞에선 6살 아들래미 수준이더군요ㅜㅜ', '둘다 2000년 부터 썼네요.식기세척기는 음식물 찌꺼기있으면 갈아서 하수구 (미국은 가능합니다)로 보내주니밥 먹고 각자 자기 그릇 세척기에 집어넣고 돌리면 끝.예전엔 돌아가는 소리가 들렸는데 요즘건 소리도 안나서 조용하고 좋네요.설거지와 음식물찌꺼기 처리와 그릇 소독을 동시에 하니 편하죠...', '저희도 식기세척기 1년 정도 됬는데 ㅎㅎㅎㅎ 이거보다 좋은 가전이 없음 ㄷㄷㄷㄷㄷ 식기세척기가 젤 좋음ㄷㄷㄷ', '대산전가려 어마나오던데 솔직하 3명가족이면 손설겆이가오히려편함 건조기는 여름장마철하고긴급빨래는좋음from SLRoid', '개안적으로는 로봇청소기가 가성비짱임from SLRoid', '사고싶어 미치겠는데마누라가 너무 보수적이라 사서 고생 중입니다.', '지그이라도 샀으니 천국으로오신걸환영합니다ㅎ안써보면 몰라요안쓴분들이나 애벌하니 마니 세세한거따지는거지뭐든겪어보면알지요ㅎ', '울 와이프요..아니..다른것도 아니고 제가 사주겠다는데!! 내돈주고 사주겠다는데!!별 시큰둥 반응에 필요없다고 하니..그간 벼르고 벼르다 한반에 질렀지요~!', '4년전에 아내님 선물로 사주고 사용중인데 몇달전에 고장나서 수리받았는데직원가족구매조건이라서 무료수리까지 받았습니다.늦었지만 탁월한 선택에 한표합니다.']",20210131,2030대,SLR클럽
