TITLES,REVIEW,COMMENTS,TIME
취중 공부 더하기 취중 운동🤣 스타일러를 이용한 옷방 제습,막걸리 한 병 마셔서 취중이라 하기엔 상당히 부끄럽지만~~ㅎ 더 마셔야 했는데^^​아들 공부 시켰으니 저도 옆에서 영어공부 해야죠 낼은 아들 공부 안할테니 져는 내일꺼까지 다했어요 저는 대학교 다닐 떄도 술 먹고난 뒤 공부가 잘됐어요ㅎㅎ,"[['저도 요즘 문법 공부하는데 애가 제가 하는걸 보더니 왜 엄마거는 채점 안하냐고 ㅋㅋㅋㅋㅋㅋㅋㅋ'], ['저희 아들은 저 채점할 때 틀림 좋아하더라고요?ㅎㅎ\n엄마도 틀린다고~~ㅋㅋ'], ['공부도. 운동도 열심히 하시구 너무 멋지세요!!😍'], ['술 기운에 더 열심히 했지요^^']]",2022.06.30. 22:23
열일중인 우리집 스타일러,"건조기 있어도 비오면 빨레 걱정하는 집은 우리집밖에 없을거예요 ㅠㅠ비록,비싼 옷은 없어도 우리의 옷은 소중해요쭈는거 절대 용납 못 해 !!!ㅋㅋ 그제도 비어제도 비오늘도 비낼도 비 아무리 장마라 하더라도 중간 중간 빨레 할 시간을 주면 얼마나 좋을까요 몇날 며칠 이어 오는 비는 꿉꿉하고 정말이지 징글 징글하네요 ㅋㅋ ㅋㅋ 어제 세탁기 돌려서 속옷과 양말은 건조기 돌리고 티셔츠와 바지는 건조대에 널어놨다가 오늘 스타일러 건조기능으로 말립니다이제 한 번만 더 돌리면 끄읕~문 열때마다 너무 덥네요 ㅠㅠ","[['허허 전 스타일러안에 제 옷이 한가득~^^ 제 용도로 사용을 못하고 옷장으로 사용중입니다 ㅋㅋㅋㅋㅋㅋ'], ['보관 모드로 해놓고 옷장으로 쓰시는거예요?ㅎㅎ'], ['우와 이럴때 스타일러가 힘을 발휘하네요ㅎㅎㅎ'], ['평상시에도 잘 쓰고 있는데 장마철에는 유독 열일해요 ㅎㅎ']]",2022.06.29. 19:03
LG 스타일러 생각보다 좋네요!,"※ 회원등급 승급 규정 : https://cafe.naver.com/lgtabbook/217676​이번에 이사를 하면서 가전을 구입하게 되었는데요.​여기저기 둘러보다가 결국 LG로 하게 되었어요.​이번에 가전을 사면서 혜택을 볼 수 있게 다방면으로 계속 찾아봐주셔서 많은 혜택을 봤어요. 그래서 스타일러도 구매를 해봤는데요. 생각보다 괜찮아요.​스타일러 쓰면서 느낀 장점은 1. 외투 같이 자주 빨기 힘든 옷들 관리하기 편하다.2. 실크, 니트 등 관리하기 힘든 옷들도 관리 할 수 있다.3. 바지에 칼주름을 잡을 수 있다.4. 베갯잇도  스팀살균 가능.단점은1. 부피가 좀 크다.2. 스팀기능을 이용하면 물을 버려줘야 한다.​스타일러 구매하려고 생각 중이신 분들은 한 번 생각해보세요!다른 제품들도 성능이나 후기 궁금하시면 물어봐주세요!","[['장점 냄새가없어지고 오래된옷도 먼지털어줘서 만족도가아주높음\n단점 이사갈때무거워요 ㅜㅜ'], ['부피가 커서 이사 갈 때 좀 그렇겠네요 ㅠㅠ'], ['장난아니었습니다ㅋ'], ['전기도 많이 먹어요'], ['동네주민 반가워요~~부피때메 못사는 1인입니다~'], ['역시 다들 부피 ㅠㅠ  신기한게 매장에서 봤을 때 보다 집에 오면 더 크게 느껴져요'], ['아 딱 사고싶은데 ㅎㅎ'], ['부피 생각해보셔야 해요!'], ['저흰 아예 장 짜 넣었더니 불만족은 1도 없고ㅎㅎ 만족 100% 요ㅎㅎ 요즘 애정템이예요ㅎㅎ'], [''], ['']]",2022.04.05. 15:30
한샘 붙박이+스타일러장 설치예정인데 붙박이장 뒤에 콘센트가 있어서 스타일러장 쓰러면 멀티탭 준비하래요 연결해준다고..문제없을까요?;;,스타일러 위치가 저기구요 콘센트가 붙박이 바로 뒤예요내가 스타일러는 어떻게 쓰냐니까 멀티탭하나만 준비하라는데 원래 다그렇게하는건가요?ㅠㅠ,"[['네네 아무문제없습니다^^'], ['멀티탭 고용량 멀티탭써야하는건가요? 화재 걱정때문에...그리고 깔끔하게 안보이나요? 또 스타일러옆에 로보락 두고싶은데 그거역시 그 멀티탭으로 쓸수있는건가요? 한샘말로는 그럴경우 멀티탭을 2개 준비해야된대요..;;이게 맞는건지'], ['하나는 스타일러뒤에 놓고\n하나는 로보락 뒤에 놔야하니 2개가 맞는거겠죠^^ 한샘이 아니더라도 다른 업체여도 멀티탭 사용합니다. 멀티탭은 일반 사용하셔도됩니다!'], ['붙박이장 뒤에 공간을 띄워 환기가 될수 있어야 곰팡이 생기는거 방지할 수 있습니다.\n뒤에 공간 있습니다.\n측판과 몰딩처리되어 뒷벽과 붙어 있는 것처럼 보이는 거구요.'], ['아하 이해가 되네요,,! 감사합니다..멀티탭은 고용량으로 써야하나요? 또 제가 스타일러 옆에 로보락 놓고 싶다니까 멀티탭 그럼 2개를 가져와야된대요...... 그렇게쓰는 방법밖에 없는걸까요 ㅠ'], ['한번 꼽아 놓으면 하자나 장애 발생시 교체가 어려우니 검정받은 좋은 제품을 쓰시구요.\n플러그가 혹시 뽑힐 수 있으니 잡아당겨도 움직이지 않도록 벽에 고정시키는 것도 도움이 되실겁니다.\n안전을 위해서 그리고 향후 장애시 를 대비해서라도 백업라인으로 쓸수도 있으니 두선을 하시는게 좋겠죠..'], ['넵 원래 다 그렇게 합니다~ 콘센트 위치를 바꿀순 없으니깐요 ㅎㅎ짧은 멀티탭 연결해서 800짜리 몸통 붙박이장 후면부분에 멀티탭 선 직경정도만 타공해서 이어주시려나 보네요']]",2022.08.26. 01:28
세탁기 스팀 스타일러기능 너무 좋아요.,결혼할때 구입한 세탁기 열일해서 자꾸 잔고장이 나서는 이사오면서 보내줬거든요.약 10년 사용하고 세 아이들 키웠으니 열일 맞죠?새로 구입하는거 기왕임 용량 큰거로~ ㅋ 솔직히 기능이 많아도 다 못 쓸꺼라면서 다섯가족 사용하렴 용량 커야하고 딸아이 옷이나 속옷은 따로 세탁하고 싶고 삻아빠는 세탁물도 있으니 트윈으로 샀어요.​그런데 요즘 너무 잘쓰는 기능이있어요.스타일러가 있으면 좋겠다란 생각이 있었거든요.당장 구입이 어려우니 스팀스타일러 기능을 요긴하게 사용 중이랍니다.특히 매일 생활복(체육복)입고 등교하는 큰아들 옷 세탁을 매일 할 수도 없기에 스팀스타일러 기능을 사용해요.​​구김과 옷의 먼지 등 스팀으로 세탁한 기분이 들어요.옷이 더러울때는 세탁하는게 맞지만 세탁이 애매할때 있잖아요.그때 아주 요긴해요^^,"[['세탁기에 저기능이있는건가요?\n좋은데요? 스팀스타일러라니~~매일 안빨아도 되고 좋네요~~'], ['ㅋㅋ 매일 세탁하기 애매한 그런 옷들 있잖아요.\n그때 사용함 좋은거 같아요.\n저는 아이 생활복 위주로 사용중이에요.'], ['아 그리고 세탁하고 보관시 생긴 구김? 다리미 처럼 쫙쫙 펴지는건 아니지만 조금 도움이 된다고 검색했을때 봤어요\n'], ['스팀 스타일러기능이 있군요..정말 어중간한 옷 있을때. 쓰기 좋은가봐요!!'], ['기능을 몰라서 ㅋ 검색해봤더니 넘 요긴하고 좋더라구요.\n스팀으로 한번 돌려주니 물기가 좀 있는데 탁탁 떨어서 널면 다음날 세탁옷 같더라구요.'], ['스팀스타일링 기능이 있네요. 오~~~ 저 처음봐요.스타일러 대신 사용 하면 될 것 같아요.'], ['이히히~ 완전 요긴해요.\n완전 요물~~ 아이 패팅이나 교복 상의 같은거 사용함 좋을꺼같아요.'], ['전 오늘 스방 입은 면바지 한번 테스트했는데 오~~ 좋더라구요.'], ['정말 세탁기가 열일 하네요. 이런거 만든 사람 칭찬해 줘야해요. ㅋㅋ'], ['세탁기에 저 기능이 있는거예요? 그럼 그냥 스타일러 기능과 같은걸까요?'], ['비슷한 기능같더라구요.\n그래도 스타일러가 더 좋은거지만요.'], ['우와~~~ 저 기능 무지 부럽네요!그런데 저거 전기요금 많이 나오지 않을까요?전 비 오는 날 수건만 건조기능 사용하는데 전기요금 많이 나오겠지.. 하면서도 필요하니까 기능을 쓰긴 쓰거든요..꺼내면 세탁소 냄새 나요~~ ㅎㅎ'], ['오래 돌아가는거  아니라서 전기세는 그다지? ㅎ 금방 돌아가거든 20분정도^^ 매일 쓰는건 아니라서 요긴하게 쓰고있엉'], ['아... 건조는 오래 돌아가던데 20분 정도면 괜찮겠네요~~~똑똑한 세탁기.. 이젠 스타일러 기능까지 하네요. ㅎㅎ'], ['그치? 세탁하고 헹구고 탈수하는거에 비함 시간도 괜찮징?'], ['네네~~ 괜찮은 것 같아요.\n무엇보다 스팀이 뭔가 개운하고 깔끔한 기분이네요~~'], ['우와 세탁기에 이기능이 있다니 너무 좋은거 같은데요 !! ㅎㅎ \n이렇게 있으면 스타일러나 같은데요 ㅎ'], ['그츄 스타일러기능과 비슷한거 같아서 종종이용해요^ \n매일 세탁하기 애매한 옷들 아주 좋더라구요.'], ['어머나 이렇게 스타일러 기능이 있는가보네요 정말 신기한것 같아오 이리 있으면 스타일러 구입 하실 필요가 없겠는걸요'], ['우와 너무 좋은거네요 ㅎ\n저 기능이 있는건가요 ㅎ\n저는 신기방기뽕기 ㅎㅎ'], ['오호 드럼세탁기에 저런 기능도 있나보네요.\n정말 애들 교복이나 생활복 자주 입는거는 자꾸 세탁하기 힘든데 이런 기능있으면 좋지요.'], ['좋은데요 언니!!!!\n스팀스타일러!!!기능 대박요!!!\n저희집은 통돌이라^^;;']]",2022.04.29. 00:09
💕 에어드레서 vs 스타일러,둘중 어느쪽이실까요 ??지금 스타일러쓰고있눈데... 안써본 에어드레서가 좋을지~~ 스타일러 5인용이좋을지~~고민되네요~  ㅋㅋㅋ,"[['무식한질문일지모르지만\n두개가뭐가달라요?\n같은라인(?)아니예요?\n몰라서요^^;;;'], ['스타일러는 스팀이구~  에어드레서는 공기로한다더라구요~  ㅋㅋ\n에어드레서도 스팀이된다고는하던데... ㅋ'], ['아하 그렇구만유\n또하나배우네용ㅎ'], ['네네~~ 스타일러는 엘지가 먼저이긴하죵~ ㅋㅋ'], ['전 스타일러 5인용 쓰고 있는데 단점을 모르겠어요^^\n만족하고 쓰고 있어요'], ['저두 스타일러만족하는데... 잔고장이생겨서요~ ㅋㅋ\n저눈 3인용이거든요~  ㅋ'], ['아~~잔고장이 생기는군요^^\n전 작년에 사서 아직 괜찮아요\n실내제습도 되고 넘 좋아요'], ['꾀상용했거든요~ 5년쯤 ?? 하나둘 고장이 있네요~~'], ['에어드레서에도 스팀기능이 있으면 에어드레서가 낫지않울까용??'], ['그럴까요 ?? 에어드레서는 또 필터교체는 해야되더라구요~~'], ['스타일러5인용 쓰는데 비교해보지 못해서 모르겠네요 물채워넣는게 좀 귀찮지ㅋ'], ['물이 좀 귀찮죠 ?? 물 채우고 비우고 ㅋㅋㅋ 그건 3인용쓰는저두 귀찮음요 ㅋㅋㅋ 물통도 그닥 큰거같지 않더라는요 ?'], ['스타일러 있으면 굳이 하나더는  안살거같긴한데 말이죠'], ['ㅋㅋ 스타일러 있는디 잔고장이 나서.... 5인용으로 바꿔볼까 싶어서요~ ㅋㅋ']]",2022.03.16. 11:47
"새상품) 수영복, 운동화, 원피스, 소형미니스타일러","1.루니덕 수영복 새상품​구입시기：21년 5월구입금액：59,000원 대판매금액：30,000원(실제)사진​루니덕 수영복 새상품사이즈 7세아이 입으면 잘 맞을거에요.한번도 안입었어요.","[['판매글은 월~일요일 기준 주1회 작성 가능합니다.'], ['아 그렇군요!! 알겠습니다~ 나머지 삭제할게용!'], ['규정 보니까 글 1개에 여러개 작성해도 된다고 써있는데이 글 하나에 다른 상품 추가로 올려도 되는건지 문의드립니다!'], ['이 글 수정해서 추가로 올리시면 됩니다.'], ['감사합니다^^']]",2022.06.28. 21:47
신혼 가전으로 마련한 엘지 스타일러(S5BFOA)를 소개합니다^^,"결혼 준비하면서 웨딩홀이랑 드레스는 다 제 관심 밖이었는데 가전만큼은 영혼 및 체내세포까지 끌어들여서 풀세트로 장만하겠다고 당당히 선포했습니다ㅎㅎ 가전을 누가 살림용으로 쓰나요 요즘 인테리어는 가전으로 하는거죠ㅋㅋ가전 덕후여도 스타일러는 좀 망설이는 품목이긴 했습니다 주변에나 여기 카페 글만 봐도 호불호가 좀 갈려서 고민했지만 이왕 하는거 풀세트다!!를 다시 외치며 안방에 넉넉히 자리하나 내줬습니다. 저나 남편은 트레이닝복이나 슬리퍼만 아니면 회사에서 거의 자율복장이라 스타일러 쓸 일이 많지 않기는 한데...의외로 옷 주름 펴는 기능이랑 제습기 용도로 잘 쓰게 되더라고요~~아침에 옷 주워입고 회사 가는 것도 대단한데 어쩌다 주름 가득한 옷 입고가려면 자괴감까지 느껴지는 걸 스타일러에 한번 돌려주기만 하면 왠만한 주름은 다 펴지고요, 이거 정말 편하더라고요^^ 그리고 가전에 넘 힘주느라 제습기 들일 공간까지는 정말 없어서 그냥 에어컨으로 해결보자 싶었는데 은근 스타일러의 제습 효과가 괜찮아서 봄, 가을에도 자주 사용하고 있습니다~  손 많이 가는 고급진 소재 옷을 예전보다 편하게 입고 은근히 제습기 기능이 짱짱해서 스타일러 구입한 거 전혀 후회 안해요~!!","[['스타일러는 봄여름가을여름 다 좋을거 같아요. 저도 이번에 구매하려고요!'], ['  다리미질No!, 전기세 걱정 No!할인 여기서 하네요 http://m.site.naver.com/0XP78'], ['스타일러 너무 조아영ㅎㅎ 매일 습관처럼 돌리게 되더라구요~~'], ['스타일러 주위에서 다 강추하더라구요 !!'], ['와 저도 스타일러 사고싶어요ㅠㅠㅠ']]",2022.05.18. 16:06
스피도 프리스타일러와 화이트일각,핀데이​팔꺾기 드릴​리커버리를 천천히 해야밖에서 볼때 수영 잘하는것처럼 보인다 하심 🤣​이런 꿀팁 조으다 ㅋㅋ​​왼팔 리커버리가 넘 빠르다는 지적받음 !!!​오예~ 2주만에 첨으로 지적받았드아~~ 😆,"[[''], ['뒤태 미쳤다요 🥰🥰🥰'], ['아앗 내가 1번이였는데!!'], ['앜 ㅋㅋㅋㅋㅋ 하트님'], ['가드 열렸돠~ \n'], ['앜 ㅋㅋㅋㅋㅋㅋㅋ'], ['앗 병원복? ㅋㅋㅋㅋㅋㅋ'], ['앜 ㅋㅋㅋㅋㅋㅋ'], ['ㅋㅋ 스퓌도도 이뿐 끄네끼 많네요 😍😍😍❤ 아주 좋아여 캬캬캬'], ['이쁜 끄네기 다 입어블즈아앜 🥰🥰'], ['이뿐 끄네끼 만쉐이~~~😍'], ['꺄~ 아주 야무지게 소화되네요~ \n부러워요 부러워~\n저도 스피도 큰삼각 함 입어보고 싶지만… 운동은 5분을 못 넘기네요. 다음생에 입을려고요. 🤣🤣🤣'], ['조아님 사진보니까 넘넘 날씬하시든디요👍 이번생에  같이입자요 ㅋㅋㅋ'], ['아 노노노 딱 저는 졸린 페리까지 입니다. 그 이상은 노노노~ \n정말 노노노~'], ['ㅋㅋㅋ인생은 도전 그자체에 가치가 있ㅋㅋㅋ 엣헴~~ 🤣🤣🤣 같이입자요 ㅋㅋㅋ'], ['에헴~\n모든 공자의 뜻을 알지만 그게 나의 인생에 들어오지 못해서 저는 오징어… 🦑—> 이게 대체 무슨 말인고오… \U0001fae0'], ['ㅋㅋ이모티 🤣🤣🤣 귀여브라  ㅋㅋㅋ'], ['저 앞에 숫자 2,3만 되었으면 아주 그냥 큰일 났을 거에요~ 가드샘들이 막 말렸을거에요. ㅋㅋㅋㅋㅋㅋㅋㅋ 너무 내놓고 다니는거 아늬늬? 막 그러면서 ㅋㅋㅋ 회원님 여기서 이러시면 곤란… 이럼서요 ㅋㅋㅋㅋㅋㅋㅋ\n'], ['근데 다들 가드샘들이랑 친한가봐요 \n저희 가드샘들은 항상 풍경처럼 앉아계시는데요 🤣🤣🤣 전 제가 뭘입든 아무도 관심없는 즈이 수영장 늠 편해요 ㅋㅋㅋ'], ['아 저희 강습이 없어져서 강사했던 분들이 가드하시는데, 배웠던 남자샘이랑은 인사만 하고~ 여자샘들이랑은 말도하고 자세도 물어보고~ ㅋㅋㅋ\n수영복 바꿔입는 사람이 저랑 깡총님만 있어서 눈에 띄나바요 ㅋㅋㅋㅋㅋㅋ\n누가 더 많냐 물어보시고 그르세요 ㅋㅋㅋㅋㅋㅋ'], ['와 그럼 진짜 친하겠어요 저흰 가드분들과 강사분들이 완벽 분리되어있어서 상상할수 없는 분위기네요 ㅎㅎ 자세도 물어보고 늠 조으다조으다 😍😍😍\n'], ['아하~~~슬로우 리커버리가 중요하군요 ^^좋은정보입니다 ^^수고하셨습니다 ^^'], ['그게 잘해보인답니다 밖에서보믄 ㅋㅋㅋ 🤣 급하게 막 져스지말고요 우리 함 해보아요 ㅋㅋㅋ'], ['지금 의자에 일어나 슬로우 리커버리,,,지상동작 들어갑니다 ^^'], ['ㅋㅋㅋ 바로 실천에 옮기는 모습 크으~~ 머쪄브러요👍👏👏👏👏👏'], ['와아♡\n글고 결석 최고 ♡'], ['꺅 ㅋㅋㅋㅋ 기다려지는 다음번 회식 😅🤣🤣🤣'], ['저도요! 왼팔 리커버리가 살짝 빨라요😭😭 신경써도 오른팔보다 몬가 빨라지는 느낌ㅋㅋ 와 셩복 백스탈 화려하다요👍👍이쁨쁨^^♡♡♡'], ['전 왼쪽호흡하는데 왼쪽이 빨라요 ㅎㅎ 머선일일까요?😅 알면서도 잘 안고쳐진다는게 넘나 큰 함정 ㅠㅠ'], ['정말 뒷태가 멋지십니다 수고 하셨어요'], ['굿모닝 백사장님😍 감사해요~ 넘 작나싶어 보낼까마까 고민하다 쓱 한번 입어봤는데 생각보다 맘에 드네요 🥰'], ['어머 색깔 찰떡 👍👍👍'], ['화이트일각이랑 괜츈하쥬? 🥰🥰🥰👍'], ['오메나 너무 너무 이뻐요~~ 스피도 사고싶~~'], ['스퓌도에 은근 이뿐게 많네요 백스탈도 다양하고요 👍👍👍😍 \n끄네끼들이 넘나 매력적입니다 🥰'], ['세상에 졸린다음이 스피돈가요~~ 무한궤도'], ['ㅋㅋㅋㅋㅋ 졸린이 풰션셩복이라믄 스피도는 전문수영인의 까리뽕삼한 셩복너낌이쟈나여 ㅋㅋ 그르케 돌고도는거져 🤣🤣🤣'], ['전문수영인같으면서 라인은 또 너무 이뿌네요~ 카페에서 왕성한 거래했으면 좋겠어요~~'], ['뒤가 이래야눈데 제꺼는 ㅋㅋㄱㄲ 박음질 뭥미 ㅠㅠ \n진짜멋져부러~~~나의스승님'], ['냔 오늘도 물이 더워서 ㅠㅠ\n여긴 어디 난 누구..ㅠㅠ'], ['ㅋㅋㅋㅋ끄네끼 아직 안고쳤어요??😭 \n스피도 이뿐거 많네요 셩할때도 좋든데요?? 크으~~ 😍👍'], ['마져여 물 더브믄 더 힘들드라구요 😭😭😭'], ['뒤태 사고싶다요~~😊\n멋짐뿜뿜🤩'], ['꺅 더님이 나타나셔뜨아~~ 😍😍😍 \n저는 뒤태팔고 가슴사고싶다요 🤣🤣🤣'], ['꺅😆😆😆\n전 둘다 사야하는데~~ 돈 벌러 가야겠어염😁😁😁'], ['꺅 🤣🤣🤣 요정님 ㅎㅎ\n돈마이 벌어와여  뭐라도 사보자요 ㅋㅋㅋ\n오늘도 화이팅입니다😍😍😍👍'], ['나도 가슴사고싶다 어디파라염?'], ['닉네임 종종 보이니까 심쿵해요 😍😍😍'], ['가슴사러같이 가즈아'], ['ㅋㅋㅋㅋㅋ 그나마 그건 살수있쟈나여 ㅋㅋㅋㅋ 병원에 마이 팔드라요 ㅋㅋㅋ'], ['집에 있는 분이 반대 ㅡㅡ 아오씨'], ['저두요 ㅋㅋㅋ 잘못하믄 죽는단다 이람서 🤣🤣내 생명을 저리 아껴주십니다 ㅋㅋ'], ['어디 팔까여~~\n공구 가자여~~😊😊😊'], ['크크~~ 저도 아침부터 덩달아 심꿍해요😍😍😍'], ['컬러 화사하구 이뻐용👍🌸🤗'], ['감사합니다 다건님 🥰 \n오늘도 열수 다녀오셨나요~~\n요런건 쿨톤여성들이 입으믄 더 이쁘지만 봄이니께 함 도전해봤습니다 😅'], ['방금 다녀왔습니다😊\n넘 잘어울리시는데용👍👍ㅎㅎㅎ'], ['아고 감사합니다 😆ㅎㅎ\n열수 응원해요👍👏👏👏'], [''], ['코디 찢었다요~~\n뒤태 미쳣다리~~~🤩🤩\n오늘 신삥개시 ㅎㅎ\n이쁘다용🤗'], ['ㅎㅎ오늘은 아수댕겨와쏘요??\n신삥은 항상 설레요 ㅋ😆😆😆\n'], ['댕기왔어요ㅎㅎ\n아점먹으러갑니다 💕\n이뻐이뻐요\n까만언냐한테 딱👍👍👍'], ['꺅 😆 고마와여 ㅋㅋㅋ맛점해요🤩'], ['최고 👍  반할꺼야욤♡♡♡'], ['ㅋㅋㅋ쿨톤이 입으면 딱 이쁜 셩복인데 😅 도전해보시겠어요??'], ['전 안됩니당 ㅜㅜ  😭'], ['언냐님 ~  오늘하루도 홧팅 ♡♡♡'], ['미소진님도 화이팅이요🥰😍🤩❤'], ['이거 너무 예쁘네요. 28로 업한 리본백 궁금하네요.'], ['ㅋㅋ 프리스타일러 요거 백이랑 골반옆쪽에 스트랩이랑 넘 매력적이네요 곰돌님😍 \n26리본백은 정말 넘 이뻐서 입고 늘려볼까도 생각했지만  다행히 구매원하시는 분 계셔서 맘푠히 28로 다시 내렸답니다 ㅋㅋ 제가 구매한 리본백은 입으니까 원더우먼 너낌이 났어요 ㅋㅋ 제가 나중에 오면 26이랑 28이랑 비교해서 올려보께요😉'], ['아레나 원더우먼도 원빅언니 입으면 예쁠 것 같아요 ㅋㅋㅋ'], ['프리스타일러는 정사이즈, 리본백은 한 사이즈 업 하신 거죠?'], ['ㅋㅋ아 아레나원더우먼 뭔지알죠\n그건 정말 머리띠에 진실의 채찍까지 들어얄것 같던데요 ㅎㅎ ㅋㅋㅋ 원빅이 늠 많아서 고건 담에 세일할때???🤣🤣🤣'], ['프리스타일러는 정사쥬 (가슴선 매우안정적)\n리본백 한사쥬 업이 적당한듯요 ^^'], ['근데 깔롱님께서  프리스타일러도 한사쥬업하는게 입고벗을때 좋다 하셨어요^^'], ['넵 ^^'], ['언냐님\n그타이거타운\n수선하셨다고하셨죠?'], ['네 예전에\nhttps://cafe.naver.com/swimmingholicclub/591805\n이렇게 했다가 위에만 줄이니까 등이 들떠요 그래서 겨드랑이 옆까지 다 줄였어요'], ['저기 혹시 이거입는방법이 따로있을까요??  ㅜㅜ 핑쿠26안들어가서팔았는데요 넘나입고싶어요 ㅜㅜ'], ['입고벗기 좀 까다롭긴하죠 🥲 저는 입는건 입겠는데 벗을때 트위스트를 춰여']]",2022.04.14. 09:04
에어드레서? 스타일러?,"주말에 호텔에서 잤잖아요.거기서 눈데 띄는 거!!에어드레서가 있더라구요.LG는 스타일러라고 하네요?ㅎㅎ LG꺼더라구요.​한번도 사용한 적이 없고 늘 선전, 카페의 홍보글에서만 자주 봤던거라 궁금하더라구요.그래서 돌잔치 가려고 챙겨간 원피스를 먼저 신랑이 넣어보자면서 그러더라구요.그래서 해봐라~하고 뒀는데 작동중에 신랑이 그러네요.""원피스 다 되고 상태보고 내꺼 돌려봐야겠다~""헐.....제 옷을 시험삼아!!!오빠 셔츠보다 내 원피스가 더 비싼거라고!!!!​오~~~ 다 하고 나니 살균이 되었는지 따뜻하더라구요^^그래서 아침에 또 한번 더 돌리고 입고 나갔지요.​집에 오니 또 생각이 납니다.정말 좋은 세상에서 살고 있는건 맞는 거 같은데 그것도 돈이 발목을 잡네요.ㅋㅋㅋ돈벼락 좀 맞아서 저도 편하게 사용할 수 있는 날이 오긴 오겠지요?","[['ㅋㅋㅋ 오빠 모야~~ㅋㅋㅋ 옷 망가질까봐 너 옷 부터 넣으라는거야?ㅋㅋ 나랑같네ㅋ 난 신랑꺼 애들꺼 부터 넣어보는데ㅋㅋ'], ['ㅋㅋㅋㅋ 그래? ㅋㅋ\n그 셔츠 할인해서 산거라...내 원피스값이 몇배는 더 비싼데 말이야!!!'], ['ㅋㅋㅋ나도 신랑 옷이 더 비싼데..ㅋㅋ 신랑 옷부터 하고 있네ㅋㅋ'], ['ㅋㅋㅋㅋ 어차피 망가지면 신랑돈으로 또 사야지!!ㅋㅋㅋ'], ['신랑이 좋은일이지?ㅋㅋㅋ'], ['저희 신랑도 맨날 요거 사고 싶다고 합니다ㅋㅋ\n근데 가격대가 장난아니쥬~~'], ['그렇더라구요.생각이나서 검색해보니..하......ㅋㅋㅋㅋ'], ['저두 경주갔을때 리조트에 요거있더라구요. 옷해보니까 넘 좋더라는요~~ㅋ 아이가 사자면서~~ㅋㅋ'], ['다하고 막 꺼냈을때 따뜻하고 뽀송한 느낌이 너무 좋더라구요.ㅎㅎ'], ['좋지요 우리 신랑도 사고싶어하는 품목중에 하나랍니다 근데 사도 집에 놓을때가 마땅치않네요'], ['그쵸...크기가 크긴하니..ㅠㅠ\n공간도 없고..돈도 없고. 저는 그러네요.ㅠㅠ'], ['ㅋㅋ 신랑이 니  옷 실헝한거야?ㅋㅋ 호텔에 비치되어 있구나!!'], ['그니까요.ㅎㅎ\n원피스라고는 비싼건 다 결혼전에 제가 사온건데 말이죠!!!'], ['마져요~~참 좋은 세상은 맞는대 가전 제품이 너무 후덜덜해요'], ['정말 있으면 좋을 것 같아요.\n특히 중학생 이상 자녀를 두면 교복도 매일 입으니 이런거 하나 있으면 좋겠어요.'], ['맞아요옼ㅋ \n엘지는 스타일러.ㅋㅋ 히힛.ㅋ \n아주 좋아요!!ㅋㅋ  저희 집에 아주 잘 쓰고있답니당 ㅋㅋ']]",2022.06.20. 22:34
드뎌 스타일러…,​엘지 오브제 스타일러 들였어요. 몇년 프리랜서로 일하다가 정규직으로 취업하면 스타일러부터 사야지 했는데 막상 취업하고는 1년간 고민했어요. 겨울에는 정말 필요한 듯해서 사려고 했으나 오브제는 가격이 안떨어져서… 2월말에 가격 괜찮은 듯해서 결제하고 지난 금욜날 배송받았어요. 오랜 숙제를 해결한 느낌이네요 ㅋㅋ​,"[['오 추카드려요~ \n얼마에 사셨어요?'], ['162에 몇천원 더했어요.'], ['마룻바닥 예뻐요^^  스타일러는 저도 너무 갖고파요'], ['가전 하나 들이기 쉽지 않네요 ㅋㅋ'], ['와. 가격도 좋네요^^ 댓글보니.\n스타일러 둘데가 없네요.저도 ㅜ'], ['거실에 두어도 이질감 없이 이뽀요😍'], ['도저히 방에는 넣을 곳이 없어서 인테리어 포기하고 거실로 나왔어요. 젤 아쉬운 부분이에요..;;;'], ['이쁘네요. 깔끔하고.잘 어울려요~'], ['감사합니다.^^*'], ['몇벌짜리에용?'], ['5벌이요..'], ['첫댓글 보고 봤는데 마루 진짜 예뻐요!'], ['저 위치에 딱 잘 어울려요~'], ['화이트.이쁘네요~~'], [''], ['깔끔해서 집이랑도 잘 어울리네요 저는 스타일러 나왔을 때부터 맘에만 품고 있는 ㅠㅠ'], ['혹시 모델명이 어떻게 되나요?!?'], ['LG 오브제컬렉션 스타일러 S5BFO 에요.'], ['오브제 스타일러는 예쁘네요. 저는 일반 스타일러 4년전에 구입했는데-아주 만족해하며 쓰고 있어요.'], ['정말 효과가 좋은가요? 항상 하나 사야하나 말아야하나 생각하네요'], ['직장 다니시면 정말 강추해요. 특히 매일 세탁해서 입을 수 없는 겨울옷이나 자켓은 스타일러 돌려서 입으니 정말 좋더라구요.'], ['와우... 좋아보입니다.']]",2022.03.06. 14:17
