,Text,Label,text_tokenized,text_tokenized2
20017,남자친구가 생일 기념 선물을 줬는데 주변에서 볼 수 있는 싸구려 제품이었어.,당황,"['남자친구', '생일', '기념', '선물', '주다', '주변', '볼', '수', '있다', '싸구려', '제품', '이다']","['남자친구', '생일', '기념', '선물', '주다', '주변', '싸구려', '제품']"
20018,내가 따돌림당하고 있다는 걸 선생님께 말씀드리고 났더니 훨씬 편해졌어.,기쁨,"['내', '따돌림', '있다', '걸', '선생님', '말씀드리다', '나다', '훨씬', '편하다']","['따돌림', '선생님', '말씀드리다', '나다', '편하다']"
20019,나이 보다 건강하다고 생각했는데 삼십 대 이전으로 건강을 회복할 수 없을 거라는 의사의 말이 충격이었어.,상처,"['나이', '보다', '건강하다', '생각', '하다', '삼십', '대다', '이전', '건강', '회복하다', '수', '없다', '거', '의사', '말', '충격', '이다']","['나이', '보다', '건강하다', '생각', '삼십', '대다', '이전', '건강', '회복하다', '의사', '말', '충격']"
20020,과장님이 잘못한 일 처리를 실장님은 내 잘못이라고 단정 지었어. 나를 다른 부서로 보내 버려서 화가 나.,상처,"['과장', '잘못', '일', '처리', '실장', '내', '잘못', '단정', '지다', '나르다', '다른', '부서', '보내다', '버리다', '화가', '나']","['과장', '잘못', '처리', '실장', '잘못', '단정', '지다', '나르다', '부서', '보내다', '버리다', '화가']"
20021,요즘 내 인간관계에 만족을 느껴.,기쁨,"['요즘', '내', '인간관계', '만족', '느끼다']","['요즘', '인간관계', '만족', '느끼다']"
20022,일이 많아 매일 야근이라 너무 스트레스야.,불안,"['많다', '매일', '야근', '너무', '스트레스']","['많다', '매일', '야근', '스트레스']"
20023,아이들을 처갓집으로 보내버렸어.,분노,"['아이', '처갓집', '보', '내버리다']","['처갓집', '보', '내버리다']"
20024,이 나이에는 건강 관리 해야한다고 아내가 풀만 줘서 너무 힘들어.,상처,"['이', '나이', '건강', '관리', '하다', '하다', '아내', '풀', '주다', '너무', '힘들다']","['나이', '건강', '관리', '아내', '풀', '주다', '힘들다']"
20025,곧 있으면 추석이네. 본가에 내려가기 싫어.,분노,"['곧', '있다', '추석', '본가', '내려가다', '싫다']","['추석', '본가', '내려가다', '싫다']"
20026,엄마는 항상 내가 문제래. 왜 그러는 거야 진짜?,분노,"['엄마', '항상', '내', '문제', '왜', '그렇다', '진짜']","['엄마', '항상', '문제', '그렇다', '진짜']"
20027,자식들이 내가 없는 곳에서 벌써 재산분배를 어떻게 할 지 이야기를 하더라고.,상처,"['자식', '내', '없다', '곳', '벌써', '재산', '분배', '어떻다', '하다', '지다', '이야기', '하다']","['자식', '벌써', '재산', '분배', '어떻다', '지다', '이야기']"
20028,나를 응원해주는 사람들이 있어서 나는 요즘 너무 행복해.,기쁨,"['나르다', '응원', '해주다', '사람', '있다', '나', '요즘', '너무', '행복하다']","['나르다', '응원', '사람', '요즘', '행복하다']"
20029,직장에서는 아파도 내색을 할 수 없어. 너무 힘들고 화가 나.,분노,"['직장', '아프다', '내색', '하다', '수', '없다', '너무', '힘들다', '화가', '나']","['직장', '아프다', '내색', '힘들다', '화가']"
20030,퇴사를 언제쯤 해야 할지 고민스러워.,불안,"['퇴사', '언제', '하다', '하다', '고민', '스럽다']","['퇴사', '고민', '스럽다']"
20031,학교폭력을 당하고 있는데 보복을 당할까 봐 무서워서 신고를 못 하겠어.,분노,"['학교폭력', '당하다', '있다', '보복', '당하다', '보다', '무섭다', '신고', '못', '하다']","['학교폭력', '당하다', '보복', '당하다', '보다', '무섭다', '신고']"
20032,아파서 돈을 못 벌고 배는 고파서 식당에서 무전취식을 하고 도망을 쳤는데 너무 미안하네.,상처,"['아프다', '돈', '못', '벌다', '배다', '고프다', '식당', '무전', '취', '하다', '도망', '치다', '너무', '미안하다']","['아프다', '돈', '벌다', '배다', '고프다', '식당', '무전', '취', '도망', '치다', '미안하다']"
20033,장보러 나왔는데 집 앞에서 내가 왜 나왔는지 잊어버렸어. 너무 당황스럽더라.,불안,"['장', '보다', '나오다', '집', '앞', '내', '왜', '나오다', '잊어버리다', '너무', '당황', '스럽다']","['장', '보다', '나오다', '집', '나오다', '잊어버리다', '당황', '스럽다']"
20034,드디어 취업에 성공했어. 정말 기분이 좋아.,기쁨,"['드디어', '취업', '성공하다', '정말', '기분', '좋다']","['드디어', '취업', '성공하다', '정말', '기분', '좋다']"
20035,머릿속이 복잡해서 걱정이야. 자녀 교육비 주거 생활비 등이 점점 어깨를 무겁게 짓누르는 것 같아.,불안,"['머릿속', '복잡하다', '걱정', '자녀', '교육비', '주거', '생활비', '등', '점점', '어깨', '무겁다', '짓누르다', '것', '같다']","['머릿속', '복잡하다', '걱정', '자녀', '교육비', '주거', '생활비', '점점', '어깨', '무겁다', '짓누르다']"
20036,공부하느라 지쳐서 무엇을 하든지 간에 재미가 없어.,슬픔,"['공부', '하다', '지치다', '무엇', '하든', '간', '재미', '없다']","['공부', '지치다', '하든', '간', '재미']"
20037,아내가 실직해서 요즘 쉬고 있는데 내가 나도 모르게 남의 시선을 의식하는 것 같아.,당황,"['아내', '실직', '하다', '요즘', '쉬', '있다', '내', '나다', '모르다', '남', '시선', '의식', '하다', '것', '같다']","['아내', '실직', '요즘', '쉬', '나다', '모르다', '남', '시선', '의식']"
20038,요즘 나는 정말 고민이 많아.,당황,"['요즘', '나', '정말', '고민', '많다']","['요즘', '정말', '고민', '많다']"
20039,나만 졸업 사진을 혼자 찍어서 외로워.,상처,"['나', '졸업', '사진', '혼자', '찍다', '외로워']","['졸업', '사진', '찍다', '외로워']"
20040,난 진짜 한심한 사람인 것 같아.,당황,"['난', '진짜', '한심하다', '사람인', '것', '같다']","['진짜', '한심하다', '사람인']"
20041,반 등수가 십 등이 오르면 노트북을 사 주겠다고 했는데 엄마가 약속을 지키지 않아서 너무 화가 나.,분노,"['반', '등수', '십', '등', '오르다', '노트북', '사', '주다', '하다', '엄마', '약속', '지키다', '않다', '너무', '화가', '나']","['반', '등수', '십', '노트북', '주다', '엄마', '약속', '지키다', '않다', '화가']"
20042,나 이직해야 할까? 너무 일이 적성에 안 맞아서 혼란스러워.,불안,"['나', '이직', '하다', '하다', '너무', '적성', '안', '맞다', '혼란', '스럽다']","['이직', '적성', '맞다', '혼란', '스럽다']"
20043,다들 취업 준비에 여념이 없어. 나 혼자 요새 놀아.,기쁨,"['다', '들다', '취업', '준비', '여념', '없다', '나', '혼자', '요새', '놀다']","['들다', '취업', '준비', '여념', '요새', '놀다']"
20044,오랜 수험생활이 끝나고 예전 친구들과 잘 지낼 수 있을까 걱정했는데 어색하지 않아서 다행이야.,기쁨,"['오랜', '수험', '생활', '끝나다', '예전', '친구', '자다', '지내다', '수', '있다', '걱정', '하다', '어색하다', '않다', '다행']","['오랜', '수험', '생활', '끝나다', '예전', '친구', '자다', '지내다', '걱정', '어색하다', '않다', '다행']"
20045,식습관을 바꿔야 한다는 의사의 말에 나도 모르게 화를 내고 말았어.,분노,"['식', '습관', '바꾸다', '의사', '말', '나다', '모르다', '화', '내다', '말다']","['식', '습관', '바꾸다', '의사', '말', '나다', '모르다', '화', '내다', '말다']"
20046,나는 대체 앞으로 뭘하고 살아야 할까?,당황,"['나', '대체', '앞', '뭘', '살다', '하다']","['대체', '뭘', '살다']"
20047,요즘 애들 사이에 잘 못 섞이는 것 같아.,기쁨,"['요즘', '애', '사이', '자다', '못', '섞이다', '것', '같다']","['요즘', '애', '사이', '자다', '섞이다']"
20048,마음에 두던 남자에게 분위기가 괜찮다고 생각해서 고백했는데 차였어.,분노,"['마음', '두다', '남자에게', '분위기', '괜찮다', '생각', '하다', '고백', '하다', '차이다']","['마음', '두다', '남자에게', '분위기', '괜찮다', '생각', '고백', '차이다']"
20049,오늘 화투를 쳤는데 내가 많이 이겼어! 기분이 좋아.,기쁨,"['오늘', '화투', '치다', '내', '많이', '이기다', '기분', '좋다']","['오늘', '화투', '치다', '많이', '이기다', '기분', '좋다']"
20050,요즘 일이 너무 많아.,상처,"['요즘', '너무', '많다']","['요즘', '많다']"
20051,아내가 차 사고가 났다고 해서 가봤더니 없어.,당황,"['아내', '차', '사고', '나다', '하다', '가보다', '없다']","['아내', '차', '사고', '나다', '가보다']"
20052,내가 많이 의지한 친구가 처벌을 받아서 전학을 갔어. 순간 하늘이 노랗게 보이더라.,슬픔,"['내', '많이', '의지', '친구', '처벌', '받다', '전학', '가다', '순간', '하늘', '노랗다', '보이다']","['많이', '의지', '친구', '처벌', '받다', '전학', '가다', '순간', '하늘', '노랗다', '보이다']"
20053,옆 침대 환자가 내가 보호자가 없다고 비웃어.,분노,"['옆', '침대', '환자', '내', '보호자', '없다', '비웃다']","['옆', '침대', '환자', '보호자', '비웃다']"
20054,오늘 슬픈 소식을 들었어. 병원에서 자주 얼굴을 보던 사람인데 결국 죽었다고 하네.,슬픔,"['오늘', '슬프다', '소식', '들다', '병원', '자주', '얼굴', '보다', '사람', '결국', '죽다', '하다']","['오늘', '슬프다', '소식', '들다', '병원', '자주', '얼굴', '보다', '사람', '죽다']"
20055,이번에 건강검진 결과에서 우리 부서 사람 중 내 건강 상태가 가장 양호하다고 나왔어!,기쁨,"['이번', '건강검진', '결과', '우리', '부서', '사람', '중', '내', '건강', '상태', '가장', '양호', '하다', '나오다']","['건강검진', '결과', '부서', '사람', '건강', '상태', '가장', '양호', '나오다']"
20056,여자 친구 부모님께서 날 받아주셔서 결혼을 허락 받아서 너무 좋아.,기쁨,"['여자', '친구', '부모님', '날', '받다', '결혼', '허락', '받다', '너무', '좋다']","['여자', '친구', '부모님', '받다', '결혼', '허락', '받다', '좋다']"
20057,친구가 파혼을 당해서 당황스러워.,당황,"['친구', '파혼', '당하다', '당황', '스럽다']","['친구', '파혼', '당하다', '당황', '스럽다']"
20058,같은 과에 다니는 동기가 좋아. 이게 사랑인 건지 호감인 건지 정확하게 내 감정을 모르겠어.,불안,"['같다', '과', '다니다', '동기', '좋다', '이', '사랑', '건지다', '호감', '건지다', '정확하다', '내', '감정', '모르다']","['다니다', '동기', '좋다', '사랑', '건지다', '호감', '건지다', '정확하다', '감정', '모르다']"
20059,요즘 취업이 잘 안 돼서 너무 스트레스를 받아. 이 길이 맞나 하는 진로에 대한 믿음도 흔들리고.,불안,"['요즘', '취업', '자다', '안', '돼다', '너무', '스트레스', '받다', '이', '길이', '맞다', '하다', '진로', '대한', '믿음', '흔들리다']","['요즘', '취업', '자다', '스트레스', '받다', '길이', '맞다', '진로', '대한', '믿음', '흔들리다']"
20060,나 오늘 직장에서 아주 당황스러운 일이 있었어.,당황,"['나', '오늘', '직장', '아주', '당황', '있다']","['오늘', '직장', '아주', '당황']"
20061,자식들과 여행을 가기로 했는데 일정이 너무 빡빡하고 내 취향과 안 맞아.,분노,"['자식', '여행', '가기', '하다', '일정', '너무', '빡빡', '내', '취향', '안', '맞다']","['자식', '여행', '가기', '일정', '빡빡', '취향', '맞다']"
20062,이제 난 더는 친구를 사귀고 싶지 않아. 좌절감이 나를 지배해서 미치겠어.,분노,"['이제', '난', '더', '친구', '사귀다', '싶다', '않다', '좌절', '감', '나르다', '지배', '하다', '미치다']","['이제', '친구', '사귀다', '싶다', '않다', '좌절', '감', '나르다', '지배', '미치다']"
20063,짝사랑하는 선배랑 사귀기로 했어.,기쁨,"['짝사랑', '하다', '선배', '사귀다', '하다']","['짝사랑', '선배', '사귀다']"
20064,전 직장 동료와 함께 창업한 회사가 주식 상장을 해서 친구와 얼싸안고 기뻐했어.,기쁨,"['전', '직장', '동료', '함께', '창업', '회사', '주식', '상장', '하다', '친구', '얼싸안다', '기쁘다', '하다']","['직장', '동료', '창업', '회사', '주식', '상장', '친구', '얼싸안다', '기쁘다']"
20065,요즘 경기가 안좋아서 구인 공고가 별로 없어. 대학원 진학 포기하고 취업을 생각하는 게 생각보다 쉽지 않아서 우울해.,슬픔,"['요즘', '경기', '안좋다', '구인', '공고', '별로', '없다', '대학원', '진학', '포기', '취업', '생각', '하다', '게', '생각', '쉬다', '않다', '우울하다']","['요즘', '경기', '안좋다', '구인', '공고', '별로', '대학원', '진학', '포기', '취업', '생각', '생각', '쉬다', '않다', '우울하다']"
20066,회사에서 업무가 너무 많이 밀려서 짜증이 나네.,분노,"['회사', '업무', '너무', '많이', '밀리다', '짜증', '나다']","['회사', '업무', '많이', '밀리다', '짜증', '나다']"
20067,자꾸 기억이 가물가물해서 치매인가 걱정스러워.,당황,"['자꾸', '기억', '가물가물', '하다', '치매', '걱정스럽다']","['자꾸', '기억', '가물가물', '치매', '걱정스럽다']"
20068,직장 후배가 회식에서 술을 너무 많이 마셨나봐. 나한테 계속 반말을 하네.,불안,"['직장', '후배', '회식', '술', '너무', '많이', '마시다', '보다', '나', '계속', '반말', '하다']","['직장', '후배', '회식', '술', '많이', '마시다', '보다', '계속', '반말']"
20069,최씨 할머니가 백만 원을 빌린 후로 나만 보면 피해 다니는 게 보여서 화가 나네.,분노,"['최씨', '할머니', '백만', '원', '빌리다', '후', '나', '보다', '피해', '다니다', '게', '보', '화가', '나다']","['최씨', '할머니', '백만', '빌리다', '보다', '피해', '다니다', '보', '화가', '나다']"
20070,카페에서 노트북으로 작업하는데 소리로 다른 사람을 방해하는 건 아닌지 의식하게 되더라고.,당황,"['카페', '노트북', '작업', '하다', '소리', '다른', '사람', '방해', '하다', '건', '아니다', '의식', '하다', '되다', '더']","['카페', '노트북', '작업', '소리', '사람', '방해', '아니다', '의식']"
20071,상사의 부당한 업무 지시에 순순히 따라야만 한 게 너무 눈물이 나.,슬픔,"['상사', '부당하다', '업무', '지시', '순순하다', '따다', '하다', '게', '너무', '눈물', '나']","['상사', '부당하다', '업무', '지시', '순순하다', '따다', '눈물']"
20072,직장 동료 중에 명예퇴직 당한 사람이 있어.,상처,"['직장', '동료', '중', '명예퇴직', '당한', '사람', '있다']","['직장', '동료', '명예퇴직', '당한', '사람']"
20073,내가 언제 한 번 쓰러졌다고 아들이 나를 챙기네.,당황,"['내', '언제', '하다', '번', '쓰러지다', '아들', '나르다', '챙기다']","['쓰러지다', '아들', '나르다', '챙기다']"
20074,친구가 이번에 좋은 직장에 들어갔는데 기분이 나빠.,분노,"['친구', '이번', '좋다', '직장', '들어가다', '기분', '나쁘다']","['친구', '좋다', '직장', '들어가다', '기분', '나쁘다']"
20075,요즘 노인들을 욕하는 사람들이 많아 슬프고 화가 나.,슬픔,"['요즘', '노인', '욕', '하다', '사람', '많다', '슬프다', '화가', '나']","['요즘', '노인', '욕', '사람', '많다', '슬프다', '화가']"
20076,우리 아들 녀석이 갑자기 아파서 걱정이야.,불안,"['우리', '아들', '녀석', '갑자기', '아프다', '걱정']","['아들', '녀석', '갑자기', '아프다', '걱정']"
20077,퇴원해서 집에 와도 아무도 나에게 관심을 주지 않아서 속상해.,당황,"['퇴원', '하다', '집', '아무', '나', '관심', '주지', '않다', '속상하다']","['퇴원', '집', '아무', '관심', '주지', '않다', '속상하다']"
20078,때로는 부부 사이에도 자기만의 시간을 가져야 해.,분노,"['때로는', '부부', '사이', '자기', '시간', '가다', '해']","['때로는', '부부', '사이', '가다']"
20079,비상 자금으로 모아 넣었던 돈이 한순간에 투자로 날아가 버렸어.,불안,"['비상', '자금', '모으다', '넣다', '돈', '한순간', '투자', '날아가다', '버리다']","['비상', '자금', '모으다', '넣다', '돈', '한순간', '투자', '날아가다', '버리다']"
20080,남편이 아침마다 등산 가자고 성화인데 귀찮아.,분노,"['남편', '아침', '등산', '가다', '성화', '귀찮다']","['남편', '아침', '등산', '가다', '성화', '귀찮다']"
20081,매일 밤 잠들기가 어려워. 너무나 불안해.,불안,"['매일', '밤', '잠들다', '기', '어렵다', '너무나', '불안하다']","['매일', '밤', '잠들다', '어렵다', '너무나', '불안하다']"
20082,내가 지원하려던 회사의 채용 공고가 갑자기 사라졌어.,당황,"['내', '지원', '하다', '회사', '채용', '공고', '갑자기', '사라지다']","['지원', '회사', '채용', '공고', '갑자기', '사라지다']"
20083,늙어서 주위에 교류할 사람이 없으니 할 수 있는 게 없어.,슬픔,"['늙다', '주위', '교류', '하다', '사람', '없다', '하다', '수', '있다', '게', '없다']","['늙다', '주위', '교류', '사람']"
20084,민원응대 업무 더는 못 해 먹겠어.,슬픔,"['민원', '응대', '업무', '더', '못', '해', '먹다']","['민원', '응대', '업무', '먹다']"
20085,남편이 요즘 출산을 앞둔 날 너무 힘들게 하는 거 있지?,상처,"['남편', '요즘', '출산', '앞두다', '날', '너무', '힘들다', '하다', '거', '있다']","['남편', '요즘', '출산', '앞두다', '힘들다']"
20086,며칠 전에 친구 때문에 크게 좌절한 적이 있어.,분노,"['며칠', '전', '친구', '때문', '크게', '좌절', '적', '있다']","['며칠', '친구', '때문', '크게', '좌절']"
20087,곧 있으면 부인이 출산하는데 빨리 우리 아이를 보고 싶어.,분노,"['곧', '있다', '부인', '출산', '하다', '빨리', '우리', '아이', '보고', '싶다']","['부인', '출산', '빨리', '보고', '싶다']"
20088,형은 공부를 잘하는데 나는 못 해서 너무 열등감 느껴.,당황,"['형', '공부', '하다', '나', '못', '하다', '너무', '열등감', '느끼다']","['공부', '열등감', '느끼다']"
20089,혈압이 높아져서 너무 놀랐어.,당황,"['혈압', '높아지다', '너무', '놀라다']","['혈압', '높아지다']"
20090,남편과 결혼한 것을 후회해.,슬픔,"['남편', '결혼', '것', '후회', '하다']","['남편', '결혼', '후회']"
20091,나 이번 구조조정 대상자에 포함될 것 같아.,상처,"['나', '이번', '구조조정', '대상자', '포함', '되다', '것', '같다']","['구조조정', '대상자', '포함']"
20092,가족들 중에 내 마음을 알아주는 사람이 없고 모든 게 다 귀찮아.,분노,"['가족', '중', '내', '마음', '알아주다', '사람', '없다', '모든', '게', '다', '귀찮다']","['가족', '마음', '알아주다', '사람', '모든', '귀찮다']"
20093,여자친구가 바람을 피워서 정신적으로 충격을 받았어.,상처,"['여자친구', '바람', '피우다', '정신', '충격', '받다']","['여자친구', '바람', '피우다', '정신', '충격', '받다']"
20094,난 대인관계가 너무 안 좋아서 고민이야.,슬픔,"['난', '대인관계', '너무', '안', '좋다', '고민']","['대인관계', '좋다', '고민']"
20095,오늘 치과 갔는데 어금니 임플란트해야 한대.,불안,"['오늘', '치과', '가다', '어금니', '임플란트', '하다']","['오늘', '치과', '가다', '어금니', '임플란트']"
20096,있는 돈을 다 자식들 대학 보내느라 썼더니 돈이 얼마 남지 않았어. 우울해.,슬픔,"['있다', '돈', '다', '자식', '대학', '보내다', '써다', '돈', '얼마', '남지', '않다', '우울하다']","['돈', '자식', '대학', '보내다', '써다', '돈', '남지', '않다', '우울하다']"
20097,얼마 전에 큰 충격을 받았어.,상처,"['얼마', '전', '크다', '충격', '받다']","['크다', '충격', '받다']"
20098,내가 곧 죽는다니.,상처,"['내', '곧', '죽다']",['죽다']
20099,요새 부모님이 자꾸 결혼하라고 닦달해서 괴로워.,상처,"['요새', '부모님', '자꾸', '결혼', '닦달', '하다', '괴롭다']","['요새', '부모님', '자꾸', '결혼', '닦달', '괴롭다']"
20100,공백이 몇 년인데 아직도 취업을 못 하고 있는 내가 너무 한심해.,당황,"['공백', '몇', '년', '아직도', '취업', '못', '하다', '있다', '내', '너무', '한심하다']","['공백', '아직도', '취업', '한심하다']"
20101,이제 친구도 별로 안 남은 것 같아서 요즘 조금 불안한 마음이 드네.,불안,"['이제', '친구', '별로', '안', '남다', '것', '같다', '요즘', '조금', '불안하다', '마음', '드']","['이제', '친구', '별로', '남다', '요즘', '불안하다', '마음', '드']"
20102,내가 뇌출혈로 쓰러져 있는 사이에 아들이 땅문서를 가지고 갔다네. 너무 충격적이야.,상처,"['내', '뇌출혈', '쓰러지다', '있다', '사이', '아들', '땅문서', '가지', '가다', '너무', '충격']","['뇌출혈', '쓰러지다', '사이', '아들', '땅문서', '가지', '가다', '충격']"
20103,노후 대책으로 월세 받으려고 집을 하나 사 두었는데 다세대라고 세금을 크게 올린다고 발표가 났어. 너무 화가나.,분노,"['노후', '대책', '월세', '받다', '집', '하나', '사', '두다', '다세대', '세금', '크게', '올린다', '발표', '나다', '너무', '화가']","['노후', '대책', '월세', '받다', '집', '두다', '다세대', '세금', '크게', '올린다', '발표', '나다', '화가']"
20104,빨리 여자 친구랑 결혼하고 싶어.,분노,"['빨리', '여자', '친구', '결혼', '싶다']","['빨리', '여자', '친구', '결혼', '싶다']"
20105,사내 정치에 환멸을 느껴. 다 같은 월급쟁이끼리 무슨 일인지.,슬픔,"['사내', '정치', '환멸', '느끼다', '다', '같다', '월급쟁이', '끼리', '무슨', '일인']","['사내', '정치', '환멸', '느끼다', '월급쟁이', '끼리', '일인']"
20106,나는 아파서 주무시는 아빠가 너무 불안해서 깨웠었어.,분노,"['나', '아프다', '주무시다', '아빠', '너무', '불안하다', '깨우다']","['아프다', '주무시다', '아빠', '불안하다', '깨우다']"
20107,당뇨병을 앓고 있는데 합병증까지 걸려서 재정적으로 부담이 되어 속상해.,슬픔,"['당뇨병', '앓다', '있다', '합병증', '걸리다', '재정', '부담', '되어다', '속상하다']","['당뇨병', '앓다', '합병증', '걸리다', '재정', '부담', '속상하다']"
20108,친구가 선생님한테 예쁨 받는 게 질투 나고 미운 마음이 들어 당황스러워.,상처,"['친구', '선생님', '예쁘다', '받다', '게', '질투', '나다', '미우다', '마음', '들다', '당황', '스럽다']","['친구', '선생님', '예쁘다', '받다', '질투', '나다', '미우다', '마음', '들다', '당황', '스럽다']"
20109,내가 평판 관리를 하지 않았는데 이제 보니 좀 후회되네.,슬픔,"['내', '평판', '관리', '하다', '않다', '이제', '보다', '좀', '후회되다']","['평판', '관리', '않다', '이제', '보다', '후회되다']"
20110,둘 중 한 명이 일방적으로 희생하는 연애는 좀 아니지 않아?,불안,"['둘', '중', '하다', '명', '일방', '희생', '하다', '연애', '좀', '아니다', '않다']","['명', '일방', '희생', '연애', '아니다', '않다']"
20111,난 올케가 가끔 질투가 나더라.,상처,"['난', '올케', '가끔', '질투', '나다']","['올케', '가끔', '질투', '나다']"
20112,회사에 후배가 한 명 있는데 업무를 잘 이해 못 해. 가르칠 게 너무 많아.,분노,"['회사', '후배', '하다', '명', '있다', '업무', '자다', '이해', '못', '해', '가르치다', '게', '너무', '많다']","['회사', '후배', '명', '업무', '자다', '이해', '가르치다', '많다']"
20113,치매에 걸리기 전 자식들에게 재산을 모두 물려주고 나니 한결 편안해졌어.,기쁨,"['치매', '걸리다', '전', '자식', '재산', '모두', '물리다', '나니', '한결', '편안하다']","['치매', '걸리다', '자식', '재산', '물리다', '나니', '한결', '편안하다']"
20114,혀가 굳기 전에 장례 준비를 마쳐야 하는데 마음만 급하네.,불안,"['혀', '굳기', '전', '장례', '준비', '마치다', '하다', '마음', '급하다']","['혀', '굳기', '장례', '준비', '마치다', '마음', '급하다']"
20115,아버지를 간호하는데 아내도 병을 얻어서 힘들어. 어떻게 살아야 할지 막막해.,상처,"['아버지', '간호', '하다', '아내', '병', '얻다', '힘들다', '어떻다', '살다', '하다', '막막하다']","['아버지', '간호', '아내', '병', '얻다', '힘들다', '어떻다', '살다', '막막하다']"
20116,통장에 모아둔 돈이 별로 없어서 걱정이야. 뭐부터 어떻게 시작해야 할지.,슬픔,"['통장', '모으다', '두다', '돈', '별로', '없다', '걱정', '뭐', '어떻다', '시작', '하다', '하다']","['통장', '모으다', '두다', '돈', '별로', '걱정', '어떻다', '시작']"
20117,아내가 오늘부터 청소 일을 시작하는데 잘 하려나 모르겠어.,불안,"['아내', '오늘', '청소', '일', '시작', '하다', '자다', '하다', '모르다']","['아내', '오늘', '청소', '시작', '자다', '모르다']"
20118,공무원 시험 준비를 너무 오래 하고 있어. 부모님에게 손 벌리는 것도 이젠 죄송해.,당황,"['공무원', '시험', '준비', '너무', '오래', '하다', '있다', '부모님', '손', '벌리다', '것', '젠', '죄송하다']","['공무원', '시험', '준비', '오래', '부모님', '손', '벌리다', '젠', '죄송하다']"
