userName,date,rating,like,title,review,content
Kazahk,2022-07-18 08:23:25-07:00,3,0,편리한 계륵,"업데이트1) 청소기 충전완료 알림 끄기는 있었습니다.
티비는 마우스처럼 포인팅 할 수 있고 에어컨은 리모콘 없이 세부설정도 할 수 있어 편리하긴 한데 UI가 문제인지 뭔지.. 필터나 청소주기를 찾아들어가기 힘들고 청소기를 자주 쓰다보면 충전완료 알림만 하루에 네다섯개씩 쌓이네요. 뭔가 항목 하나하나 사용자가 preference를 바꿀 수 있으면 좋겠습니다","편리한 계륵 업데이트1) 청소기 충전완료 알림 끄기는 있었습니다.
티비는 마우스처럼 포인팅 할 수 있고 에어컨은 리모콘 없이 세부설정도 할 수 있어 편리하긴 한데 UI가 문제인지 뭔지.. 필터나 청소주기를 찾아들어가기 힘들고 청소기를 자주 쓰다보면 충전완료 알림만 하루에 네다섯개씩 쌓이네요. 뭔가 항목 하나하나 사용자가 preference를 바꿀 수 있으면 좋겠습니다"
HJK9260,2022-07-18 07:16:48-07:00,2,0,약관개정을 1년에 몇번을 하는거죠,너무 불편해요,약관개정을 1년에 몇번을 하는거죠 너무 불편해요
유진쟝,2022-07-17 02:36:51-07:00,5,0,역쉬LG 최고,최곱니다,역쉬LG 최고 최곱니다
남석현,2022-07-15 17:57:13-07:00,5,0,지려요,개맛집 ㄹㅇ,지려요 개맛집 ㄹㅇ
heycircle,2022-07-15 16:39:50-07:00,5,0,편리 그 자체,"디자인,직관성,편리함 등이 아주 나날이 발전하고있습니다 계속 성장해주세요~","편리 그 자체 디자인,직관성,편리함 등이 아주 나날이 발전하고있습니다 계속 성장해주세요~"
Aqune,2022-07-15 08:14:16-07:00,5,0,편리합니다~,유용하게 사용할수 있을것 같아요~,편리합니다~ 유용하게 사용할수 있을것 같아요~
아주동허니,2022-07-15 04:53:13-07:00,5,0,편리한 기능,좋아요,편리한 기능 좋아요
Annie;;,2022-07-15 04:38:45-07:00,1,0,인증메일 몇번을해봐도 안와요,답답하네요 인증메일이 안와서 못쓰고있어요,인증메일 몇번을해봐도 안와요 답답하네요 인증메일이 안와서 못쓰고있어요
orphelia1,2022-07-15 03:07:22-07:00,1,0,이걸 어떻게 써야하냐 아이폰은,연결이 안되는데 니들 lg폰 망했다고 이렇게 앱을 만들면 쓰냐,이걸 어떻게 써야하냐 아이폰은 연결이 안되는데 니들 lg폰 망했다고 이렇게 앱을 만들면 쓰냐
왷,2022-07-14 21:23:41-07:00,1,0,서버 도대체 언제 고쳐지는 거죠?,디도스 공격 받은 건가? 서버 정상화 너무 오래 걸리네요. 와이파이 연동이 너무 자주 끊기고 연결자체가 일주일 동안 안 되면 어떻게 합니까 ㅠ,서버 도대체 언제 고쳐지는 거죠? 디도스 공격 받은 건가? 서버 정상화 너무 오래 걸리네요. 와이파이 연동이 너무 자주 끊기고 연결자체가 일주일 동안 안 되면 어떻게 합니까 ㅠ
Atomic balloon,2022-07-14 18:10:30-07:00,5,0,사용 tip 알림 오는거 설정에 거부해도 계속 와요,"광고성이든 사용 tip이든 불필요한 알람오는거 싫어해서 꺼뒀는데도 계속 오네요. 
펫팸족 주목! <이런거 
왜 이런 쓸데없는 알람 계속 보네나요.","사용 tip 알림 오는거 설정에 거부해도 계속 와요 광고성이든 사용 tip이든 불필요한 알람오는거 싫어해서 꺼뒀는데도 계속 오네요. 
펫팸족 주목! <이런거 
왜 이런 쓸데없는 알람 계속 보네나요."
Ugly_llama,2022-07-13 21:17:29-07:00,5,0,좋아요,미리미리 에어컨 틀어놓기도 좋고 가끔씩 상태 확인할때도 좋아요,좋아요 미리미리 에어컨 틀어놓기도 좋고 가끔씩 상태 확인할때도 좋아요
미미짱50,2022-07-13 20:51:17-07:00,5,0,와우~ :),좋아용 짱짱,와우~ :) 좋아용 짱짱
노우노어오,2022-07-13 19:27:00-07:00,5,0,Good,이 기능은 매우 편리하며 특히 여름에 좋습니다,Good 이 기능은 매우 편리하며 특히 여름에 좋습니다
adonis3334,2022-07-13 17:03:16-07:00,5,0,알아서 잘해주네요,좋아요,알아서 잘해주네요 좋아요
immigration9,2022-07-13 11:38:57-07:00,2,0,백그라운드에서 돌아왔을 때 블랭크 현상,"안녕하세요, 앱 잘 사용하고 있습니다.
딱 하나 수정이 필요하다고 느끼는 부분이 있는데요,
백그라운드에서 다시 앱으로 돌아왔을 때 자주 흰 화면만 보이는 이슈가 있습니다. 
당연히 수정되면 좋겠지만, 시간 인력 관계상 어렵다면 최소한 일정 시간 후에 화면 재로딩하는 버튼이라도 추가가 되면 좋을듯합니다.
확인 부탁드립니다. 해당 이슈만 수정되면 별 5개로 다시 수정하겠습니다","백그라운드에서 돌아왔을 때 블랭크 현상 안녕하세요, 앱 잘 사용하고 있습니다.
딱 하나 수정이 필요하다고 느끼는 부분이 있는데요,
백그라운드에서 다시 앱으로 돌아왔을 때 자주 흰 화면만 보이는 이슈가 있습니다. 
당연히 수정되면 좋겠지만, 시간 인력 관계상 어렵다면 최소한 일정 시간 후에 화면 재로딩하는 버튼이라도 추가가 되면 좋을듯합니다.
확인 부탁드립니다. 해당 이슈만 수정되면 별 5개로 다시 수정하겠습니다"
프렌즈사천성987,2022-07-12 17:36:38-07:00,5,0,편해요,편해요,편해요 편해요
"너뭌ㅋㅋ좋아요&&@@:@,'ㅌ",2022-07-12 17:20:26-07:00,5,0,제발 좀 보세요..TV리모콘 모드가,"1.TV리모콘 모드를 와이파이 블루투스로 연결 하고 조작 한 뒤에 앱을 끄지않고 백그라운드로 나가면, 연결이 되지 않는 문제 
2.연결이 된 뒤 음량은 되는데 채널이 간헐적으로 안먹히는 문제

이 두가지가 제일 문제입니다 개선 안되요? 
와이파이 +블루투스 연결을 안정성 있게 해 놔야 앱 리모콘을 더욱 효과적으로 이용 할 수 있는건데 이 기본적인 것도 불규칙하고 불완성 적이면 어떻게 사용 하라는 건가요","제발 좀 보세요..TV리모콘 모드가 1.TV리모콘 모드를 와이파이 블루투스로 연결 하고 조작 한 뒤에 앱을 끄지않고 백그라운드로 나가면, 연결이 되지 않는 문제 
2.연결이 된 뒤 음량은 되는데 채널이 간헐적으로 안먹히는 문제

이 두가지가 제일 문제입니다 개선 안되요? 
와이파이 +블루투스 연결을 안정성 있게 해 놔야 앱 리모콘을 더욱 효과적으로 이용 할 수 있는건데 이 기본적인 것도 불규칙하고 불완성 적이면 어떻게 사용 하라는 건가요"
연동구리,2022-07-12 06:42:38-07:00,3,0,에어컨 온도 설정,너무 좋은데… 왜 에어컨 취침설정해놓고 자면 온도가 저절로 올라가나요..? 더워서 자다 깨서 봤더니 23도로 설정해놨던 온도가 27도로 올라가있더라구요….???????????????????????????????,에어컨 온도 설정 너무 좋은데… 왜 에어컨 취침설정해놓고 자면 온도가 저절로 올라가나요..? 더워서 자다 깨서 봤더니 23도로 설정해놨던 온도가 27도로 올라가있더라구요….???????????????????????????????
임ㅁㅅㅁㅁㅇ,2022-07-12 06:27:27-07:00,5,0,매우매우 신기해요!! 꼭 써보세요,연결하는것도 쉽고 신기하네요,매우매우 신기해요!! 꼭 써보세요 연결하는것도 쉽고 신기하네요
winneyi,2022-07-12 06:11:53-07:00,5,0,너무 편리합니다.,리모콘이 없어도. 휴대폰만 있음 ㅇ ㅓ ㅋ ㅔ ㅇ ㅣ. 너무 편해용!!,너무 편리합니다. 리모콘이 없어도. 휴대폰만 있음 ㅇ ㅓ ㅋ ㅔ ㅇ ㅣ. 너무 편해용!!
다다다다ㄸ,2022-07-12 05:22:13-07:00,1,0,앱 반응을 빠르게 할 수 없나요??,"켜지는건 빨라도 인식이 느리고 머 하나를 실행해도 한참있다 반응해요.
같은 와이파이내에선 서버를 거치지 않고 동작하게 할 순 없나요??","앱 반응을 빠르게 할 수 없나요?? 켜지는건 빨라도 인식이 느리고 머 하나를 실행해도 한참있다 반응해요.
같은 와이파이내에선 서버를 거치지 않고 동작하게 할 순 없나요??"
JC JUNG,2022-07-11 21:52:46-07:00,5,0,좋아요 관리하기 편하네요,LG제품들을 관리하기 편해요,좋아요 관리하기 편하네요 LG제품들을 관리하기 편해요
와이이에스이유엘,2022-07-11 17:51:13-07:00,1,0,아이폰,아이폰은 등록이 잘 안됩니다 안드로이드는 잘되는데,아이폰 아이폰은 등록이 잘 안됩니다 안드로이드는 잘되는데
투박투박이,2022-07-11 06:42:03-07:00,5,0,진짜 편해요,너무너무  편합니다 여름에 집 도착 전 에어컨 켜두면 천국이 따로없음,진짜 편해요 너무너무  편합니다 여름에 집 도착 전 에어컨 켜두면 천국이 따로없음
유감...,2022-07-11 02:19:30-07:00,1,0,개인정보 퍼가는 앱,"비싼 돈주고 스마트 제품사서 개인정보 다 바쳐가며 써야 하는 이유를 모르겠다. 가져가겠다는 이 많은 정보들이 에어컨 사용하고 무슨 상관인지. 기기 등록하는데 내 위치정보가 왜 그렇게 중요한지 내 위치정보 없이는 등록을 할 수 없다. LG는 개인정보 해킹 되었을 때 어떻게 책임을 질것인지 알고 싶다.
어쩔 수 없이 위치정보를 주고 기기등록을 하고 사용하려고 하는데 조그만 동그라미 속의 기기 아이콘만 계속 바뀌고 기기컨트롤을 할 수가 없다. 어쩌다 되다 안되다. 어플이 먹통이 된다. 소비자가 가장 원하는걸 할 수 있게 해주고 나서 개인정보를 가져가던 해야지 기본적인 원격 기기 조작을 할 수 없게 하면 어쩌란 말인지. “너 이래도 쓸래?”라고 묻는것 같다. 먹통되지 말고 폰으로 조작좀 하자고!","개인정보 퍼가는 앱 비싼 돈주고 스마트 제품사서 개인정보 다 바쳐가며 써야 하는 이유를 모르겠다. 가져가겠다는 이 많은 정보들이 에어컨 사용하고 무슨 상관인지. 기기 등록하는데 내 위치정보가 왜 그렇게 중요한지 내 위치정보 없이는 등록을 할 수 없다. LG는 개인정보 해킹 되었을 때 어떻게 책임을 질것인지 알고 싶다.
어쩔 수 없이 위치정보를 주고 기기등록을 하고 사용하려고 하는데 조그만 동그라미 속의 기기 아이콘만 계속 바뀌고 기기컨트롤을 할 수가 없다. 어쩌다 되다 안되다. 어플이 먹통이 된다. 소비자가 가장 원하는걸 할 수 있게 해주고 나서 개인정보를 가져가던 해야지 기본적인 원격 기기 조작을 할 수 없게 하면 어쩌란 말인지. “너 이래도 쓸래?”라고 묻는것 같다. 먹통되지 말고 폰으로 조작좀 하자고!"
kdj2370,2022-07-09 23:51:22-07:00,5,0,너무 편해요,엘지로 통일하네 너무 편해요,너무 편해요 엘지로 통일하네 너무 편해요
아니다아니,2022-07-09 07:49:15-07:00,1,0,최악입니다.,"어플 사용(에어컨 켬) -> 시간경과 후 어플사용하려 실행하면 백그라운드 아플 실행되고, 화면내 중앙에 동그란 아이콘만 바뀌면서 로딩처럼… 기다려도 버튼 터치로 넘어가지않음","최악입니다. 어플 사용(에어컨 켬) -> 시간경과 후 어플사용하려 실행하면 백그라운드 아플 실행되고, 화면내 중앙에 동그란 아이콘만 바뀌면서 로딩처럼… 기다려도 버튼 터치로 넘어가지않음"
Jacemelton,2022-07-09 07:42:47-07:00,5,0,좋아요,필요한 기능,좋아요 필요한 기능
한쓔리,2022-07-09 00:38:41-07:00,5,0,만족스럽게 사용중이에요!,만족스러워요!!,만족스럽게 사용중이에요! 만족스러워요!!
ppodung,2022-07-08 19:57:51-07:00,5,0,굳,아주저하요,굳 아주저하요
별난청년,2022-07-08 08:13:27-07:00,5,0,관리하기 편해요~,너무너무 좋습니다~,관리하기 편해요~ 너무너무 좋습니다~
깨갱순이,2022-07-08 05:25:31-07:00,5,0,너무편해요,"너무편합니다^^
냉장고 진단도 가능하고 야간에도 밝기조절강해서 너무좋아요","너무편해요 너무편합니다^^
냉장고 진단도 가능하고 야간에도 밝기조절강해서 너무좋아요"
오로구롱,2022-07-08 01:39:49-07:00,4,0,잘 사용중입니다,잘쓰고 있습니다,잘 사용중입니다 잘쓰고 있습니다
너머지며나파요,2022-07-07 00:41:19-07:00,1,0,사용 불가,"일단 앱 직관성이 너무 떨어집니다. 굉장히 지저분하고 힘들게 가전제품과 연결해도 오류가 나서 쓸 수가 없어요. 왜 LG 모바일 사업부가 타 기업들에 밀려 철수했는지 알거같아요. 가전제품은 잘 만들지만 앱 직관성과 호환성, 사용성은 최악이에요. 개성 바랍니다.","사용 불가 일단 앱 직관성이 너무 떨어집니다. 굉장히 지저분하고 힘들게 가전제품과 연결해도 오류가 나서 쓸 수가 없어요. 왜 LG 모바일 사업부가 타 기업들에 밀려 철수했는지 알거같아요. 가전제품은 잘 만들지만 앱 직관성과 호환성, 사용성은 최악이에요. 개성 바랍니다."
하하하다,2022-07-07 00:05:22-07:00,3,0,전에 되던 아이패드에서 안되더니 안드로이드에선,"인터넷연결 바뀌었는데
전에 잘되던 아이패드에선
업데이트해도, 앱지웠다깔아도 두어시간동안 별짓 다해도 앱에 제품연결안되더니
안드로이드폰 빌리니 새 네트워크 바로 설정할거냐 묻더니 제품 새로 바로 연결되었어요
아 내 시간...ㅜㅜ
스마트가 아니라 스트레스..","전에 되던 아이패드에서 안되더니 안드로이드에선 인터넷연결 바뀌었는데
전에 잘되던 아이패드에선
업데이트해도, 앱지웠다깔아도 두어시간동안 별짓 다해도 앱에 제품연결안되더니
안드로이드폰 빌리니 새 네트워크 바로 설정할거냐 묻더니 제품 새로 바로 연결되었어요
아 내 시간...ㅜㅜ
스마트가 아니라 스트레스.."
별해달1003,2022-07-06 23:14:01-07:00,5,0,핸드폰으로 원격으로 에어컨 킬수있은,여름에 외출나갔다 들어오기 5분전에 에어컨 풀파워 틀고 들어오면 천국임,핸드폰으로 원격으로 에어컨 킬수있은 여름에 외출나갔다 들어오기 5분전에 에어컨 풀파워 틀고 들어오면 천국임
내가 뭘 어쩌라고,2022-07-06 18:17:03-07:00,5,0,좋아요,모르고 있었는데 좋으네요,좋아요 모르고 있었는데 좋으네요
하얀나비1,2022-07-06 05:57:18-07:00,5,0,에어컨 진단,스마트진단 이상 없음 확인됐습니다.,에어컨 진단 스마트진단 이상 없음 확인됐습니다.
민다미,2022-07-06 02:15:20-07:00,5,0,좋아요,세계최고 시스템이에요,좋아요 세계최고 시스템이에요
돌도끼123,2022-07-05 06:57:43-07:00,5,0,일단 편하네요!,일단 편하네요!,일단 편하네요! 일단 편하네요!
타무린,2022-07-05 06:35:26-07:00,5,0,집안일이 너무 편해 졌어요,앱 하나로 완벽히 집안가전 제어되니 좋네요,집안일이 너무 편해 졌어요 앱 하나로 완벽히 집안가전 제어되니 좋네요
qhfla,2022-07-05 03:23:22-07:00,5,0,좋아요,좋아요근데 반응이 좀빠르게 개선되면 더 좋겟어요,좋아요 좋아요근데 반응이 좀빠르게 개선되면 더 좋겟어요
안준혁,2022-07-04 06:30:25-07:00,4,0,워치 앱으로 만들어주세요!!!,삼성 스마트 띵스는 워치에도 어플이 있는데.. 엘지 씽큐는 없네요…,워치 앱으로 만들어주세요!!! 삼성 스마트 띵스는 워치에도 어플이 있는데.. 엘지 씽큐는 없네요…
햇돌이,2022-07-04 05:20:19-07:00,5,0,굿,삶의 질이 달라졌어요.,굿 삶의 질이 달라졌어요.
ㅇㅇ222,2022-07-04 03:55:31-07:00,1,0,엘지가 답이다,노답 혹은 답답,엘지가 답이다 노답 혹은 답답
시시가미쿠로,2022-07-03 19:50:39-07:00,5,0,제발 정음모드 버튼 추가 해주세요,엘지 에어컨들 다 정음 버튼 있는데 항상 누르러 가야 되요 제발 추가 부탁드려요,제발 정음모드 버튼 추가 해주세요 엘지 에어컨들 다 정음 버튼 있는데 항상 누르러 가야 되요 제발 추가 부탁드려요
엘지사랑 나라사랑,2022-07-03 09:19:05-07:00,1,0,나라사랑 엘지사랑 어플 구려짐,"완충 상태에서 자고 일어나면 LG 땡큐 앱 때문에
배터리가 방전 됩니다.
백그라운드 사용으로 휴대폰이 꺼져 있어요 사용하는 기기는 에어컨 세대 스타일러스 TV 두대 공기청정기 냉장고 김치냉장고 워시타워로봇 청소기 식기세척기 모든 가전이 엘지입니다
며칠 전부터 배터리방전이 일어나고 있습니다 조속한 해결 부탁드립니다","나라사랑 엘지사랑 어플 구려짐 완충 상태에서 자고 일어나면 LG 땡큐 앱 때문에
배터리가 방전 됩니다.
백그라운드 사용으로 휴대폰이 꺼져 있어요 사용하는 기기는 에어컨 세대 스타일러스 TV 두대 공기청정기 냉장고 김치냉장고 워시타워로봇 청소기 식기세척기 모든 가전이 엘지입니다
며칠 전부터 배터리방전이 일어나고 있습니다 조속한 해결 부탁드립니다"
암거나하라고해,2022-07-03 07:26:16-07:00,1,0,업데이트 후 불편,"비활성화 했다가 다시 불러왔을 때 먹통돼서 다시 종료하고 켰어야하는 문제는 꾸준히 있어왔는데 이번에 업데이트 한답시고 UI 한번 갈더니 더 엉망됨
이제는 세탁기 메뉴에 들어갔다가 나와서 다시 세탁기 들어가면 무한 로딩이라 껐다 꺼야하고 버튼이 안 눌려서 헹굼 숫자도 조절할 수 없음
아니 그리고 애초에 울/섬세 세탁을 다운로드코스로만 가능하게 만들어 놓은 게 누구 머리에서 나온 생각인지 모르겠음. 앱 못 쓰는 사람들은 울세탁 못하나","업데이트 후 불편 비활성화 했다가 다시 불러왔을 때 먹통돼서 다시 종료하고 켰어야하는 문제는 꾸준히 있어왔는데 이번에 업데이트 한답시고 UI 한번 갈더니 더 엉망됨
이제는 세탁기 메뉴에 들어갔다가 나와서 다시 세탁기 들어가면 무한 로딩이라 껐다 꺼야하고 버튼이 안 눌려서 헹굼 숫자도 조절할 수 없음
아니 그리고 애초에 울/섬세 세탁을 다운로드코스로만 가능하게 만들어 놓은 게 누구 머리에서 나온 생각인지 모르겠음. 앱 못 쓰는 사람들은 울세탁 못하나"
시진핑핑이천안문혁명,2022-07-03 06:43:16-07:00,1,0,앱 개판,느리고 연결안되고,앱 개판 느리고 연결안되고
jjuny125,2022-07-03 06:35:02-07:00,5,0,Good!!,엘지 제품에 대한 원격제어 연결도 쉽고 제어도 잘 되네요!! 강력 추천합니다!!,Good!! 엘지 제품에 대한 원격제어 연결도 쉽고 제어도 잘 되네요!! 강력 추천합니다!!
d no odkdndbdb,2022-07-03 06:24:50-07:00,2,0,로딩,와이파이에서는 연결이 너무 안되고 데이터모드로만 해야 에어컨이 겨우 연결됨.. 하지만 그마저도 자주 끊기고 로딩시간이 너무 느려서 정말 쓰기가 불편해요. 어떻게 개선 좀 안되나요.. 심하네요,로딩 와이파이에서는 연결이 너무 안되고 데이터모드로만 해야 에어컨이 겨우 연결됨.. 하지만 그마저도 자주 끊기고 로딩시간이 너무 느려서 정말 쓰기가 불편해요. 어떻게 개선 좀 안되나요.. 심하네요
오마이갸르,2022-07-03 04:55:56-07:00,5,0,좋네요,에어컨 컨트롤 진단 모두좋네요..,좋네요 에어컨 컨트롤 진단 모두좋네요..
니기밍,2022-07-03 01:38:32-07:00,5,0,스마트하니 좋네오,스마트하니 좋네요 관리 받는거 같우,스마트하니 좋네오 스마트하니 좋네요 관리 받는거 같우
GeniusHJW,2022-07-03 00:58:11-07:00,5,0,스마트케어 굿,좋아요,스마트케어 굿 좋아요
모 ㅏ,2022-07-02 22:20:36-07:00,1,0,구글 스피커랑 연동성이 왜 이런가요,"구글 스피커에 연결하는게 무슨 도돌이표처럼 
구글어시스턴스에서 연결하기 누르면 띵큐 앱 켜지고 띵큐앱에서 연결하기 누르면 구글앱 켜지고
무한반복이네요. 뭐가 문제인건가요 도대체 다른 앱이랑 호환성이 이렇게 안좋아서 앱 쓰겠습니까?","구글 스피커랑 연동성이 왜 이런가요 구글 스피커에 연결하는게 무슨 도돌이표처럼 
구글어시스턴스에서 연결하기 누르면 띵큐 앱 켜지고 띵큐앱에서 연결하기 누르면 구글앱 켜지고
무한반복이네요. 뭐가 문제인건가요 도대체 다른 앱이랑 호환성이 이렇게 안좋아서 앱 쓰겠습니까?"
라벤킴,2022-07-02 21:12:24-07:00,5,0,앱을 꽤 오랜시간 써왔습니다,"오랜 시간 사용해 오면서 불편한 점, 개선 되었으면 하는 점들이 나날이 좋아지고 있습니다. 
앱 개발진이 얼마나 노력하고 있는지 앱을 사용할 때마다 느껴져 칭찬해 드리고 싶습니다.
앞으로도 업데이트를 통해서 앱이 더 나이지는 모습을 보여 주시면 좋겠습니다. 감사합니다.","앱을 꽤 오랜시간 써왔습니다 오랜 시간 사용해 오면서 불편한 점, 개선 되었으면 하는 점들이 나날이 좋아지고 있습니다. 
앱 개발진이 얼마나 노력하고 있는지 앱을 사용할 때마다 느껴져 칭찬해 드리고 싶습니다.
앞으로도 업데이트를 통해서 앱이 더 나이지는 모습을 보여 주시면 좋겠습니다. 감사합니다."
kmanto213,2022-07-02 19:19:58-07:00,5,0,오류,다른 앱 실행하다 다시 이 앱을 실행하면 기존 화면에서 무한 멈춤.. 다시 종료 후 실행해야해요,오류 다른 앱 실행하다 다시 이 앱을 실행하면 기존 화면에서 무한 멈춤.. 다시 종료 후 실행해야해요
장노이삼,2022-07-02 16:23:07-07:00,1,0,쓰레기앱,….,쓰레기앱 ….
10일 선고 환영,2022-07-02 14:57:59-07:00,5,0,편리해요,집안의 거의 모든 가전을 앱으로 관리하니 그렇게 편할 수가 없네요. 특히 공기청정기와 외부 공기질과 비교할 수 있어서 무척 도움이 됩니다. 세탁기 사용은 말할 것도 없고요.,편리해요 집안의 거의 모든 가전을 앱으로 관리하니 그렇게 편할 수가 없네요. 특히 공기청정기와 외부 공기질과 비교할 수 있어서 무척 도움이 됩니다. 세탁기 사용은 말할 것도 없고요.
김녕군,2022-07-02 08:50:39-07:00,5,0,김녕군,조아요,김녕군 조아요
범2다,2022-07-02 04:54:00-07:00,5,0,최고,최고요,최고 최고요
