,Text,Label,text_tokenized,text_tokenized2
30010,매번 동료가 자기 일을 제대로 하지 않아.,분노,"['매번', '동료', '자기', '일', '제대로', '하다', '않다']","['동료', '제대로', '않다']"
30011,이제 다른 구단으로 이적이 가능한 시기인데 나에게는 아무도 러브콜을 보내지 않네.,불안,"['이제', '다른', '구단', '이적', '가능하다', '시기', '나', '아무', '러브콜', '보내다', '않다']","['이제', '구단', '이적', '가능하다', '시기', '아무', '러브콜', '보내다', '않다']"
30012,은퇴를 하고 뭐를 해야 할지 혼란스럽네.,불안,"['은퇴', '하다', '뭐', '하다', '하다', '혼란', '스럽다']","['은퇴', '혼란', '스럽다']"
30013,회의시간에 나의 직급이 낮아서 그런지 의견을 무시하는 경향이 있어서 의견을 제시하는 것이 힘들어.,불안,"['회의', '시간', '나', '직급', '낮다', '그렇다', '의견', '무시', '하다', '경향', '있다', '의견', '제시', '하다', '것', '힘들다']","['회의', '직급', '낮다', '그렇다', '의견', '무시', '경향', '의견', '제시', '힘들다']"
30014,내 딸이 건강 검진에서 나와 관계있는 유전병이 없다고 확인받아서 기분이 좋네.,기쁨,"['내', '딸', '건강', '검진', '나오다', '관계', '있다', '유전병', '없다', '확인', '받다', '기분', '좋다']","['딸', '건강', '검진', '나오다', '관계', '유전병', '확인', '받다', '기분', '좋다']"
30015,간경변증에 차도가 없어서 술을 마시지 말라는 말을 들었어.,슬픔,"['간경변증', '차도', '없다', '술', '말다', '말', '말', '들다']","['간경변증', '차도', '술', '말다', '말', '말', '들다']"
30016,체중 때문에 식단조절 중인데 마음대로 먹질 못하니 성격이 예민해져.,불안,"['체중', '때문', '식단', '조절', '중', '마음대로', '먹다', '하다', '성격', '예민하다']","['체중', '때문', '식단', '조절', '먹다', '성격', '예민하다']"
30017,친한 친구가 돈을 빌려달라고 해서 당혹스러워. 한 번도 그런 적이 없었거든.,불안,"['친하다', '친구', '돈', '빌리다', '달라', '하다', '당혹스럽다', '하다', '번', '그렇다', '적', '없다']","['친하다', '친구', '돈', '빌리다', '달라', '당혹스럽다', '그렇다']"
30018,남이 잘되는 것에 축하보다는 질투하게 되는 거 같아.,상처,"['남', '되다', '것', '축하', '질투', '하다', '되다', '거', '같다']","['남', '축하', '질투']"
30019,팀장님이 빨리 내라고 엄청 재촉했어. 짜증 나서 대충 작성해서 제출해버렸어.,분노,"['팀', '장님', '빨리', '내', '엄청', '재촉', '하다', '짜증', '나서다', '대충', '작성', '하다', '제출', '하다', '버리다']","['팀', '장님', '빨리', '엄청', '재촉', '짜증', '나서다', '대충', '작성', '제출', '버리다']"
30020,코로나 때문에 결혼식이 미뤄져서 너무 화가 나.,분노,"['코로나', '때문', '결혼식', '미루다', '너무', '화가', '나']","['코로나', '때문', '결혼식', '미루다', '화가']"
30021,상사가 직장 동료가 나보다 일을 잘한다고 자주 비교를 해. 너무 짜증 나.,분노,"['상사', '직장', '동료', '나', '일', '하다', '자주', '비교', '해', '너무', '짜증', '나']","['상사', '직장', '동료', '자주', '비교', '짜증']"
30022,다음 달에 우리 식당이 영업을 개시해. 그런데 아직 가야 할 길이 먼 것 같아서 불안해.,불안,"['다음', '달', '우리', '식당', '영업', '개시', '하다', '아직', '가야', '하다', '길이', '멀다', '것', '같다', '불안하다']","['달', '식당', '영업', '개시', '아직', '가야', '길이', '멀다', '불안하다']"
30023,곧 결혼을 앞두고 있는데 친구가 나에 대한 악의적인 소문을 낸 걸 알게 되었어.,분노,"['곧', '결혼', '앞두다', '있다', '친구', '나', '대한', '악의', '소문', '내다', '걸', '알', '되어다']","['결혼', '앞두다', '친구', '대한', '악의', '소문', '내다', '알']"
30024,개업할 때 요즘 사람들에 맞게 인테리어를 했다고 생각했는데 젊은 사람들이 촌스럽대.,상처,"['개업', '하다', '때', '요즘', '사람', '맞다', '인테리어', '하다', '생각', '하다', '젊다', '사람', '촌스럽다']","['개업', '요즘', '사람', '맞다', '인테리어', '생각', '젊다', '사람', '촌스럽다']"
30025,와이프가 연애할 땐 안 그랬는데 결혼하니 영 아저씨처럼 행동해.,분노,"['와이프', '연애', '하다', '땐', '안', '결혼', '하다', '영', '아저씨', '행동', '하다']","['와이프', '연애', '결혼', '아저씨', '행동']"
30026,이십 킬로나 빼라니 말이 돼? 너무 충격적이야.,상처,"['이십', '킬로나', '빼', '말', '돼다', '너무', '충격']","['이십', '킬로나', '빼', '말', '충격']"
30027,오랜만에 외식을 하지만 또 싸울 거야. 짜증나.,불안,"['만', '외식', '또', '싸우다', '짜증나다']","['외식', '싸우다', '짜증나다']"
30028,우리 부서원이 큰 사고를 냈어!,분노,"['우리', '부서', '크다', '사고', '내다']","['부서', '크다', '사고', '내다']"
30029,친구가 이혼을 했다고 그러더라고. 얼마나 충격이던지.,상처,"['친구', '이혼', '하다', '러더', '얼마나', '충격', '지다']","['친구', '이혼', '러더', '충격', '지다']"
30030,친구가 방금 날 어깨로 밀고 지나가서 무시당한 것 같아 기분이 나빠.,슬픔,"['친구', '방금', '날', '어깨', '밀고', '지나가다', '무시', '것', '같다', '기분', '나쁘다']","['친구', '방금', '어깨', '밀고', '지나가다', '무시', '기분', '나쁘다']"
30031,허리가 아파서 매일 보조 장치를 끌고 다녀야 하는 게 불편해.,슬픔,"['허리', '아프다', '매일', '보조', '장치', '끌', '다니다', '하다', '게', '불편하다']","['허리', '아프다', '매일', '보조', '장치', '다니다', '불편하다']"
30032,오늘 친구와 크게 다퉜는데 생각해보면 내가 잘못한 것 같아 사과하고 싶어.,슬픔,"['오늘', '친구', '크게', '다투다', '생각', '해보다', '내', '잘못', '것', '같다', '사과', '싶다']","['오늘', '친구', '크게', '다투다', '생각', '해보다', '잘못', '사과', '싶다']"
30033,나는 취업을 한다고 하는데 다른 사람들이 알아주지 않아서 너무 노여워.,분노,"['나', '취업', '하다', '하다', '다른', '사람', '알아주다', '않다', '너무', '노', '워']","['취업', '사람', '알아주다', '않다', '노', '워']"
30034,갈수록 체력이 떨어져서 불안한 마음이 들어.,불안,"['갈수록', '체력', '떨어지다', '불안하다', '마음', '들다']","['갈수록', '체력', '떨어지다', '불안하다', '마음', '들다']"
30035,나 오래 연애하던 여자친구와 헤어졌어. 버려진 기분이 들어서 슬퍼.,상처,"['나', '오래', '연애', '하다', '여자친구', '헤어지다', '버려진', '기분', '들어서다', '슬프다']","['오래', '연애', '여자친구', '헤어지다', '버려진', '기분', '들어서다', '슬프다']"
30036,자식 유학 보내고 혼자 산 지가 오 년인데 전화도 안 와. 난 돈만 벌어서 부치는 사람인가 싶어 씁쓸하네.,상처,"['자식', '유학', '보내다', '혼자', '산', '지다', '오', '년', '전화', '안', '오다', '난', '돈', '벌다', '부치다', '사람', '싶다', '씁쓸하다']","['자식', '유학', '보내다', '산', '지다', '전화', '오다', '돈', '벌다', '부치다', '사람', '싶다', '씁쓸하다']"
30037,남편하고 술 때문에 싸웠어.,상처,"['남편', '술', '때문', '싸우다']","['남편', '술', '때문', '싸우다']"
30038,내가 오늘 현재 재정으로 노후 설계를 받았는데 아주 마음에 들어서 기뻐.,기쁨,"['내', '오늘', '현재', '재정', '노후', '설계', '받다', '아주', '마음', '들어서다', '기쁘다']","['오늘', '현재', '재정', '노후', '설계', '받다', '아주', '마음', '들어서다', '기쁘다']"
30039,이번에도 월세를 못 내면 쫓겨날 것 같아서 너무 불안해.,불안,"['이번', '월세', '못', '내면', '쫓겨나다', '것', '같다', '너무', '불안하다']","['월세', '내면', '쫓겨나다', '불안하다']"
30040,친구가 나한테 잘못해서 먼저 사과하는데도 받아주기가 싫어.,분노,"['친구', '나', '잘못', '하다', '먼저', '사과', '하다', '받다', '주기', '싫다']","['친구', '잘못', '먼저', '사과', '받다', '주기', '싫다']"
30041,이번에 건강검진을 받았는데 설명해 주는 의사의 태도가 영 마음에 들지 않아.,상처,"['이번', '건강검진', '받다', '설명', '하다', '주다', '의사', '태도', '영', '마음', '들다', '않다']","['건강검진', '받다', '설명', '주다', '의사', '태도', '마음', '들다', '않다']"
30042,남자친구가 바람피고 있다는 소문이 돌았는데 사실이 아닌 걸 오늘 알게 되었어. 다행이야.,기쁨,"['남자친구', '바람', '피고', '있다', '소문', '돌다', '사실', '아니다', '걸', '오늘', '알', '되어다', '다행']","['남자친구', '바람', '피고', '소문', '돌다', '사실', '아니다', '오늘', '알', '다행']"
30043,물가는 점점 오르고 월급은 그대로라 생활비가 턱없이 부족해.,슬픔,"['물가', '점점', '오르다', '월급', '그대로', '생활비', '턱', '없이', '부족하다']","['물가', '점점', '월급', '그대로', '생활비', '턱', '없이', '부족하다']"
30044,나랑 이혼 후 친구로 지내는 아내가 결혼을 한다네.,불안,"['나', '이혼', '후', '친구', '지내다', '아내', '결혼', '하다']","['이혼', '친구', '지내다', '아내', '결혼']"
30045,아빠는 내가 공무원이 되길 원하고 내 꿈은 알려고 하지도 않아.,슬픔,"['아빠', '내', '공무원', '되다', '원하다', '내', '꿈', '알다', '하다', '않다']","['아빠', '공무원', '원하다', '꿈', '알다', '않다']"
30046,이제 곧 서른인데 나는 아직 모아둔 돈도 없고 결혼 생각도 없는데 부모님은 내가 하루빨리 장가가기를 원하셔. ,불안,"['이제', '곧', '서른', '나', '아직', '모으다', '두다', '돈', '없다', '결혼', '생각', '없다', '부모님', '내', '하루빨리', '장가', '가기', '원하다']","['이제', '서른', '아직', '모으다', '두다', '돈', '결혼', '생각', '부모님', '하루빨리', '장가', '가기', '원하다']"
30047,지금까지 사이가 좋았던 친구가 점점 나한테 차갑게 대하기 시작했어.,당황,"['지금', '사이', '좋다', '친구', '점점', '나', '차갑다', '대하', '기', '시작', '하다']","['지금', '사이', '좋다', '친구', '점점', '차갑다', '대하', '시작']"
30048,주변 사람들은 이미 노후계획을 다 세웠다고 하는데. 난 왜 아직 돈이 없을까?,상처,"['주변', '사람', '이미', '노후', '계획', '다', '세우다', '하다', '난', '왜', '아직', '돈', '없다']","['주변', '사람', '이미', '노후', '계획', '세우다', '아직', '돈']"
30049,오늘 병원에 갔는데 췌장암이라네. 당황스럽고 믿기질 않아.,상처,"['오늘', '병원', '가다', '췌장암', '당황', '스럽다', '믿다', '않다']","['오늘', '병원', '가다', '췌장암', '당황', '스럽다', '믿다', '않다']"
30050,나는 너무 무르고 약해.,불안,"['나', '너무', '무르', '약하다']","['무르', '약하다']"
30051,친구가 택시 타다 죽었어. 다 내 책임이야.,당황,"['친구', '택시', '타다', '죽다', '다', '내', '책임']","['친구', '택시', '죽다', '책임']"
30052,어렸을 때는 건강하고 가진 것도 많아서 모두들 나를 부러워했었는데 말이야.,불안,"['어리다', '때', '건강하다', '가지다', '것', '많다', '모두', '나르다', '부러워하다', '말']","['어리다', '건강하다', '가지다', '많다', '나르다', '부러워하다', '말']"
30053,주변에서 자꾸 연애는 언제 하냐고 해서 너무 스트레스받아.,불안,"['주변', '자꾸', '연애', '언제', '하다', '하다', '너무', '스트레스', '받다']","['주변', '자꾸', '연애', '스트레스', '받다']"
30054,요즘 내 감정을 조절하지 못하고 내 몸 상태도 잘 따라주지 않아. 관리에 소홀했던 내가 한심해.,당황,"['요즘', '내', '감정', '조절', '하다', '못', '내', '몸', '상태', '자다', '따르다', '않다', '관리', '소홀하다', '내', '한심하다']","['요즘', '감정', '조절', '몸', '상태', '자다', '따르다', '않다', '관리', '소홀하다', '한심하다']"
30055,주말에 등산을 하다 부상을 당했는데 예전처럼 빨리 회복이 되질 않아서 당황했어.,당황,"['주말', '등산', '하다', '부상', '당하다', '예전', '빨리', '회복', '되다', '않다', '당황', '하다']","['주말', '등산', '부상', '당하다', '예전', '빨리', '회복', '않다', '당황']"
30056,농사를 했는데 마늘이 잘 자랐어.,기쁨,"['농사', '하다', '마늘', '자다', '자르다']","['농사', '마늘', '자다', '자르다']"
30057,면접에서 떨어졌는데 면접관의 말이 아직도 거슬려.,분노,"['면접', '떨어지다', '면접', '관', '말', '아직도', '거슬리다']","['면접', '떨어지다', '면접', '관', '말', '아직도', '거슬리다']"
30058,아들이 내 건강도 신경을 안써서 노여운 기분이 들어.,분노,"['아들', '내', '건강', '신경', '써다', '노', '여운', '기분', '들다']","['아들', '건강', '신경', '써다', '노', '여운', '기분', '들다']"
30059,취업할 때 신중하게 생각할 걸 그랬어. 지금 직장이 마음에 안 들어.,슬픔,"['취업', '하다', '때', '신중하다', '생각', '하다', '걸', '그렇다', '지금', '직장', '마음', '안', '들다']","['취업', '신중하다', '생각', '그렇다', '지금', '직장', '마음', '들다']"
30060,나는 이렇게 순수한 사람들은 처음 봤어. 이 동네 사람들과 평생 화목하게 지내고 싶어.,기쁨,"['나', '이렇게', '순수하다', '사람', '처음', '보다', '이', '동네', '사람', '평생', '화목', '하다', '지내다', '싶다']","['이렇게', '순수하다', '사람', '처음', '보다', '동네', '사람', '평생', '화목', '지내다', '싶다']"
30061,이제 환갑인데 몸은 아프고 기력도 없고 남들은 건강한데 나만 왜 이런건지 모르겠어.,분노,"['이제', '환갑', '몸', '아프다', '기력', '없다', '남', '건강하다', '나', '왜', '건', '모르다']","['이제', '환갑', '몸', '아프다', '기력', '남', '건강하다', '모르다']"
30062,집사람이 나를 자꾸 무시해.,당황,"['집사람', '나르다', '자꾸', '무시', '하다']","['집사람', '나르다', '자꾸', '무시']"
30063,이번에 새로 온 팀장님이 날 너무 싫어해서 큰일이야.,상처,"['이번', '새롭다', '온', '팀', '장님', '날', '너무', '싫어하다', '큰일']","['새롭다', '팀', '장님', '싫어하다', '큰일']"
30064,주변 사람들이 나보고 무능하다고 말해서 씁쓸해.,슬픔,"['주변', '사람', '나', '보고', '무능하다', '말', '하다', '씁쓸하다']","['주변', '사람', '보고', '무능하다', '말', '씁쓸하다']"
30065,나이가 드니 업무 감각이 둔해지나 봐. 오늘 상사한테 혼났어.,슬픔,"['나이', '드니', '업무', '감각', '둔하다', '보다', '오늘', '상사', '혼나다']","['나이', '드니', '업무', '감각', '둔하다', '보다', '오늘', '상사', '혼나다']"
30066,떨리는 손으로 손자의 손을 잡았는데 당황해 보여서 조용히 손을 놓아주었어.,당황,"['떨리다', '손', '손자', '손', '잡다', '당황', '하다', '보', '조용하다', '손', '놓다']","['떨리다', '손', '손자', '손', '잡다', '당황', '보', '조용하다', '손', '놓다']"
30067,우리 둘 다 등산을 좋아해서 주말마다 아내랑 산에 다니는 것이 너무 만족스러워.,기쁨,"['우리', '둘', '다', '등산', '좋아하다', '주말', '아내', '산', '다니다', '것', '너무', '만족스럽다']","['등산', '좋아하다', '주말', '아내', '산', '다니다', '만족스럽다']"
30068,남편이 비상금을 나 몰래 만들어 놓은 게 짜증이 나.,분노,"['남편', '비상', '금', '나', '몰래', '만들다', '놓다', '게', '짜증', '나']","['남편', '비상', '금', '몰래', '만들다', '놓다', '짜증']"
30069,오늘 아내랑 이혼했어.,상처,"['오늘', '아내', '이혼', '하다']","['오늘', '아내', '이혼']"
30070,생각지도 못한 세쌍둥이라니 기쁘기도 하지만 당혹스럽네.,불안,"['생각', '지도', '못', '쌍둥이', '기쁘다', '기도', '당혹스럽다']","['생각', '지도', '쌍둥이', '기쁘다', '기도', '당혹스럽다']"
30071,신입들이 결재를 올릴 때 인사말도 없이 하고 싶은 말만 하고 보내서 황당하고 어이없어.,분노,"['신입', '결재', '올리다', '때', '인사말', '없이', '하다', '싶다', '말', '하다', '보내다', '황당하다', '어이없다']","['신입', '결재', '올리다', '인사말', '없이', '싶다', '말', '보내다', '황당하다', '어이없다']"
30072,나이가 들면서 사람들과의 연락이 뜸해지고 고립된 기분이야.,상처,"['나이', '들다', '사람', '연락', '뜸', '하다', '고립', '되다', '기분']","['나이', '들다', '사람', '연락', '뜸', '고립', '기분']"
30073,요즘에 머리가 너무 아파서 걱정이야.,불안,"['요즘', '머리', '너무', '아프다', '걱정']","['요즘', '머리', '아프다', '걱정']"
30074,결혼하면 외롭지 않고 행복하게 살줄 알았는데 그렇게 생각했던 내가 어리석었어.,당황,"['결혼', '하다', '외롭다', '않다', '행복하다', '살다', '알다', '그렇게', '생각', '하다', '내', '어리석다']","['결혼', '외롭다', '않다', '행복하다', '살다', '알다', '그렇게', '생각', '어리석다']"
30075,나는 주로 방송을 통해서 세상 돌아가는 일을 알 수 있거든.,분노,"['나', '주로', '방송', '통해', '세상', '돌아가다', '일', '알', '수', '있다']","['주로', '방송', '통해', '세상', '돌아가다', '알']"
30076,아내가 곧 깨어날 거라는 의사의 말을 믿었지만 그렇지 않았어. 의사한테 배신당한 기분이야.,상처,"['아내', '곧', '깨어나다', '거', '의사', '말', '믿다', '그렇다', '않다', '의사', '배신', '기분']","['아내', '깨어나다', '의사', '말', '믿다', '그렇다', '않다', '의사', '배신', '기분']"
30077,날씨가 너무 안 좋았는데 신혼여행 간 언니가 잘 도착했다는 연락이 왔어. 다행이야.,기쁨,"['날씨', '너무', '안', '좋다', '신혼여행', '간', '언니', '자다', '도착', '하다', '연락', '오다', '다행']","['날씨', '좋다', '신혼여행', '간', '언니', '자다', '도착', '연락', '오다', '다행']"
30078,직장에서 친구가 없어서 너무 외로워.,당황,"['직장', '친구', '없다', '너무', '외로워']","['직장', '친구', '외로워']"
30079,오늘 학교를 다녀온 우리 아이에게 잘 다녀왔냐고 물어봤지만 대답을 하지 않아서 마음이 안 좋아.,상처,"['오늘', '학교', '다녀오다', '우리', '아이', '자다', '다녀오다', '물어보다', '대답', '하다', '않다', '마음', '안', '좋다']","['오늘', '학교', '다녀오다', '자다', '다녀오다', '물어보다', '대답', '않다', '마음', '좋다']"
30080,회사 면접장에 아는 동생이 있어서 무척 당황했어.,당황,"['회사', '면접', '알다', '동생', '있다', '무척', '당황', '하다']","['회사', '면접', '알다', '동생', '무척', '당황']"
30081,폐업신고를 해야 하는데 남편이 모두 나에게 떠넘겨서 짜증나 죽겠네.,분노,"['폐업', '신고', '하다', '하다', '남편', '모두', '나', '뜨다', '넘기다', '짜증나다', '죽겠네']","['폐업', '신고', '남편', '뜨다', '넘기다', '짜증나다', '죽겠네']"
30082,나 결혼을 하고 노력하는데도 임신이 안 돼서 정말 화가나!,분노,"['나', '결혼', '하다', '노력', '하다', '임신', '안', '돼다', '정말', '화가']","['결혼', '노력', '임신', '정말', '화가']"
30083,일 끝내고 피곤해서 쉬려고 하는데 여자친구가 놀아달라고 해서 힘들어.,불안,"['일', '끝내다', '피곤하다', '쉬다', '하다', '여자친구', '놀다', '달라', '하다', '힘들다']","['끝내다', '피곤하다', '쉬다', '여자친구', '놀다', '달라', '힘들다']"
30084,부모님이 나보고 독립하라셔.,당황,"['부모님', '나', '보고', '독립', '셔']","['부모님', '보고', '독립', '셔']"
30085,은퇴까지 시간이 아직 남았는데 자꾸 눈치를 줘.,분노,"['은퇴', '시간', '아직', '남다', '자꾸', '눈치', '주다']","['은퇴', '아직', '남다', '자꾸', '눈치', '주다']"
30086,친구랑 싸웠는데 그 자리에서 너무 서운해서 울었어. ,슬픔,"['친구', '싸우다', '그', '자리', '너무', '서운하다', '울다']","['친구', '싸우다', '자리', '서운하다', '울다']"
30087,오랜만에 자식들이 놀러 왔는데도 귀가 어두워서 같이 있지만 혼자 떨어진 것 같아.,당황,"['만', '자식', '놀다', '오다', '귀가', '어둡다', '같이', '있다', '혼자', '떨어지다', '것', '같다']","['자식', '놀다', '오다', '귀가', '어둡다', '떨어지다']"
30088,내가 직장에서 따돌림 받는 이유가 성소수자라는 이유였다니 슬픈 마음뿐이야.,슬픔,"['내', '직장', '따돌림', '받다', '이유', '성소수자', '이유', '이다', '슬프다', '마음']","['직장', '따돌림', '받다', '이유', '성소수자', '이유', '슬프다', '마음']"
30089,취업을 못하는 아들 때문에 너무 속상해.,슬픔,"['취업', '하다', '아들', '때문', '너무', '속상하다']","['취업', '아들', '때문', '속상하다']"
30090,지금 육아휴직으로 쉬고 있는데 남편이 일을 마치고 오면 집안일을 다 해줘서 참 편해,기쁨,"['지금', '육아휴직', '쉬', '있다', '남편', '일', '마치', '오다', '집안일', '다', '해주다', '차다', '편하다']","['지금', '육아휴직', '쉬', '남편', '오다', '집안일', '차다', '편하다']"
30091,아이를 낳기 원하는데 양육비 걱정에 피임을 하고 있는 중이야.,상처,"['아이', '낳다', '원하다', '양육비', '걱정', '피임', '하다', '있다', '중이']","['낳다', '원하다', '양육비', '걱정', '피임', '중이']"
30092,죄책감이 많이 들어서 힘들어.,당황,"['죄책감', '많이', '들어서다', '힘들다']","['죄책감', '많이', '들어서다', '힘들다']"
30093,유학 간다고 부모님께 말씀 드렸는데 조금 더 생각해보라며 침착하게 반응해주셔서 기뻤어.,기쁨,"['유학', '간다', '부모님', '말씀', '드리다', '조금', '더', '생각', '해보다', '침착하다', '반응', '해주다', '기쁘다']","['유학', '간다', '부모님', '말씀', '드리다', '생각', '해보다', '침착하다', '반응', '기쁘다']"
30094,친구가 물건을 훔치는 걸 봤는데 어찌해야 할지 고민이야.,당황,"['친구', '물건', '훔치다', '걸', '보다', '어찌', '하다', '하다', '고민']","['친구', '물건', '훔치다', '보다', '고민']"
30095,갱년기 우울증도 아내와 같이 노력한 덕분에 지금 많이 좋아져서 기뻐.,기쁨,"['갱년기', '우울증', '아내', '같이', '노력', '덕분', '지금', '많이', '좋아지다', '기쁘다']","['갱년기', '우울증', '아내', '노력', '덕분', '지금', '많이', '좋아지다', '기쁘다']"
30096,아빠한테 치킨을 먹고 싶다고 했더니 곧장 사 오셨어. 내 말을 기억해 준 아빠한테 고마워.,기쁨,"['아빠', '치킨', '먹다', '싶다', '하다', '곧장', '사', '오다', '내', '말', '기억', '하다', '준', '아빠', '고맙다']","['아빠', '치킨', '먹다', '싶다', '곧장', '오다', '말', '기억', '준', '아빠', '고맙다']"
30097,집에 있으면 너무 답답해.,상처,"['집', '있다', '너무', '답답하다']","['집', '답답하다']"
30098,수능이 일 년도 안 남았는데 점수가 아직도 너무 부족해. 불안해서 밤에 잠이 오질 않아.,불안,"['수능', '일', '년도', '안', '남다', '점수', '아직도', '너무', '부족하다', '불안하다', '밤', '잠', '오다', '않다']","['수능', '년도', '남다', '점수', '아직도', '부족하다', '불안하다', '밤', '잠', '오다', '않다']"
30099,신입사원이 큰 사고를 쳤는데 아무 말도 안하고 있었어. 또 숨긴 게 있을지 불안해.,불안,"['신입사원', '크다', '사고', '치다', '아무', '말', '안', '있다', '또', '숨다', '게', '있다', '불안하다']","['신입사원', '크다', '사고', '치다', '아무', '말', '숨다', '불안하다']"
30100,곗돈 관리하던 친구가 몰래 도망을 가서 요즘 화가 치밀어서 잠도 잘 못 자.,분노,"['곗돈', '관리', '하다', '친구', '몰래', '도망', '가다', '요즘', '화가', '치밀다', '잠도', '자다', '못', '자']","['곗돈', '관리', '친구', '몰래', '도망', '가다', '요즘', '화가', '치밀다', '잠도', '자다']"
30101,그 노인네가 자신이 아픈 것이 내 잘못이라고 소리치더라고. 너무 속상했어.,상처,"['그', '노인', '자신', '아프다', '것', '내', '잘못', '소리치다', '더', '너무', '속상하다']","['노인', '아프다', '잘못', '소리치다', '속상하다']"
30102,친구들이 나를 너무 괴롭혀!,분노,"['친구', '나르다', '너무', '괴롭히다']","['친구', '나르다', '괴롭히다']"
30103,인사부에 아는 친구를 우연히 만나서 점심을 같이 먹었는데 내가 인사 고과가 높아서 다음에 승진될 거래!,기쁨,"['인사', '부', '알다', '친구', '우연히', '만나다', '점심', '같이', '먹다', '내', '인사', '고과', '높다', '다음', '승진', '되다', '거래']","['인사', '부', '알다', '친구', '우연히', '만나다', '점심', '먹다', '인사', '고과', '높다', '승진', '거래']"
30104,나를 항상 챙겨주던 손녀가 병으로 떠났어.,슬픔,"['나르다', '항상', '챙기다', '손녀', '병', '떠나다']","['나르다', '항상', '챙기다', '손녀', '병', '떠나다']"
30105,언제까지 취업 준비를 해야 하는지 정말 토할 것 같아.,분노,"['언제', '취업', '준비', '하다', '하다', '정말', '토', '하다', '것', '같다']","['취업', '준비', '정말', '토']"
30106,애인의 친구들의 연인들에 비해 나는 멋지지 않은 사람 같아.,불안,"['애인', '친구', '연인', '비다', '나', '멋지다', '않다', '사람', '같다']","['애인', '친구', '연인', '비다', '멋지다', '않다', '사람']"
30107,나는 만성질환을 앓고 있어.,기쁨,"['나', '질환', '앓다', '있다']","['질환', '앓다']"
30108,새로운 업무를 받았는데 안 해본 일이라 어떻게 해야 할지 모르겠어.,불안,"['새롭다', '업무', '받다', '안', '해보다', '일이', '어떻다', '하다', '하다', '모르다']","['새롭다', '업무', '받다', '해보다', '일이', '어떻다', '모르다']"
30109,직장이 경제적으로 불안정해서 월급도 제때 안 주네.,상처,"['직장', '경제', '불안정하다', '월급', '제때', '안', '주네']","['직장', '경제', '불안정하다', '월급', '제때', '주네']"
