userName,date,rating,like,title,review,content,content_n,cotent_n_spell
꿀ㄹ딱끼리,2022-07-21 08:51:35-07:00,5,0,조아요,Iot시대!,조아요 Iot시대!,"['좋다', 'Iot', '시대']",['좋아요 Iot 시대']
joylee3000,2022-07-20 16:28:14-07:00,5,0,스마트진단,"진단기능이 있어 중간점검할 수 있어서
참 좋습니다","스마트진단 진단기능이 있어 중간점검할 수 있어서
참 좋습니다","['스마트', '진단', '진단', '기능', '중간', '점검', '차다', '좋다']",['스마트 진단 진단 기능이 있어 중간 점검할 수 있어서 참 좋습니다']
아들둘셋,2022-07-20 05:39:11-07:00,5,0,신기해요,스마트전검!? 편하고 신기하네요~~,신기해요 스마트전검!? 편하고 신기하네요~~,"['신기하다', '스마트', '검', '편하다', '신기하다']","['신기해요', '스마트전검 편하고 신기하네요']"
다도파파,2022-07-20 04:45:23-07:00,5,0,Good,편리해요,Good 편리해요,"['Good', '편리하다']",['Good 편리해요']
cws 0408,2022-07-20 04:36:31-07:00,5,0,스마트진단,오~ 갑사합니다,스마트진단 오~ 갑사합니다,"['스마트', '진단', '감사하다']",['스마트 진단 오 감사합니다']
날아라메뚝이,2022-07-19 19:18:56-07:00,5,0,모바일 스피커로 듣기 개선.,"TV 음향을 모바일로 혼자 듣기 하게 되면 
멀티 가능 하게 해주세요. 
항상 그 화면 에서만 소리가 나고 
핸드폰 다른걸 하면 바로 소리가 해제 되면서 안나요. 
이거 완전 꿀 기능 인데 업데이트 부탁 드려요","모바일 스피커로 듣기 개선. TV 음향을 모바일로 혼자 듣기 하게 되면 
멀티 가능 하게 해주세요. 
항상 그 화면 에서만 소리가 나고 
핸드폰 다른걸 하면 바로 소리가 해제 되면서 안나요. 
이거 완전 꿀 기능 인데 업데이트 부탁 드려요","['모바일', '스피커', '듣기', '개선', 'TV', '음향', '모바일', '듣기', '멀티', '가능하다', '해주다', '항상', '화면', '소리', '나다', '핸드폰', '걸', '소리', '해제', '완전', '꿀', '기능', '업데이트', '부탁드리다']","['모바일 스피커로 듣기 개선 TV 음향을 모바일로 혼자 듣기 하게 되면 멀티 가능하게 해주세요', '항상 그 화면 에서만 소리가 나고 핸드폰 다른 걸 하면 바로 소리가 해제되면서 안 나요 이거 완전 꿀 기능인데 업데이트 부탁드려요']"
심계항진,2022-07-19 16:41:24-07:00,1,0,쓸데없이 무거운 어플,"먹통되는 경우도 많음
쓰잘대기없는 기능은 왜 넣어서 짜증나게 하는지
ㅉㅉ","쓸데없이 무거운 어플 먹통되는 경우도 많음
쓰잘대기없는 기능은 왜 넣어서 짜증나게 하는지
ㅉㅉ","['쓸데없이', '무겁다', '어플', '먹통', '경우', '많다', '쓰다', '머리', '기능', '넣다', '짜증', '나다']","['쓸데없이 무거운', '어플 먹통 되는 경우도 많음 쓰잘머리 없는 기능은 왜 넣어서 짜증 나게 하는지']"
바키타,2022-07-19 05:22:07-07:00,3,0,통살균,"업데이트 이후에 통살균 코치 카운터가 안되네요.
언제쯤 통살균을 해야할지 감으로 해야하는지…","통살균 업데이트 이후에 통살균 코치 카운터가 안되네요.
언제쯤 통살균을 해야할지 감으로 해야하는지…","['통', '살균', '업데이트', '이후', '통', '살균', '코치', '카운터', '통', '살균', '감']","['통 살균 업데이트 이후에 통 살균 코치 카운터가 안되네요', '언제쯤 통 살균을 해야 할지 감으로 해야 하는지']"
한우지성,2022-07-19 04:14:29-07:00,2,0,나름 대기업 어플리케이션아닌가,제품등록하기위해 QR코드찍으려고 하면 먹통이 되네요 번거롭습니다,나름 대기업 어플리케이션아닌가 제품등록하기위해 QR코드찍으려고 하면 먹통이 되네요 번거롭습니다,"['나름', '대기업', '애플리케이션', '아니다', '제품', '등록', '위해', 'QR', '코드', '찍다', '먹통', '번거롭다']",['나름 대기업 애플리케이션 아닌가 제품 등록하기 위해 QR코드 찍으려고 하면 먹통이 되네요 번거롭습니다']
rachel1079,2022-07-19 02:08:17-07:00,1,0,맨날 서버 연결이 불안하다는데,언제쯤 쓸 수 잇냐고 다운 받은지 일주일 넘었는데 처음 연결할때 빼고 한번도 작동이 안되네요 진짜 빡쳐서 안쓸래여,맨날 서버 연결이 불안하다는데 언제쯤 쓸 수 잇냐고 다운 받은지 일주일 넘었는데 처음 연결할때 빼고 한번도 작동이 안되네요 진짜 빡쳐서 안쓸래여,"['맨날', '서버', '연결', '불안하다', '쓸다', '다운로드', '지다', '일주일', '넘다', '처음', '연결하다', '빼다', '작동', '진짜', '화나다', '쓸다']","['맨날 서버 연결이 불안하다는데 언제쯤 쓸 수 있냐고 다운로드한 지 일주일 넘었는데 처음 연결할 때 빼고 한 번도 작동이 안 되네요', '진짜 화나서 안 쓸래요']"
Kazahk,2022-07-18 08:23:25-07:00,3,0,편리한 계륵,"업데이트1) 청소기 충전완료 알림 끄기는 있었습니다.
티비는 마우스처럼 포인팅 할 수 있고 에어컨은 리모콘 없이 세부설정도 할 수 있어 편리하긴 한데 UI가 문제인지 뭔지.. 필터나 청소주기를 찾아들어가기 힘들고 청소기를 자주 쓰다보면 충전완료 알림만 하루에 네다섯개씩 쌓이네요. 뭔가 항목 하나하나 사용자가 preference를 바꿀 수 있으면 좋겠습니다","편리한 계륵 업데이트1) 청소기 충전완료 알림 끄기는 있었습니다.
티비는 마우스처럼 포인팅 할 수 있고 에어컨은 리모콘 없이 세부설정도 할 수 있어 편리하긴 한데 UI가 문제인지 뭔지.. 필터나 청소주기를 찾아들어가기 힘들고 청소기를 자주 쓰다보면 충전완료 알림만 하루에 네다섯개씩 쌓이네요. 뭔가 항목 하나하나 사용자가 preference를 바꿀 수 있으면 좋겠습니다","['편리하다', '계륵', '업데이트', '청소기', '충전', '완료', '알림', '끄다', '기다', '티브이', '마우스', '포인팅', '에어컨', '리모컨', '없이', '세부', '설정', '편리하다', 'UI', '가다', '문제', '필터', '청소', '주기', '찾다', '들어가다', '힘들다', '청소기', '자주', '쓰다', '보다', '충전', '완료', '알림', '하루', '개', '쌓이네', '뭔가', '항목', '사용자', 'preference', '바꾸다', '좋다']","['편리한 계륵 업데이트 청소기 충전 완료 알림', '끄기는 있었습니다', '티브이는 마우스처럼 포인팅 할 수 있고 에어컨은 리모컨 없이 세부 설정도 할 수 있어 편리하긴 한데 UI가 문제인지 뭔지 필터나 청소 주기를 찾아들어가기 힘들고 청소기를 자주 쓰다 보면 충전 완료 알림만 하루에 네다섯 개씩 쌓이네요', '뭔가 항목 하나하나 사용자가 preference를 바꿀 수 있으면 좋겠습니다']"
HJK9260,2022-07-18 07:16:48-07:00,2,0,약관개정을 1년에 몇번을 하는거죠,너무 불편해요,약관개정을 1년에 몇번을 하는거죠 너무 불편해요,"['약관', '개정', '너무', '불편하다']","['약관 개정을 년에 몇 번을 하는 거죠', '너무 불편해요']"
유진쟝,2022-07-17 02:36:51-07:00,5,0,역쉬LG 최고,최곱니다,역쉬LG 최고 최곱니다,"['역시', 'LG', '최고', '최', '곱다']",['역시 LG 최고 최곱니다']
남석현,2022-07-15 17:57:13-07:00,5,0,지려요,개맛집 ㄹㅇ,지려요 개맛집 ㄹㅇ,"['지리다', '게', '맛', '집']",['지려요 게 맛 집']
heycircle,2022-07-15 16:39:50-07:00,5,0,편리 그 자체,"디자인,직관성,편리함 등이 아주 나날이 발전하고있습니다 계속 성장해주세요~","편리 그 자체 디자인,직관성,편리함 등이 아주 나날이 발전하고있습니다 계속 성장해주세요~","['편리', '자체', '디자인', '직관', '편리하다', '아주', '나날이', '발전', '계속', '성장', '해주다']","['편리 그 자체 디자인 직관성 편리함 등이 아주 나날이 발전하고 있습니다', '계속 성장해주세요']"
Aqune,2022-07-15 08:14:16-07:00,5,0,편리합니다~,유용하게 사용할수 있을것 같아요~,편리합니다~ 유용하게 사용할수 있을것 같아요~,"['편리하다', '유용하다', '사용']","['편리합니다', '유용하게 사용할 수 있을 것 같아요']"
아주동허니,2022-07-15 04:53:13-07:00,5,0,편리한 기능,좋아요,편리한 기능 좋아요,"['편리하다', '기능', '좋다']",['편리한 기능 좋아요']
Annie;;,2022-07-15 04:38:45-07:00,1,0,인증메일 몇번을해봐도 안와요,답답하네요 인증메일이 안와서 못쓰고있어요,인증메일 몇번을해봐도 안와요 답답하네요 인증메일이 안와서 못쓰고있어요,"['인증', '메일', '해보다', '오다', '답답하다', '인증', '메일', '오다', '못', '쓰다']",['인증 메일 몇 번을 해봐도 안 와요 답답하네요 인증 메일이 안 와서 못 쓰고 있어요']
orphelia1,2022-07-15 03:07:22-07:00,1,0,이걸 어떻게 써야하냐 아이폰은,연결이 안되는데 니들 lg폰 망했다고 이렇게 앱을 만들면 쓰냐,이걸 어떻게 써야하냐 아이폰은 연결이 안되는데 니들 lg폰 망했다고 이렇게 앱을 만들면 쓰냐,"['걸', '어떻다', '써다', '아이폰', '연결', 'lg', '폰', '망하다', '이렇게', '앱', '만들다', '쓰다']",['이걸 어떻게 써야 하냐 아이폰은 연결이 안 되는데 너희들 lg 폰 망했다고 이렇게 앱을 만들면 쓰냐']
왷,2022-07-14 21:23:41-07:00,1,0,서버 도대체 언제 고쳐지는 거죠?,디도스 공격 받은 건가? 서버 정상화 너무 오래 걸리네요. 와이파이 연동이 너무 자주 끊기고 연결자체가 일주일 동안 안 되면 어떻게 합니까 ㅠ,서버 도대체 언제 고쳐지는 거죠? 디도스 공격 받은 건가? 서버 정상화 너무 오래 걸리네요. 와이파이 연동이 너무 자주 끊기고 연결자체가 일주일 동안 안 되면 어떻게 합니까 ㅠ,"['서버', '도대체', '고치다', '디도스', '공격', '받다', '건가', '서버', '정상화', '너무', '오래', '걸리다', '와이파이', '연동', '너무', '자주', '끊기다', '연결', '자체', '일주일', '어떻다', '합']","['서버 도대체 언제 고쳐지는 거죠', '디도스 공격받은 건가 서버 정상화 너무 오래 걸리네요 와이파이 연동이 너무 자주 끊기고 연결 자체가 일주일 동안 안 되면 어떻게 합니까']"
Atomic balloon,2022-07-14 18:10:30-07:00,5,0,사용 tip 알림 오는거 설정에 거부해도 계속 와요,"광고성이든 사용 tip이든 불필요한 알람오는거 싫어해서 꺼뒀는데도 계속 오네요. 
펫팸족 주목! <이런거 
왜 이런 쓸데없는 알람 계속 보네나요.","사용 tip 알림 오는거 설정에 거부해도 계속 와요 광고성이든 사용 tip이든 불필요한 알람오는거 싫어해서 꺼뒀는데도 계속 오네요. 
펫팸족 주목! <이런거 
왜 이런 쓸데없는 알람 계속 보네나요.","['사용', 'tip', '알림', '오다', '설정', '거부', '계속', '오다', '광고', '사용', 'tip', '들다', '불필요하다', '알람', '오다', '싫어하다', '끄다', '두다', '계속', '오다', '펫팸족', '주목', '이렇다', '이렇다', '쓸데없다', '알람', '계속', '보내다']","['사용 tip 알림', '오는 거 설정에 거부해도 계속 와요 광고성이든 사용 tip이 든 불필요한 알람 오는 거 싫어해서 꺼뒀는데도 계속 오네요 펫팸족 주목 이런 거 왜 이런 쓸데없는 알람 계속 보내나요']"
Ugly_llama,2022-07-13 21:17:29-07:00,5,0,좋아요,미리미리 에어컨 틀어놓기도 좋고 가끔씩 상태 확인할때도 좋아요,좋아요 미리미리 에어컨 틀어놓기도 좋고 가끔씩 상태 확인할때도 좋아요,"['좋다', '미리', '미리', '에어컨', '틀어놓다', '기도', '좋다', '가끔', '상태', '확인', '좋다']","['좋아요', '미리미리 에어컨 틀어놓기도 좋고 가끔씩 상태 확인할 때도 좋아요']"
미미짱50,2022-07-13 20:51:17-07:00,5,0,와우~ :),좋아용 짱짱,와우~ :) 좋아용 짱짱,"['와우', '좋다', '짱짱']",['와우 좋아요 짱짱']
노우노어오,2022-07-13 19:27:00-07:00,5,0,Good,이 기능은 매우 편리하며 특히 여름에 좋습니다,Good 이 기능은 매우 편리하며 특히 여름에 좋습니다,"['Good', '기능', '매우', '편리하다', '특히', '여름', '좋다']",['Good 이 기능은 매우 편리하며 특히 여름에 좋습니다']
adonis3334,2022-07-13 17:03:16-07:00,5,0,알아서 잘해주네요,좋아요,알아서 잘해주네요 좋아요,"['알다', '해주다', '좋다']","['알아서 잘해주네요', '좋아요']"
immigration9,2022-07-13 11:38:57-07:00,2,0,백그라운드에서 돌아왔을 때 블랭크 현상,"안녕하세요, 앱 잘 사용하고 있습니다.
딱 하나 수정이 필요하다고 느끼는 부분이 있는데요,
백그라운드에서 다시 앱으로 돌아왔을 때 자주 흰 화면만 보이는 이슈가 있습니다. 
당연히 수정되면 좋겠지만, 시간 인력 관계상 어렵다면 최소한 일정 시간 후에 화면 재로딩하는 버튼이라도 추가가 되면 좋을듯합니다.
확인 부탁드립니다. 해당 이슈만 수정되면 별 5개로 다시 수정하겠습니다","백그라운드에서 돌아왔을 때 블랭크 현상 안녕하세요, 앱 잘 사용하고 있습니다.
딱 하나 수정이 필요하다고 느끼는 부분이 있는데요,
백그라운드에서 다시 앱으로 돌아왔을 때 자주 흰 화면만 보이는 이슈가 있습니다. 
당연히 수정되면 좋겠지만, 시간 인력 관계상 어렵다면 최소한 일정 시간 후에 화면 재로딩하는 버튼이라도 추가가 되면 좋을듯합니다.
확인 부탁드립니다. 해당 이슈만 수정되면 별 5개로 다시 수정하겠습니다","['라운드', '돌아오다', '블랭크', '현상', '안녕하다', '앱', '자다', '사용', '수정', '필요하다', '느끼다', '부분', '라운드', '다시', '앱', '돌아오다', '자주', '희다', '화면', '보이다', '이슈', '당연하다', '수정', '좋다', '인력', '관계', '어렵다', '최소한', '일정', '화면', '재', '로딩', '버튼', '추가', '좋다', '확인', '부탁드리다', '해당', '이슈', '수정', '별', '개', '다시', '수정']","['백그라운드에서 돌아왔을 때 블랭크 현상 안녕하세요', '앱 잘 사용하고 있습니다', '딱 하나 수정이 필요하다고 느끼는 부분이 있는데요', '백그라운드에서 다시 앱으로 돌아왔을 때 자주 흰 화면만 보이는 이슈가 있습니다', '당연히 수정되면 좋겠지만 시간 인력 관계상 어렵다면 최소한 일정 시간 후에 화면 재로딩하는 버튼이라도 추가가 되면 좋을듯합니다', '확인 부탁드립니다 해당 이슈만 수정되면 별 개로 다시 수정하겠습니다']"
프렌즈사천성987,2022-07-12 17:36:38-07:00,5,0,편해요,편해요,편해요 편해요,"['편하다', '편하다']","['편해요', '편해요']"
"너뭌ㅋㅋ좋아요&&@@:@,'ㅌ",2022-07-12 17:20:26-07:00,5,0,제발 좀 보세요..TV리모콘 모드가,"1.TV리모콘 모드를 와이파이 블루투스로 연결 하고 조작 한 뒤에 앱을 끄지않고 백그라운드로 나가면, 연결이 되지 않는 문제 
2.연결이 된 뒤 음량은 되는데 채널이 간헐적으로 안먹히는 문제

이 두가지가 제일 문제입니다 개선 안되요? 
와이파이 +블루투스 연결을 안정성 있게 해 놔야 앱 리모콘을 더욱 효과적으로 이용 할 수 있는건데 이 기본적인 것도 불규칙하고 불완성 적이면 어떻게 사용 하라는 건가요","제발 좀 보세요..TV리모콘 모드가 1.TV리모콘 모드를 와이파이 블루투스로 연결 하고 조작 한 뒤에 앱을 끄지않고 백그라운드로 나가면, 연결이 되지 않는 문제 
2.연결이 된 뒤 음량은 되는데 채널이 간헐적으로 안먹히는 문제

이 두가지가 제일 문제입니다 개선 안되요? 
와이파이 +블루투스 연결을 안정성 있게 해 놔야 앱 리모콘을 더욱 효과적으로 이용 할 수 있는건데 이 기본적인 것도 불규칙하고 불완성 적이면 어떻게 사용 하라는 건가요","['제발', '보다', 'TV', '리모컨', '모드', 'TV', '리모컨', '모드', '와이파이', '블루투스', '연결하다', '조작', '뒤', '앱', '끄다', '않다', '라운드', '나가다', '연결', '않다', '문제', '연결', '뒤', '음량', '채널', '간', '헐다', '적', '먹히다', '문제', '두', '가지', '제일', '문제', '개선', '돼다', '와이파이', '블루투스', '연결', '안정', '해', '놓다', '앱', '리모컨', '더욱', '효과', '이용', '기본', '불규칙하다', '불안', '적다', '어떻다', '사용', '건가']","['제발 좀 보세요', 'TV 리모컨 모드가 TV 리모컨 모드를 와이파이 블루투스로 연결하고 조작한 뒤에 앱을 끄지 않고 백그라운드로 나가면 연결이 되지 않는 문제 연결이 된 뒤 음량은 되는데 채널이 간헐적으로 안 먹히는 문제이 두 가지가 제일 문제입니다', '개선 안돼요 와이파이 블루투스 연결을 안정성 있게 해 놔야 앱 리모컨을 더욱 효과적으로 이용할 수 있는 건데 이 기본적인 것도 불규칙하고 불안성 적이면 어떻게 사용하라는 건가요']"
연동구리,2022-07-12 06:42:38-07:00,3,0,에어컨 온도 설정,너무 좋은데… 왜 에어컨 취침설정해놓고 자면 온도가 저절로 올라가나요..? 더워서 자다 깨서 봤더니 23도로 설정해놨던 온도가 27도로 올라가있더라구요….???????????????????????????????,에어컨 온도 설정 너무 좋은데… 왜 에어컨 취침설정해놓고 자면 온도가 저절로 올라가나요..? 더워서 자다 깨서 봤더니 23도로 설정해놨던 온도가 27도로 올라가있더라구요….???????????????????????????????,"['에어컨', '온도', '설정', '너무', '좋다', '에어컨', '취침', '설정', '자다', '온도', '저절로', '올라가다', '덥다', '자다', '깨다', '보다', '도로', '설정', '온도', '도로', '올라가다']",['에어컨 온도 설정 너무 좋은데 왜 에어컨 취침 설정해놓고 자면 온도가 저절로 올라가나요 더워서 자다 깨서 봤더니 도로 설정해놨던 온도가 도로 올라가있더라고요']
임ㅁㅅㅁㅁㅇ,2022-07-12 06:27:27-07:00,5,0,매우매우 신기해요!! 꼭 써보세요,연결하는것도 쉽고 신기하네요,매우매우 신기해요!! 꼭 써보세요 연결하는것도 쉽고 신기하네요,"['매우', '매우', '신기하다', '꼭', '써다', '보다', '연결하다', '쉬다', '신기하다']","['매우 매우 신기해요', '꼭 써보세요', '연결하는 것도 쉽고 신기하네요']"
winneyi,2022-07-12 06:11:53-07:00,5,0,너무 편리합니다.,리모콘이 없어도. 휴대폰만 있음 ㅇ ㅓ ㅋ ㅔ ㅇ ㅣ. 너무 편해용!!,너무 편리합니다. 리모콘이 없어도. 휴대폰만 있음 ㅇ ㅓ ㅋ ㅔ ㅇ ㅣ. 너무 편해용!!,"['너무', '편리하다', '리모컨', '휴대폰', '너무', '편하다']","['너무 편리합니다', '리모컨이 없어도 휴대폰만 있음', '너무 편해요']"
다다다다ㄸ,2022-07-12 05:22:13-07:00,1,0,앱 반응을 빠르게 할 수 없나요??,"켜지는건 빨라도 인식이 느리고 머 하나를 실행해도 한참있다 반응해요.
같은 와이파이내에선 서버를 거치지 않고 동작하게 할 순 없나요??","앱 반응을 빠르게 할 수 없나요?? 켜지는건 빨라도 인식이 느리고 머 하나를 실행해도 한참있다 반응해요.
같은 와이파이내에선 서버를 거치지 않고 동작하게 할 순 없나요??","['앱', '반응', '빠르다', '켜지다', '빨', '인식', '느리다', '머', '실행', '한참', '반응', '와이파이', '내', '서버', '거치', '않다', '동작', '순']","['앱 반응을 빠르게 할 수 없나요 켜지는 건 빨라도 인식이 느리고 머 하나를 실행해도 한참 있다 반응해요', '같은 와이파이 내에선 서버를 거치지 않고 동작하게 할 순 없나요']"
JC JUNG,2022-07-11 21:52:46-07:00,5,0,좋아요 관리하기 편하네요,LG제품들을 관리하기 편해요,좋아요 관리하기 편하네요 LG제품들을 관리하기 편해요,"['좋다', '관리', '편하다', 'LG', '제품', '관리', '편하다']","['좋아요', '관리하기 편하네요', 'LG 제품들을 관리하기 편해요']"
와이이에스이유엘,2022-07-11 17:51:13-07:00,1,0,아이폰,아이폰은 등록이 잘 안됩니다 안드로이드는 잘되는데,아이폰 아이폰은 등록이 잘 안됩니다 안드로이드는 잘되는데,"['아이폰', '아이폰', '등록', '자다', '안드로이드', '자다']","['아이폰 아이폰은 등록이 잘 안됩니다', '안드로이드는 잘 되는데']"
투박투박이,2022-07-11 06:42:03-07:00,5,0,진짜 편해요,너무너무  편합니다 여름에 집 도착 전 에어컨 켜두면 천국이 따로없음,진짜 편해요 너무너무  편합니다 여름에 집 도착 전 에어컨 켜두면 천국이 따로없음,"['진짜', '편하다', '너무', '너무', '편하다', '여름', '집', '도착', '전', '에어컨', '켜', '두다', '천국', '따로']","['진짜 편해요', '너무너무 편합니다', '여름에 집 도착 전 에어컨 켜두면 천국이 따로 없음']"
