,Text,Label,text_tokenized,text_tokenized2
10010,부모님이 돌아가시고 나니 세상에 완전히 나 혼자 남겨진 기분이야.,상처,"['부모님', '돌아가다', '나니', '세상', '완전하다', '나', '혼자', '남겨지다', '기분']","['부모님', '돌아가다', '나니', '세상', '완전하다', '남겨지다', '기분']"
10011,당연히 날 위로해 줄 거라고 믿었던 친구가 다른 애들과 함께 나를 손가락질하고 있었어.,상처,"['당연하다', '날', '위로', '하다', '줄', '거', '믿다', '친구', '다른', '애', '함께', '나르다', '손가락질', '있다']","['당연하다', '위로', '믿다', '친구', '애', '나르다', '손가락질']"
10012,친구가 다음 날 위내시경 검사라더니 술 먹자고 부르더라. 정말 한심스러워서 원.,당황,"['친구', '다음', '날', '위', '내시경', '검사', '더니', '술', '먹다', '부르다', '정말', '심', '스럽다', '원']","['친구', '내시경', '검사', '더니', '술', '먹다', '부르다', '정말', '심', '스럽다']"
10013,오늘도 매니저가 또 나를 짜증 나게 해. 그렇게 말했는데 도대체 몇 번째야?,불안,"['오늘', '매니저', '또', '나르다', '짜증', '나다', '해', '그렇게', '말', '하다', '도대체', '몇', '번']","['오늘', '매니저', '나르다', '짜증', '나다', '그렇게', '말', '도대체']"
10014,얼마 전에 건강 검진 결과가 안 좋았던 친구가 계속 술을 마셔.,불안,"['얼마', '전', '건강', '검진', '결과', '안', '좋다', '친구', '계속', '술', '마시다']","['건강', '검진', '결과', '좋다', '친구', '계속', '술', '마시다']"
10015,드디어 오늘 내가 부모님께 효도했다.,기쁨,"['드디어', '오늘', '내', '부모님', '효도', '하다']","['드디어', '오늘', '부모님', '효도']"
10016,내가 그 애를 어떻게 키웠는데 도대체 왜 그런 걸까?,분노,"['내', '그', '애', '어떻다', '키우다', '도대체', '왜', '그렇다', '걸다']","['애', '어떻다', '키우다', '도대체', '그렇다', '걸다']"
10017,엄마는 나에게 너무 완벽만 추구하라고 하셔. 나 너무 갑갑하고 화가 나.,분노,"['엄마', '나', '너무', '완벽', '추구', '하다', '나', '너무', '갑갑하다', '화가', '나']","['엄마', '완벽', '추구', '갑갑하다', '화가']"
10018,딸 결혼을 반대했더니 딸이 집을 나가버렸어.,상처,"['딸', '결혼', '반대', '하다', '딸', '집', '나', '가버리다']","['딸', '결혼', '반대', '딸', '집', '가버리다']"
10019,김부장한테 오늘도 된통 혼났는데 집에 와서도 또 구박이야.,분노,"['김부', '오늘', '되다', '통', '혼나다', '집', '오다', '또', '구박']","['김부', '오늘', '혼나다', '집', '오다', '구박']"
10020,퇴직금 덕분에 돈 걱정을 안 해도 돼서 편해졌어.,기쁨,"['퇴직금', '덕분', '돈', '걱정', '안', '해도', '돼다', '편하다']","['퇴직금', '덕분', '돈', '걱정', '편하다']"
10021,코로나에 걸려 사랑하는 가족들을 이 주간 보지 못하게 돼서 우울해.,슬픔,"['코로나', '걸리다', '사랑', '하다', '가족', '이', '주간', '보지', '하다', '돼다', '우울하다']","['코로나', '걸리다', '사랑', '가족', '주간', '보지', '우울하다']"
10022,평소 친하게 지내던 지인에게 내가 아무래도 말실수한 것 같아 오늘 온종일 마음이 불안해.,불안,"['평소', '친하다', '지내다', '지인', '내', '아무래도', '말실수', '것', '같다', '오늘', '온종일', '마음', '불안하다']","['평소', '친하다', '지내다', '지인', '아무래도', '말실수', '오늘', '온종일', '마음', '불안하다']"
10023,아이를 낳다가 실패했어.,슬픔,"['아이', '낳다', '실패하다']","['낳다', '실패하다']"
10024,노후 준비해야 하는데 정보는 많아. 그런데 믿을만한 곳이 별로 없어서 방어적인 태도를 보이게 돼.,분노,"['노후', '준비', '하다', '하다', '정보', '많다', '믿다', '곳', '별로', '없다', '방어', '태도', '보이', '돼다']","['노후', '준비', '정보', '많다', '믿다', '별로', '방어', '태도', '보이']"
10025,올해 졸업하는데 학교에 다니면서 꾸준히 취업 준비를 해서 설레기도 하고 기대되네.,기쁨,"['올해', '졸업', '하다', '학교', '다니다', '꾸준하다', '취업', '준비', '하다', '설레다', '하다', '기대다']","['올해', '졸업', '학교', '다니다', '꾸준하다', '취업', '준비', '설레다', '기대다']"
10026,운동한 결과가 나와서 신이 나네.,기쁨,"['운동', '결과', '나오다', '신', '나다']","['운동', '결과', '나오다', '신', '나다']"
10027,나이가 들어서 그런지 요즘은 나 혼자만 열심히 사는 것 같아.,상처,"['나이', '들어서다', '그렇다', '요즘', '나', '혼자', '열심히', '살다', '것', '같다']","['나이', '들어서다', '그렇다', '요즘', '열심히', '살다']"
10028,회사 사람들이랑 대화할 때 불편해.,불안,"['회사', '사람', '대화', '하다', '때', '불편하다']","['회사', '사람', '대화', '불편하다']"
10029,코로나 때문에 뭘 할 수가 없어. 취직 준비를 해야 하는데 시험이 줄줄이 취소되니 말이야. 마비라는 말이 이럴 때 참 어울리는 것 같아.,슬픔,"['코로나', '때문', '뭘', '하다', '수가', '없다', '취직', '준비', '하다', '하다', '시험', '줄줄이', '취소', '되다', '말', '마비', '말', '이렇다', '때', '차다', '어울리다', '것', '같다']","['코로나', '때문', '뭘', '취직', '준비', '시험', '줄줄이', '취소', '말', '마비', '말', '이렇다', '차다', '어울리다']"
10030,갑자기 결핵판정을 받아 당분간 가족은 물론이고 아무도 만나기 어려울 것 같아서 너무 서럽고 속상해.,슬픔,"['갑자기', '결핵', '판정', '받다', '당분간', '가족', '물론', '아무', '만나다', '어리다', '것', '같다', '너무', '서럽다', '속상하다']","['갑자기', '결핵', '판정', '받다', '당분간', '가족', '아무', '만나다', '어리다', '서럽다', '속상하다']"
10031,아직도 출산 때 힘들었던 경험을 생각하면 마음이 뛰어.,기쁨,"['아직도', '출산', '때', '힘들다', '경험', '생각', '하다', '마음', '뛰다']","['아직도', '출산', '힘들다', '경험', '생각', '마음', '뛰다']"
10032,인사발령이 지방으로 날까 봐 걱정이야.,불안,"['인사', '발령', '지방', '날다', '보다', '걱정']","['인사', '발령', '지방', '날다', '보다', '걱정']"
10033,아들이 장모 용돈을 나보다 많이 줬대 서운해.,상처,"['아들', '장모', '용돈', '나', '많이', '주다', '서운하다']","['아들', '장모', '용돈', '많이', '주다', '서운하다']"
10034,지난날보다 앞으로 살아갈 날이 더 많은 부부생활인데 계속 이렇게 살 거라고 생각하면 비통해.,슬픔,"['지난날', '앞', '살아가다', '날', '더', '많다', '부부', '생활', '계속', '이렇게', '살', '거', '생각', '하다', '비통하다']","['지난날', '살아가다', '많다', '부부', '생활', '계속', '이렇게', '살', '생각', '비통하다']"
10035,다른 사람들과 이야기를 하다 보면 나도 모르게 기분이 우울해지는 것 같아,슬픔,"['다른', '사람', '이야기', '하다', '보다', '나다', '모르다', '기분', '우울하다', '것', '같다']","['사람', '이야기', '보다', '나다', '모르다', '기분', '우울하다']"
10036,난 학점이 좋아서 취직이 잘 될 것 같아.,기쁨,"['난', '학점', '좋다', '취직', '자다', '되다', '것', '같다']","['학점', '좋다', '취직', '자다']"
10037,형은 틈만 나면 자기가 만났던 여자들을 평가하곤 하는데 혐오스러워.,당황,"['형', '틈', '나다', '자기', '만나다', '여자', '평가', '곤', '하다', '혐오', '스럽다']","['틈', '나다', '만나다', '여자', '평가', '곤', '혐오', '스럽다']"
10038,생일 선물보다는 얼굴 보면서 밥이나 먹으면 좋겠는데 자식들이 바쁘다면 돈만 보내서 실망이야.,슬픔,"['생일', '선물', '얼굴', '보다', '밥', '먹다', '좋다', '자식', '바쁘다', '돈', '보내다', '실망']","['생일', '선물', '얼굴', '보다', '밥', '먹다', '좋다', '자식', '바쁘다', '돈', '보내다', '실망']"
10039,요즘 몸이 참 쑤셔. 정말 몸이 성한 데가 없네.,상처,"['요즘', '몸', '차다', '쑤시다', '정말', '몸', '성하다', '데', '없다']","['요즘', '몸', '차다', '쑤시다', '정말', '몸', '성하다']"
10040,아무도 내 꿈을 응원해주지 않아.,상처,"['아무', '내', '꿈', '응원', '해주다', '않다']","['아무', '꿈', '응원', '않다']"
10041,나 그냥 부모님 뜻대로 대학 가려고.,상처,"['나', '그냥', '부모님', '뜻대로', '대학', '가다']","['그냥', '부모님', '뜻대로', '대학', '가다']"
10042,직장에서 능력 있고 긍정적인 사람들과 일하게 되면 어떤 일도 잘 될 것 같아 기분이 좋아.,기쁨,"['직장', '능력', '있다', '긍정', '사람', '일', '하다', '되다', '어떻다', '일도', '자다', '되다', '것', '같다', '기분', '좋다']","['직장', '능력', '긍정', '사람', '어떻다', '일도', '자다', '기분', '좋다']"
10043,건강을 위해 노력 많이 했는데도 결과가 안 좋네.,슬픔,"['건강', '위해', '노력', '많이', '하다', '결과', '안', '좋다']","['건강', '위해', '노력', '많이', '결과', '좋다']"
10044,부모님이 더 이상 내 성적에 기대를 하지 않으셔서 슬퍼.,상처,"['부모님', '더', '이상', '내', '성적', '기대', '하다', '않다', '슬프다']","['부모님', '성적', '기대', '않다', '슬프다']"
10045,결혼생활이 생각보다 힘들어.,불안,"['결혼', '생활', '생각', '힘들다']","['결혼', '생활', '생각', '힘들다']"
10046,시험성적이 너무 안 나와서 커닝을 할까? 고민이 돼.,분노,"['시험', '성적', '너무', '안', '나오다', '커닝', '하다', '고민', '돼다']","['시험', '성적', '나오다', '커닝', '고민']"
10047,나는 이 지역 토박이야. 어릴 때부터 여기에서만 살아서 나만큼 우리 동네의 역사를 아는 사람은 없지.,기쁨,"['나', '이', '지역', '토박이', '어리다', '때', '여기', '살다', '나', '우리', '동네', '역사', '알다', '사람', '없다']","['지역', '토박이', '어리다', '살다', '동네', '역사', '알다', '사람']"
10048,옆집 할머니네 할아버지 장례식장에 많은 사람이 와서 너무 부러워.,당황,"['옆집', '할머니', '할아버지', '장례식', '많다', '사람', '오다', '너무', '부럽다']","['옆집', '할머니', '할아버지', '장례식', '많다', '사람', '오다', '부럽다']"
10049,아들의 항암치료 모습을 보면 해줄 수 있는 것이 없어서 너무 슬퍼.,슬픔,"['아들', '항', '암치료', '모습', '보다', '해주다', '수', '있다', '것', '없다', '너무', '슬프다']","['아들', '항', '암치료', '모습', '보다', '슬프다']"
10050,생리가 끊긴 거 같아.,당황,"['생리', '끊다', '거', '같다']","['생리', '끊다']"
10051,우리 집만 틈만 나면 싸우고 소리 지르는 건지 모르겠어. 너무 싫고 무서워.,불안,"['우리', '집', '틈', '나다', '싸우다', '소리', '지르다', '건지다', '모르다', '너무', '싫다', '무섭다']","['집', '틈', '나다', '싸우다', '소리', '지르다', '건지다', '모르다', '싫다', '무섭다']"
10052,평소에 건강관리에 신경 못 썼는데 건강검진 결과에서 이상이 없어서 정말 감사해.,기쁨,"['평소', '건강', '관리', '신경', '못', '써다', '건강검진', '결과', '이상', '없다', '정말', '감사하다']","['평소', '건강', '관리', '신경', '써다', '건강검진', '결과', '정말', '감사하다']"
10053,딸이 나이가 들어가는데 남자친구가 없어 초조해.,당황,"['딸', '나이', '들어가다', '남자친구', '없다', '초조하다']","['딸', '나이', '들어가다', '남자친구', '초조하다']"
10054,우리 학교에 정말 실망이야.,상처,"['우리', '학교', '정말', '실망']","['학교', '정말', '실망']"
10055,내 보험 판매 실적이 결국 상사한테 가버렸어. 항상 이런 식이야.,분노,"['내', '보험', '판매', '실적', '결국', '상사', '가버리다', '항상', '이렇다', '식이']","['보험', '판매', '실적', '상사', '가버리다', '항상', '이렇다', '식이']"
10056,이번 시험에서 한 개 차이로 등수가 떨어져서 너무 억울해. 공부 열심히 했는데.,상처,"['이번', '시험', '하다', '개', '차이', '등수', '떨어지다', '너무', '억울하다', '공부', '열심히', '하다']","['시험', '차이', '등수', '떨어지다', '억울하다', '공부', '열심히']"
10057,이번 시험에 내가 반에서 수학 꼴찌 했대.,불안,"['이번', '시험', '내', '반', '수학', '꼴찌', '하다']","['시험', '반', '수학', '꼴찌']"
10058,지금처럼 건강할 때 편하게 죽음을 맞이하고 싶어. 고립되긴 싫어.,상처,"['지금', '건강하다', '때', '편하다', '죽음', '맞이', '싶다', '고립', '되다', '싫다']","['지금', '건강하다', '편하다', '죽음', '맞이', '싶다', '고립', '싫다']"
10059,매번 만나는 여자들과 연애에 실패해서 슬프게 느껴지네.,슬픔,"['매번', '만나다', '여자', '연애', '실패하다', '슬프다', '느껴지다']","['만나다', '여자', '연애', '실패하다', '슬프다', '느껴지다']"
10060,짝이랑 평소에 친한데 시험 기간만 되면 나랑 말 안 하고 공부만 해서 화나.,분노,"['짝', '평소', '치다', '시험', '기간', '되다', '나', '말', '안', '하다', '공부', '하다', '화나다']","['짝', '평소', '치다', '시험', '기간', '말', '공부', '화나다']"
10061,우리 아들이 학교 다닐 때 매일 친구들을 집으로 데리고 와서 놀았어.,기쁨,"['우리', '아들', '학교', '다니다', '때', '매일', '친구', '집', '데리', '오다', '놀다']","['아들', '학교', '다니다', '매일', '친구', '집', '데리', '오다', '놀다']"
10062,결혼 준비 때문에 스트레스를 많이 받아.,불안,"['결혼', '준비', '때문', '스트레스', '많이', '받다']","['결혼', '준비', '때문', '스트레스', '많이', '받다']"
10063,아버지가 매일 술에 빠져 계셔서 너무 한심스러워.,당황,"['아버지', '매일', '술', '빠지다', '계시다', '너무', '심', '스럽다']","['아버지', '매일', '술', '빠지다', '계시다', '심', '스럽다']"
10064,지금 내가 겪고 있는 폭력에 대해 아무도 관심을 가져주지 않는 게 너무 슬퍼.,상처,"['지금', '내', '겪다', '있다', '폭력', '대해', '아무', '관심', '가다', '않다', '게', '너무', '슬프다']","['지금', '겪다', '폭력', '대해', '아무', '관심', '가다', '않다', '슬프다']"
10065,아들이 내가 하는 말에 대해서 잘 들으려 하지도 않고 말대꾸만 하는 것 같아서 너무 화가 나.,분노,"['아들', '내', '하다', '말', '대해', '자다', '들다', '하다', '않다', '말대꾸', '하다', '것', '같다', '너무', '화가', '나']","['아들', '말', '대해', '자다', '들다', '않다', '말대꾸', '화가']"
10066,월말 결산으로 야근하고 있어. 다른 직원들은 퇴근하고 나 혼자서 일하려니 쓸쓸한 생각이 드네.,당황,"['월말', '결산', '야근', '있다', '다른', '직원', '퇴근', '나', '혼자', '일', '하다', '쓸쓸하다', '생각', '드']","['월말', '결산', '야근', '직원', '퇴근', '쓸쓸하다', '생각', '드']"
10067,내가 간이 안좋아. 그래서 영양제를 먹는데도 모자란 것 같아. 더 먹어야겠어.,분노,"['내', '간이', '안좋다', '그래서', '양제', '먹다', '모자라다', '것', '같다', '더', '먹다']","['간이', '안좋다', '양제', '먹다', '모자라다', '먹다']"
10068,내가 중년이다 보니 불안해져서 보험을 조금 더 들어 놓아야 될 것 같아.,불안,"['내', '중년', '보다', '불안하다', '보험', '조금', '더', '들다', '놓다', '되다', '것', '같다']","['중년', '보다', '불안하다', '보험', '들다', '놓다']"
10069,오늘 애들한테 맞았던 것을 부모님께 말씀 드릴지 말지 고민이야.,불안,"['오늘', '애', '맞다', '것', '부모님', '말씀', '드릴', '말', '고민']","['오늘', '애', '맞다', '부모님', '말씀', '드릴', '말', '고민']"
10070,왜 일을 이런 식으로 했냐는 상사의 말에 당황했어.,당황,"['왜', '일', '이렇다', '식', '하다', '상사', '말', '당황', '하다']","['이렇다', '식', '상사', '말', '당황']"
10071,어제 친구가 죽었다는 소식을 들었는데 아직도 한창인 나인데 좀 당황스러웠어.,당황,"['어제', '친구', '죽다', '소식', '들다', '아직도', '한창', '나', '좀', '당황', '스럽다']","['어제', '친구', '죽다', '소식', '들다', '아직도', '한창', '당황', '스럽다']"
10072,내가 아플 땐 연락이 없던 친구가 빚 때문에 내게 돈을 빌릴 수 있겠냐며 연락을 해오네.,당황,"['내', '아프다', '땐', '연락', '없다', '친구', '빚', '때문', '내다', '돈', '빌리다', '수', '있다', '며', '연락', '해오다']","['아프다', '연락', '친구', '빚', '때문', '내다', '돈', '빌리다', '며', '연락', '해오다']"
10073,지금까지 은퇴 후를 위해 열심히 일해 왔는데 남은 게 없는 것 같아서 비통해.,슬픔,"['지금', '은퇴', '후', '위해', '열심히', '일해', '오다', '남다', '게', '없다', '것', '같다', '비통하다']","['지금', '은퇴', '위해', '열심히', '일해', '오다', '남다', '비통하다']"
10074,우리 가족은 서로에게 관심도 없고 애정도 없는 것 같아서 슬퍼.,슬픔,"['우리', '가족', '서로', '관심', '없다', '애정도', '없다', '것', '같다', '슬프다']","['가족', '서로', '관심', '애정도', '슬프다']"
10075,얼마 전에 내 생일이었는데 아들 녀석이 문자 한 통도 없고 너무 서운해.,슬픔,"['얼마', '전', '내', '생일', '이다', '아들', '녀석', '문자', '하다', '통', '없다', '너무', '서운하다']","['생일', '아들', '녀석', '문자', '서운하다']"
10076,나 새로 들어온 직원 때문에 걱정되는 일이 있어.,슬픔,"['나', '새롭다', '들어오다', '직원', '때문', '걱정', '되다', '있다']","['새롭다', '들어오다', '직원', '때문', '걱정']"
10077,우리 집 안사람은 아직도 돈을 흥청망청 써서 속상해.,슬픔,"['우리', '집', '안', '사람', '아직도', '돈', '흥청망청', '써다', '속상하다']","['집', '사람', '아직도', '돈', '흥청망청', '써다', '속상하다']"
10078,반에 어떤 애가 너무 싫어서 고민이야.,분노,"['반', '어떻다', '애가', '너무', '싫다', '고민']","['반', '어떻다', '애가', '싫다', '고민']"
10079,취업했는데 그동안 살던 서울이 아닌 지방에서 근무해야 한다는데 너무 충격이야.,상처,"['취업', '하다', '그동안', '살다', '서울', '아니다', '지방', '근무', '하다', '하다', '너무', '충격']","['취업', '그동안', '살다', '서울', '아니다', '지방', '근무', '충격']"
10080,날 괴롭히던 직장 상사에게 대들지 말았어야 했다는 후회가 드네.,슬픔,"['날', '괴롭히다', '직장', '상사', '대들다', '말다', '하다', '후회', '드']","['괴롭히다', '직장', '상사', '대들다', '말다', '후회', '드']"
10081,집에서 엄마 지갑이 없어졌는데 엄마가 나를 의심하셔서 억울해.,상처,"['집', '엄마', '지갑', '없어지다', '엄마', '나르다', '의심', '하다', '억울하다']","['집', '엄마', '지갑', '없어지다', '엄마', '나르다', '의심', '억울하다']"
10082,집안일을 이렇게 완벽하게 해놓는 아내가 진정 존경스러워.,기쁨,"['집안일', '이렇게', '완벽하다', '하다', '아내', '진정', '존경', '스럽다']","['집안일', '이렇게', '완벽하다', '아내', '진정', '존경', '스럽다']"
10083,같은 반에 따돌림 당하는 친구를 도와주고 싶은데 나도 따돌림 당할까봐 좀 조심스러워.,불안,"['같다', '반', '따돌림', '당하다', '친구', '도와주다', '싶다', '나다', '따돌림', '당하다', '좀', '조심스럽다']","['반', '따돌림', '당하다', '친구', '도와주다', '싶다', '나다', '따돌림', '당하다', '조심스럽다']"
10084,조금이라도 젊었을 때 아이들하고 놀아 주지 못한 게 후회가 돼.,슬픔,"['조금', '젊다', '때', '아이', '놀다', '주지', '못', '게', '후회', '돼다']","['젊다', '놀다', '주지', '후회']"
10085,오늘 내가 일하는 직장에 가서 혼자서 밥을 먹었어.,기쁨,"['오늘', '내', '일', '하다', '직장', '가다', '혼자', '밥', '먹다']","['오늘', '직장', '가다', '밥', '먹다']"
10086,실수를 조금 했다고 회사에서 상사가 호통을 쳐서 어찌나 마음이 씁쓸했는지.,슬픔,"['실수', '조금', '하다', '회사', '상사', '호통', '치다', '어찌나', '마음', '씁쓸하다']","['실수', '회사', '상사', '호통', '치다', '어찌나', '마음', '씁쓸하다']"
10087,남편이 비상금을 나 몰래 만들어놨어.,분노,"['남편', '비상', '금', '나', '몰래', '만들다']","['남편', '비상', '금', '몰래', '만들다']"
10088,아내가 나 때문에 고생이 많아. 오죽하면 몰래 울겠어.,상처,"['아내', '나', '때문', '고생', '많다', '오죽하다', '몰래', '울다']","['아내', '때문', '고생', '많다', '오죽하다', '몰래', '울다']"
10089,이 회사에서 입사를 한 뒤 그전에 보았던 기대감이 사라졌어. 아주 치가 떨리네.,슬픔,"['이', '회사', '입사', '하다', '뒤', '전', '보다', '대감', '사라지다', '아주', '치가', '떨리다']","['회사', '입사', '보다', '대감', '사라지다', '아주', '치가', '떨리다']"
10090,지인과 동업을 하기로 했는데 내가 지병이 생기자마자 다른 사람과 하게 됐어. 구역질이 나.,분노,"['지인', '동업', '하다', '하다', '내', '지병', '생기다', '다른', '사람과', '하다', '돼다', '구역질', '나']","['지인', '동업', '지병', '생기다', '사람과', '구역질']"
10091,담배를 자주 피워서 건강 검진 받을 때 걱정했었는데 아주 건강하다고 해서 만족스러워.,기쁨,"['담배', '자주', '피우다', '건강', '검진', '받다', '때', '걱정', '하다', '아주', '건강하다', '하다', '만족스럽다']","['담배', '자주', '피우다', '건강', '검진', '받다', '걱정', '아주', '건강하다', '만족스럽다']"
10092,만성질환 때문에 일자리 구할 때마다 거절 당해서 이젠 슬픈 감정도 마비됐어.,슬픔,"['만성', '질환', '때문', '일자리', '구', '하다', '때', '거절', '당하다', '젠', '슬프다', '감정', '마비', '돼다']","['만성', '질환', '때문', '일자리', '거절', '당하다', '젠', '슬프다', '감정', '마비']"
10093,아내가 출산을 앞두고 있어.,기쁨,"['아내', '출산', '앞두다', '있다']","['아내', '출산', '앞두다']"
10094,나 이번에 지원한 회사는 왠지 느낌이 좋아,기쁨,"['나', '이번', '지원', '회사', '왠지', '느낌', '좋다']","['지원', '회사', '왠지', '느낌', '좋다']"
10095,난 해고를 당했어.,당황,"['난', '해고', '당하다']","['해고', '당하다']"
10096,나 결혼을 하니 마음이 편안한 거 같아.,기쁨,"['나', '결혼', '하니', '마음', '편안하다', '거', '같다']","['결혼', '마음', '편안하다']"
10097,엄마가 매번 오빠 방에 빨래를 가져오라고 하는데 너무 짜증 나.,당황,"['엄마', '매번', '오빠', '방', '빨래', '가져오다', '하다', '너무', '짜증', '나']","['엄마', '오빠', '방', '빨래', '가져오다', '짜증']"
10098,요즘은 세상이 너무 암울하게 느껴져.,슬픔,"['요즘', '세상', '너무', '암울하다', '느껴지다']","['요즘', '세상', '암울하다', '느껴지다']"
10099,친구들이 나를 따돌려. 세상에 나 혼자인 기분이야.,당황,"['친구', '나르다', '따돌리다', '세상', '나', '혼자', '기분']","['친구', '나르다', '따돌리다', '세상', '기분']"
10100,학교에서 모르는 후배가 나한테 인사를 했어. 처음 보는 후배라 당황스러웠어.,당황,"['학교', '모르다', '후배', '나', '인사', '하다', '처음', '보다', '후배', '당황', '스럽다']","['학교', '모르다', '후배', '인사', '처음', '보다', '후배', '당황', '스럽다']"
10101,아내에겐 항상 일이 먼저라 슬퍼.,상처,"['아내', '항상', '먼저', '슬프다']","['아내', '항상', '먼저', '슬프다']"
10102,친구들 얘기 들어보니까 은퇴 후 귀촌하려고 시골에 땅을 사뒀더라고. ,불안,"['친구', '얘기', '들다', '보', '은퇴', '후', '귀촌', '하다', '시골', '땅', '사', '두다', '더']","['친구', '얘기', '들다', '보', '은퇴', '귀촌', '시골', '땅', '두다']"
10103,항암치료비를 위해서 주식에 투자했던 돈이 손해날까 봐 초조해.,불안,"['항', '암치료', '비', '위해', '주식', '투자', '하다', '돈', '손해', '날다', '보다', '초조하다']","['항', '암치료', '비', '위해', '주식', '투자', '돈', '손해', '날다', '보다', '초조하다']"
10104,내 친구들은 내가 아니라 내가 공부를 잘해서 나랑 같이 다니려고 해서 너무 화나.,분노,"['내', '친구', '내', '아니다', '내', '공부', '하다', '나', '같이', '다니다', '하다', '너무', '화나다']","['친구', '아니다', '공부', '다니다', '화나다']"
10105,요즘 몸이 많이 안좋아.,불안,"['요즘', '몸', '많이', '안좋다']","['요즘', '몸', '많이', '안좋다']"
10106,요즘 아이 성적이 자꾸 떨어져 걱정이야.,상처,"['요즘', '아이', '성적', '자꾸', '떨어지다', '걱정']","['요즘', '성적', '자꾸', '떨어지다', '걱정']"
10107,집 안에만 있으니까 사회에서 고립되는 거 같아.,당황,"['집', '안', '있다', '사회', '고립', '되다', '거', '같다']","['집', '사회', '고립']"
10108,친구가 치매에 걸렸는데 오늘 나를 알아보지 못했어. 오랜 친구인데 힘들어.,상처,"['친구', '치매', '걸리다', '오늘', '나르다', '알아보다', '하다', '오랜', '친구', '힘들다']","['친구', '치매', '걸리다', '오늘', '나르다', '알아보다', '오랜', '친구', '힘들다']"
10109,아들이 도박에 빠져 집을 뒤져서 돈 될 만한 것을 찾아. 미치겠어.,분노,"['아들', '도박', '빠지다', '집', '뒤지다', '돈', '되다', '만', '것', '찾다', '미치다']","['아들', '도박', '빠지다', '집', '뒤지다', '돈', '찾다', '미치다']"
10110,남자친구 만난 지도 오래되었는데 아직도 속내를 모르겠어. 이러다 갑자기 돌아설까 불안해.,불안,"['남자친구', '만난', '지도', '오래되다', '아직도', '내', '모르다', '이르다', '갑자기', '돌아서다', '불안하다']","['남자친구', '만난', '지도', '오래되다', '아직도', '모르다', '이르다', '갑자기', '돌아서다', '불안하다']"
10111,코로나로 친구들 못 만나니 힘들어! 일상이 완전히 무너졌어.,상처,"['코로나', '친구', '못', '만나다', '힘들다', '일상', '완전하다', '무너지다']","['코로나', '친구', '만나다', '힘들다', '일상', '완전하다', '무너지다']"
10112,오늘 면접 보러 다녀왔는데 완전히 실망했어.,슬픔,"['오늘', '면접', '보다', '다녀오다', '완전하다', '실망하다']","['오늘', '면접', '보다', '다녀오다', '완전하다', '실망하다']"
10113,내가 건강을 챙기지 않는다고 나에게 잔소리하는 아내에게 화를 냈어.,분노,"['내', '건강', '챙기다', '않다', '나', '잔소리', '하다', '아내', '화', '내다']","['건강', '챙기다', '않다', '잔소리', '아내', '화', '내다']"
