Unnamed: 0,id,date,dateYear,dateMonth,dateDay,rating,userName,content,content_n,cotent_n_spell
817,818,20210627,2021,6,27,1,ハサンウク,걍 안쓰고 예전 TV 어플 쓰렵니다ㅋ 핀코드 입력하라고해서 입력했더니 뜬금없이 와이파이 비번입력하라해서 일단 했드만 연결안됨ㅋ다시 첨부터하면 핀코드 다시 입력하라던데 그러면 TV쪽은 연결 준비됬다뜨면서 핀코드 메세지 바로 내려버림 그래도 기억해놓고 입력하면 핀코드 잘못됬다고 다시 하라고뜸 이거 뭐 쓰라는게 아니고 사람 골려먹을려고 만든거 같은데ㅋㅋ,"['그냥', '쓰다', '예전', 'TV', '어플', '쓰렵니', '핀', '코드', '입력', '입력', '뜬금없이', '와이파이', '비번', '입력', '연결', '다시', '첨부', '터', '핀', '코드', '다시', '입력', '던데', 'TV', '쪽', '연결', '준비', '돼다', '뜨다', '핀', '코드', '메시지', '내다', '버리다', '기억', '입력', '핀', '코드', '돼다', '다시', '하라', '뜸', '뭐', '쓰다', '게', '아니다', '사람', '골다', '먹다', '만들다']","['그냥 안 쓰고 예전 TV 어플 쓰렵니다 핀 코드 입력하라고 해서 입력했더니 뜬금없이 와이파이 비번 입력하라 해서 일단 했더니만', '연결 안 됨 다시 첨부터 하면 핀 코드 다시 입력하라던데 그러면 TV 쪽은 연결 준비됐다 뜨면서 핀 코드 메시지 바로 내려버림', '그래도 기억해놓고 입력하면 핀 코드 잘못됐다고 다시 하라고 뜸 이거 뭐 쓰라는 게 아니고 사람 골려먹으려고 만든 거 같은데']"
818,819,20190804,2019,8,4,1,Google 사용자,어플 업뎃후 에어컨과 폰 연동이안됨. 에어컨 자체 와이파이에 연결할려고하면 이 인증오류뜨면서 먹통. 진행이안됨. LG는 언제나 나사하나씩 빼먹고 일함,"['어플', '업데이트', '에어컨', '폰', '연동', '에어컨', '자체', '와이파이', '연결하다', '인증', '오류', '뜨다', '먹통', '진행', 'LG', '늘다', '언제나', '나사', '빼먹다', '함']","['어플 업데이트 후 에어컨과 폰 연동이 안 됨', '에어컨 자체 와이파이에 연결하려고 하면 이 인증 오류 뜨면서 먹통 진행이 안 됨', 'LG는 언제나 나사 하나씩 빼먹고 일함']"
819,820,20200902,2020,9,2,1,주누ㅡ,띵큐사용 잘하고 있다가 연결이 해제되어 다시 연결하려고 하니까 제품도 연결 못하고 계속 찾지도 않고 폰으로 연동할수 있는것 때문에 제품을 샀는데 제대로 활용하지도 못하니 안사는게 훨씬 더 낫다고 생각이 드네요 주변 제품찾기 눌려도 찾지도 못하고 좀 별로네요,"['땡큐', '사용', '연결', '해제', '되어다', '다시', '연결하다', '제품', '연결', '못', '계속', '찾다', '않다', '폰', '연동', '때문', '제품', '사다', '제대로', '활용', '살다', '게', '더', '낫다', '생각', '드네', '주변', '제품', '찾기', '눌려', '찾다', '못', '별로']",['땡큐 사용 잘하고 있다가 연결이 해제되어 다시 연결하려고 하니까 제품도 연결 못하고 계속 찾지도 않고 폰으로 연동할 수 있는 것 때문에 제품을 샀는데 제대로 활용하지도 못하니 안 사는 게 훨씬 더 낫다고 생각이 드네요 주변 제품 찾기 눌려도 찾지도 못하고 좀 별로네요']
820,821,20200125,2020,1,25,4,Google 사용자,원격 조정이 가능해 많이 편해집니다. 그러나 청정기는 전원도 켜고 끌 수 있으나 스타일러는 안 되어서 좀 불편하네요.,"['원격', '조정', '가능하다', '많이', '편하다', '지다', '청정기', '전원', '켜다', '끌', '스타', '이르다', '되어다', '불편하다']","['원격 조정이 가능해 많이 편해집니다', '그러나 청정기는 전원도 켜고 끌 수 있으나 스타일러는 안 되어서 좀 불편하네요']"
821,822,20200717,2020,7,17,1,yk K,이 앱을 쓰는 이유가 tv때문에 쓰는건데 lg tv앱에서는 웨이브에서 프로그램 검색하면 자동으로 휴대폰 키패드로 바뀌는데 이앱에서는 리모컨 모양 그대로 tv화면에 자음 모음 일일이 찾아서 입력해야되니 불편해요,"['앱', '쓰다', '이유', 'tv', '때문', '쓰다', 'lg', 'tv', '앱', '웨이브', '프로그램', '검색', '자동', '휴대폰', '키', '패드', '바뀌다', '앱', '리모컨', '모양', '그대로', 'tv', '화면', '자음', '모음', '일일이', '찾다', '입력', '불편하다']",['이 앱을 쓰는 이유가 tv 때문에 쓰는 건데 lg tv 앱에서는 웨이브에서 프로그램 검색하면 자동으로 휴대폰 키패드로 바뀌는데 이 앱에서는 리모컨 모양 그대로 tv 화면에 자음 모음 일일이 찾아서 입력해야 되니 불편해요']
822,823,20190626,2019,6,26,1,Google 사용자,업데이트후 연결이 한대도안되네요 시스템에어컨 10대 모두 안돼요 업데이트전에는 잘 사용하고있었는데 업데이트후 기능은 다운되었네요 여름시작인데 제일 필요한 시기에안되니 진짜 화나네요ㅠ,"['업데이트', '연결', '대도', '시스템', '에어컨', '대다', '돼다', '업데이트', '자다', '사용', '업데이트', '기능', '다운', '되어다', '여름', '시작', '제일', '필요하다', '시기', '진짜', '화나다']","['업데이트 후 연결이 한 대도 안 되네요 시스템에어컨 대 모두 안돼요 업데이트 전데는 잘 사용하고 있었는데 업데이트 후 기능은 다운되었네요', '여름 시작인데 제일 필요한 시기에 안되니 진짜 화나네요']"
823,824,20190912,2019,9,12,5,Google 사용자,정말 좋은 어플인데 추가적으로 위젯 기능도 제공해줬으면 좋겠어요! 항상 앱을 들어가서 가전들을 작동시키는게 꽤 번거롭더라고요.,"['정말', '좋다', '어플', '추가', '위젯', '기능', '제공', '해주다', '좋다', '항상', '앱', '들어가다', '가전', '작동시키다', '게', '꽤', '번거롭다']","['정말 좋은 어플인데 추가적으로 위젯 기능도 제공해줬으면 좋겠어요', '항상 앱을 들어가서 가전들을 작동시키는 게 꽤 번거롭더라고요']"
824,825,20190625,2019,6,25,4,Google 사용자,"편하고 전기제품 상황을 파악할 수 있어 너무 좋아요. 단, 건조기나 세탁기는 사용 할때마다 제품 전원을켜고 원격제어를 켜야한다는게 좀 성가스럽네요. 제일 좋은게 정수기입니다. 모든 데이터를 볼 수 있으니 편하네요.","['편하다', '전기', '제품', '상황', '파악', '너무', '좋다', '단', '건조기', '세탁기', '사용', '제품', '전원', '켜다', '격', '제어', '켜다', '게', '성가시다', '제일', '좋다', '게', '정수기', '모든', '데이터', '볼', '편하다']","['편하고 전기제품 상황을 파악할 수 있어 너무 좋아요', '단 건조기나 세탁기는 사용할 때마다 제품 전원을 켜고 원격제어를 켜야 한다는 게 좀 성가시네요', '제일 좋은 게 정수기입니다', '모든 데이터를 볼 수 있으니 편하네요']"
825,826,20190724,2019,7,24,1,Google 사용자,잘되다가 안되서 삭제 후 다시해도 연결이 안되요. 공유기 특수문자 있어서 변경하니 연결 되네요....아 요즘같은 스마트한 시대에 이런건 좀 개선되야지 않을까요? 그리고 반응속도가 넘 느린데 원래 이런가요?,"['자다', '돼다', '삭제', '다시', '해도', '연결', '돼다', '공유기', '특수문자', '변경', '연결', '요즘', '스마트', '시대', '이렇다', '개선', '않다', '반응속도', '너무', '느리다', '원래', '가요']","['잘 되다가 안돼서 삭제 후 다시 해도 연결이 안 돼요 공유기 특수문자 있어서 변경하니 연결되네요', '아 요즘 같은 스마트한 시대에 이런 건 좀 개선되야지 않을까요', '그리고 반응속도가 너무 느린데 원래 이런가요']"
826,827,20210711,2021,7,11,1,young,"어플자체, 어플 연동문제가 많네요. 연결도 잘 안되고 다른 리뷰의 답변을 보니 와이파이 확인하라는데 타사 연동어플은 문제없이 몇년째 쓰는 중입니다.","['어플', '자체', '어플', '연동', '문제', '많다', '연결', '자다', '리뷰', '답변', '보다', '와이파이', '확', '인하다', '연동', '어플', '문제', '없이', '쓰다', '중']",['어플 자체 어플 연동 문제가 많네요 연결도 잘 안되고 다른 리뷰의 답변을 보니 와이파이 확인하라는데 타사 연동 어플은 문제없이 몇 년째 쓰는 중입니다']
827,828,20190718,2019,7,18,4,Google 사용자,제품에 와이파이 등록해 놓으면 어플 실행할 때는 와이파이 아니어도 상관없는데 굳이 폰 와이파이를 강제로 켜는건 좀 아닌거같아요. 와이파이 안쓰는 사람은 매번 와이파이 끄기가 귀찮아요 ㅠ,"['제품', '와이파이', '등록', '놓다', '어플', '실행', '와이파이', '아니다', '상관없다', '굳이', '폰', '와이파이', '강제', '켜다', '아니다', '와이파이', '쓰다', '사람', '와이파이', '끄다', '기', '귀찮다']","['제품에 와이파이 등록해 놓으면 어플 실행할 때는 와이파이 아니어도 상관없는데 굳이 폰 와이파이를 강제로 켜는 건 좀 아닌 거 같아요', '와이파이 안 쓰는 사람은 매번 와이파이 끄기가 귀찮아요']"
828,829,20190706,2019,7,6,4,Google 사용자,새로 바뀐게 로보킹도 문턱 넘기 기능 온오프 되고 좋네요 근데 업데이트 되고 전부 인식 안되서 원인 찾느라 고생했네요 네이버 클로버가 문제인줄 알고 클로버만 닥달했더만... 하필 17년도 이전에 산 가전들만 그래서... 여기 적힌대로 전원 내렸다 켜니 다시 잘 붙었구요 잘 쓰겠습니다,"['새롭다', '바뀌다', '게', '로보킹', '문턱', '넘기다', '기능', '온', '오프', '좋다', '근데', '업데이트', '인식', '돼다', '원인', '찾다', '고생', '네이버', '클로버', '문제', '줄', '알', '클로버', '닥달했더', '하필', '더', '이전', '산', '가전', '적히다', '대로', '전원', '내리다', '켜다', '다시', '자다', '붙다', '자다', '쓰다']","['새로 바뀐 게 로보킹도 문턱 넘기 기능 온 오프 되고 좋네요', '근데 업데이트되고 전부 인식 안돼서 원인 찾느라 고생했네요', '네이버 클로버가 문제인 줄 알고 클로버만 닥달했더만', '하필 년 더 이전에 산 가전들만 그래서 여기 적힌 대로 전원 내렸다 켜니 다시 잘 붙었고요', '잘 쓰겠습니다']"
829,830,20190124,2019,1,24,2,Google 사용자,폰연결이 안되네요 다른분이 말씀하신 비행기모드로하고 와이파이 켜도 안되네요 연결방법 설명바랍니다. 노트9 사용자입니다.,"['폰', '연결', '분', '말씀', '비행기', '모드', '와이파이', '켜다', '연결', '방법', '설명', '바라다', '노트', '사용자']","['폰 연결이 안 되네요', '다른 분이 말씀하신 비행기 모드로 하고 와이파이 켜도 안되네요 연결 방법 설명 바랍니다', '노트 사용자입니다']"
830,831,20211103,2021,11,3,1,Miso Park,"원래잘등록되어있던 TV가 홈보드에서 제어가안됩니다 다시등록하려고 지우고나니 이제 등록자체가 안됩니다 QR로도 검색안되고 직접도 핀코드인식도 못합니다 열번넘게 등록시도했고,몇번은 등록완료라고 100퍼센트 상태바도 보았지만 홈보드에는 등록되지않았습니다 문제없이 잘 등록한적 있었는데 이제 되지않습니다 TV모델 65UM781C3NA 추가- 이미 다른분의 리뷰에 똑같이작성한 답변보고 이미그것도 해보고 글 남긴것입니다 차이없었습니다 연동안됩니다 추가- 그냥 연동안하고 사용하고있었습니다만 오늘 티비를 켜니 갑자기 씽큐가 스스로 티비를 인식하여 등록권유창이 뜨며 정상등록되었습니다! 특별히 다른 조치를 취한것은 없었습니다 참고부탁드립니다","['원래', '자다', '등록', '되어다', 'TV', '가다', '홈', '보드', '제어', '다시', '등록', '지우다', '나니', '이제', '등록', '자체', 'QR', '검색', '직접', '핀', '코드', '인식', '못', '열', '넘다', '등록', '시도', '번은', '등록', '완료', '퍼센트', '상태', '바', '보다', '홈', '보드', '등록', '않다', '문제', '없이', '자다', '등록', '적', '이제', '않다', 'TV', '모델', 'UMCNA', '추가', '이미', '분', '리뷰', '똑같이', '작성', '답변', '보고', '이미', '그것', '해보다', '글', '남기다', '차이', '연동', '추가', '그냥', '연동', '사용', '만', '오늘', '티브이', '켜다', '갑자기', '씽', '큐', '스스로', '티브이', '인식', '등록', '창', '뜨다', '정상', '등록', '되어다', '특별하다', '조치', '취한', '참고', '부탁드리다']","['원래 잘 등록되어 있던 TV가 홈 보드에서 제어가 안됩니다', '다시 등록하려고 지우고 나니 이제 등록 자체가 안됩니다', 'QR로도 검색 안되고 직접도 핀 코드 인식도 못 합니다', '열 번 넘게 등록 시도했고 몇 번은 등록 완료라고 퍼센트 상태 바도 보았지만 홈 보드에는 등록되지 않았습니다', '문제없이 잘 등록한 적 있었는데 이제 되지 않습니다', 'TV 모델 UMCNA 추가 이미 다른 분의 리뷰에 똑같이 작성한 답변 보고 이미 그것도 해보고 글 남긴 것입니다', '차이 없었습니다', '연동 안됩니다', '추가 그냥 연동 안 하고 사용하고 있었습니다', '만 오늘 티브이를 켜니 갑자기 씽 큐가 스스로 티브이를 인식하여 등록권에 창이 뜨며 정상 등록되었습니다', '특별히 다른 조치를 취한 것은 없었습니다', '참고 부탁드립니다']"
831,832,20211227,2021,12,27,3,배둘레햄,유용하게 잘 사용하고 있었는데 업데이트 했더니 TV 채널 변경이 안돼요. 볼륨변경이라든가 포인터 등의 다른 기능은 문제가 없는데 말이죠.. 수정(?) 부탁드려요~,"['유용하다', '자다', '사용', '업데이트', 'TV', '채널', '변경', '돼다', '볼륨', '변경', '포인터', '기능', '문제', '말', '수정', '부탁드리다']","['유용하게 잘 사용하고 있었는데 업데이트했더니 TV 채널 변경이 안돼요 볼륨 변경이라든가 포인터 등의 다른 기능은 문제가 없는데 말이죠', '수정 부탁드려요']"
832,833,20190719,2019,7,19,3,Google 사용자,잘 사용하고 있었는데 요근래 계속 서버랑 연결이 끊겼다거나 로딩이 길어지면서 재시도하라는게 계속 뜹니다. 짐 앱 지웠다 재설치하고 글 납깁니다...,"['자다', '사용', '근래', '계속', '서버', '연결', '끊기다', '로딩', '길어지다', '재시', '도하', '게', '계속', '뜨다', '짐', '앱', '지우다', '재', '설치', '글', '납', '기다']","['잘 사용하고 있었는데 요 근래 계속 서버랑 연결이 끊겼다거나 로딩이 길어지면서 재시도하라는 게 계속 뜹니다', '짐 앱 지웠다', '재설치하고 글 납깁니다']"
833,834,20200721,2020,7,21,5,Stella Im,"Tv, 청소기, 공기청정기 연결해서 쓰고있습니다. 전 다 만족스럽고 좋은데 아쉬운점이 공기청정기 외부에 있을때도 전원 켤 수있는 방법은 없을까요? 집 안에서 등록 된 와이파이로만 원격조정이 가능한게 너무 아쉽습니다.","['Tv', '청소기', '공기청정기', '연결하다', '쓰다', '전', '다', '만족스럽다', '좋다', '아쉽다', '점', '공기청정기', '외부', '전원', '켜다', '방법', '집', '등록', '파이', '만', '원격', '조정', '가능하다', '게', '너무', '아쉽다']","['Tv 청소기 공기청정기 연결해서 쓰고 있습니다', '전 다 만족스럽고 좋은데 아쉬운 점이 공기청정기 외부에 있을 때도 전원 켤 수 있는 방법은 없을까요 집 안에서 등록된 와이 파이로 만 원격 조정이 가능한 게 너무 아쉽습니다']"
834,835,20201031,2020,10,31,1,Dajumi,앱 업데이트하면 그 많은 기기 다시 등록해야함. 기기등록 안하고 자동으로 뜨던 3가지 제품은 남편 선 등록하고 공유후에 사라짐. 제품 검색도 안됨. 상담 연결해도 내용 잘 모름.,"['앱', '업데이트', '많다', '기기', '다시', '등록', '함', '기기', '등록', '자동', '뜨다', '가지', '제품', '남편', '선', '등록', '공유', '사라지다', '제품', '검색', '상담', '연결하다', '내용', '자다', '모름']","['앱 업데이트하면 그 많은 기기 다시 등록해야 함', '기기 등록 안 하고 자동으로 뜨던 가지 제품은 남편 선 등록하고 공유 후에 사라짐', '제품 검색도 안됨', '상담 연결해도 내용 잘 모름']"
835,836,20210821,2021,8,21,2,윤가화,만족도 높게 잘 쓰고 있었습니다 칠월인가 팔원인가부터 다시 설정해야하고 맵 다 지워져있어서 청소기도 힘들어하네요? 저만 그런가요? 샤오미보다는 그래도 lg가 좋겠지하고 백화점에서 샀습니다 그런데 앱 안되면 의미있나요? 고객센터 확인해야하는건가요? 아 여기 와서 리뷰들 보고 앱삭제 하고 다시 설치를 두번 해봤습니다 그런데 스타일러는 인식했는데 티비랑 로봇은 와이파이 안잡혀요 ..,"['만족도', '높다', '자다', '쓰다', '칠월', '원인', '다시', '설정', '맵', '다', '지워지다', '청소기', '힘들다', '가요', '샤오미', 'lg', '가다', '좋다', '백화점', '사다', '앱', '의미', '고객', '센터', '확인', '건가', '오다', '리뷰', '보고', '앱', '삭제', '다시', '설치', '두', '해봤다', '스타', '이르다', '인식', '티브이', '로봇', '와이파이', '잡히다']","['만족도 높게 잘 쓰고 있었습니다', '칠월인가 팔 원인가부터 다시 설정해야 하고 맵 다 지워져있어서 청소기도 힘들어하네요', '저만 그런가요 샤오미보다는 그래도 lg가 좋겠지 하고 백화점에서 샀습니다', '그런데 앱 안되면 의미 있나요 고객센터 확인해야 하는 건가요 아 여기 와서 리뷰들 보고 앱 삭제하고 다시 설치를 두 번 해봤습니다', '그런데 스타일러는 인식했는데 티브이랑 로봇은 와이파이 안 잡혀요']"
836,837,20200902,2020,9,2,3,SeungYong Baek,중요한 채널 변경이 안됩니다. 음량은 조절 되는데 채널 위 아래 버튼으로 변경이 안되네요. 씽큐앱과 티비 플러스앱 모두 안됩니다.,"['중요하다', '채널', '변경', '음량', '조절', '채널', '위아래', '버튼', '변경', '씽', '큐앱', '티브이', '플러스', '앱']","['중요한 채널 변경이 안됩니다', '음량은 조절되는데 채널 위아래 버튼으로 변경이 안되네요', '씽큐앱과 티브이 플러스 앱 모두 안됩니다']"
837,838,20200628,2020,6,28,5,이재훈,외출하거나 누워있을때 편하게 사용할수있어 좋습니다 다만 에어컨 기능중에 예약이 1시간단위로만 되는데 30분이나 조금 더 세부적으로 설정이 가능했으면 좋겠네요,"['외출', '거나', '눕다', '편하다', '사용', '좋다', '에어컨', '기능', '중', '예약', '단위', '만', '분', '더', '세부', '설정', '가능하다', '좋다']","['외출하거나 누워있을 때 편하게 사용할 수 있어 좋습니다', '다만 에어컨 기능 중에 예약이 시간 단위로 만 되는데 분이나 조금 더 세부적으로 설정이 가능했으면 좋겠네요']"
838,839,20200622,2020,6,22,5,김창호,에어컨 스마트 진단 기능 좋네요. 구글 어시스턴트 연동도 바로 되고 아주 좋습니다. 예약 기능만 좀 더 편해졌으면 좋겠습니다.,"['에어컨', '스마트', '진단', '기능', '좋다', '구글', '어시스턴트', '연동', '아주', '좋다', '예약', '기능', '더', '편하다', '좋다']","['에어컨 스마트 진단 기능 좋네요', '구글 어시스턴트 연동도 바로 되고 아주 좋습니다', '예약 기능만 좀 더 편해졌으면 좋겠습니다']"
839,840,20200621,2020,6,21,4,토이랜드,"현재 진행상황을 휴대폰으로 확인할수 있어서 좋아요. 단점은 수정이 불가능 하다는점! 세탁기 같은경우 헹굼수 추가나 탈수 조절등. 스타일러도 뒤로 가기가 안되고 전원을 꺼야한다는 점,","['현재', '진행', '상황', '휴대폰', '확인', '좋다', '단점', '수정', '불가능하다', '점', '세탁기', '경우', '헹굼수', '추가', '탈수', '조절', '스타', '이르다', '뒤', '가기', '전원', '끄다', '점']","['현재 진행 상황을 휴대폰으로 확인할 수 있어서 좋아요', '단점은 수정이 불가능하다는 점 세탁기 같은 경우 헹굼수 추가나 탈수 조절 등 스타일러도 뒤로 가기가 안되고 전원을 꺼야 한다는 점']"
840,841,20181125,2018,11,25,1,Google 사용자,김치냉장고 원격이 되는것 처럼 설명서에 적혀있어서 연결해봤더니.. 상태만확인만 가능함.ㅡㅡ 앱자체가 불필요하게 느껴짐.,"['김치냉장고', '원격', '설명', '서다', '적히다', '연결', '해봤다', '상태', '확인', '가능하다', '앱', '자체', '불필요하다', '느껴지다']",['김치냉장고 원격이 되는 것처럼 설명서에 적혀있어서 연결해봤더니 상태만 확인만 가능함 앱 자체가 불필요하게 느껴짐']
841,842,20200925,2020,9,25,1,k my,삼성 어플이나 따라하지말고 걍 똑바로 만드세요. 2년전 디자인이 젤 깔끔하고 보기 편했어요. 왜 쓸데없이 잘만든 앱을 업데이트해서 촌스럽게 바꾸더니 대놓고 삼성 따라합니까??? 삼성배끼느라 혈안이 되어있에 아주. 그러니 발전이없지....,"['삼성', '어플', '따르다', '그냥', '똑바로', '만들다', '전', '디자인', '젤', '깔끔하다', '보기', '편하다', '쓸데없이', '자다', '만들다', '앱', '업데이트', '촌', '바꾸다', '대놓고', '삼성', '따르다', '합', '삼성', '베', '끼다', '혈안', '되어다', '아주', '그렇다', '발전']","['삼성 어플이나 따라 하지 말고 그냥 똑바로 만드세요', '년 전 디자인이 젤 깔끔하고 보기 편했어요', '왜 쓸데없이 잘 만든 앱을 업데이트해서 촌스럽게 바꾸더니 대놓고 삼성 따라 합니까 삼성 베끼느라 혈안이 되어 있에 아주 그러니 발전이 없지']"
842,843,20200509,2020,5,9,3,H. C.,"LG전자회원 가입 후 씽큐앱을 깔고 로그인하려는데로그인이 안됩니다.ㅜㅡㅜ 이메일이 아닌 휴대폰번호로 로그인하려는데 제대로 입력했음에도 계속 안되고 잘못입력했다고 나옵니다. 저는 이메일은 입력하지않고 가입해서, 휴대폰번호로 로그인하고 싶어요.ㅜㅡㅜ 지금은 불가능한건가요..아니면 씽큐앱 로그인을 위해서는 별도의 가입이 다시 필요한가요? 문의를 어디로 드려야할지 몰라 글을 남겨봅니다.ㅜㅡㅜ P.S 친절하게 답변주셔서 정말 감사합니다!^^ 알려주신대로 제가 한 번 잘 해보겠습니다. 건강하세요!^^","['LG', '회원', '가입', '씽', '큐앱', '깔다', '로그인', '로그인', '이메일', '아니다', '휴대폰', '번호', '로그인', '제대로', '입력', '계속', '잘못', '입력', '나오다', '이메일', '입력', '않다', '가입', '휴대폰', '번호', '로그인', '싶다', '지금', '불가능하다', '건가', '아니다', '씽', '큐앱', '로그인', '위', '별도', '가입', '다시', '필요하다', '문의', '드리다', '모르다', '글', '남기다', '보다', 'PS', '친절하다', '답변', '주다', '정말', '감사하다', '알다', '대로', '자다', '해보다', '건강하다']","['LG전자 회원 가입 후 씽큐앱을 깔고 로그인하려는데 로그인이 안 됩니다', '이메일이 아닌 휴대폰 번호로 로그인하려는데 제대로 입력했음에도 계속 안되고 잘못 입력했다고 나옵니다', '저는 이메일은 입력하지 않고 가입해서 휴대폰 번호로 로그인하고 싶어요', '지금은 불가능한 건가요 아니면 씽큐앱 로그인을 위해서는 별도의 가입이 다시 필요한가요 문의를 어디로 드려야 할지 몰라', '글을 남겨봅니다 PS 친절하게 답변 주셔서 정말 감사합니다', '알려주신 대로 제가 한 번 잘 해보겠습니다', '건강하세요']"
843,844,20210501,2021,5,1,3,정형조,얼마전 업데이트 이후 앱에 연결해놓은 제품정보가 다 날라갔는지 상세정보를 입력하라고 나오네요. 5대나 앱에 연결해서 쓰고 있는데 다시 일일이 정보를 입력하라니 한숨만 나옵니다. 이런문제는 앱 업데이트전에 충분히 고려해서 진행 바랍니다. 사용환경 좋게 바꾼다고 이렇게 사용자 귀찮게 할거면 차라리 업데이트를 하지 않았으면 좋겠네요.,"['전', '업데이트', '이후', '앱', '연결하다', '제품', '정보', '다', '날아가다', '상세', '정보', '입력', '나오다', '대다', '앱', '연결하다', '쓰다', '다시', '일일이', '정보', '입력', '한숨', '나오다', '이렇다', '문제', '앱', '업데이트', '전', '충분하다', '고려', '진행', '바라다', '사용', '환경', '좋다', '바꾸다', '이렇게', '사용자', '귀찮다', '업데이트', '않다', '좋다']","['얼마 전 업데이트 이후 앱에 연결해놓은 제품 정보가 다 날아갔는지 상세정보를 입력하라고 나오네요 대나 앱에 연결해서 쓰고 있는데 다시 일일이 정보를 입력하라니 한숨만 나옵니다 이런 문제는 앱 업데이트 전엔 충분히 고려해서 진행 바랍니다', '사용 환경 좋게 바꾼다고 이렇게 사용자 귀찮게 할 거면 차라리 업데이트를 하지 않았으면 좋겠네요']"
844,845,20200330,2020,3,30,1,Google 사용자,엘지는왜 삼성처럼 전체가전 예상에너지소비량 안나오나요???! 그리고 각각에너지소비량도 그래프만 뜨네요!! 몇회사용했는지 그래프만나오고 그래프왼쪽에는 기준숫자도없이 점선만있네요..대체 그래프의 기준이 뭔지 알수없는 그래프에요;;,"['엘지', '삼성', '전체', '전', '예상', '에너지', '비량', '나오다', '에너지', '비량', '그래프', '뜨다', '회', '사용', '그래프', '나오다', '그래프', '왼쪽', '기준', '숫자', '없이', '점선', '대체', '그래프', '기준', '알', '그래프']","['엘지는 왜 삼성처럼 전체가 전 예상 에너지 소비량 안 나오나요', '그리고 각각 에너지 소비량도 그래프만 뜨네요 몇 회 사용했는지 그래프만 나오고 그래프 왼쪽에는 기준 숫자도 없이 점선만 있네요', '대체 그래프의 기준이 뭔지 알 수 없는 그래프에요']"
845,846,20201213,2020,12,13,1,Seunghun Lee,식세기 사용중인데 앱으로 뭘 할 수 있는지 모르겠음. 미리 진단하고 연수기능이나 린스 잔량 정도는 최소한 알 수 있어야지. 세척 돌리고 나서야 린스 넣으라는둥 소금 넣으라는둥 나오면 어쩌란건지... 앱으로 제어할 수 있는 기능이 거의 없음.,"['신세기', '사용', '중', '앱', '뭘', '모르다', '미리', '진단', '연수', '기능', '린스', '잔량', '정도', '최소한', '알', '세척', '돌리다', '나서다', '린스', '넣다', '둥', '소금', '넣다', '둥', '나오다', '어쩌란', '건지다', '앱', '제어', '기능']",['신세기 사용 중인데 앱으로 뭘 할 수 있는지 모르겠음 미리 진단하고 연수 기능이나 린스 잔량 정도는 최소한 알 수 있어야지 세척 돌리고 나서야 린스 넣으라는 둥 소금 넣으라는 둥 나오면 어쩌란 건지 앱으로 제어할 수 있는 기능이 거의 없음']
846,847,20210123,2021,1,23,1,윤성화,로그인에서 계속 로딩그림만 뜨는데요 이틀동안계속 그럽니다. 왜그런지요? 짜증나네요. 프로그램 업그레이드 전에는 무난히 사용했는데...삭제후 다시깔으니 이러네요.,"['로그인', '계속', '로딩', '그림', '뜨다', '이틀', '계속', '그렇다', '그렇다', '짜증', '나다', '프로그램', '업그레이드', '전', '무난', '히', '사용', '삭제', '다시', '깔다', '이르다']",['로그인에서 계속 로딩 그림만 뜨는데요 이틀 동안 계속 그럽니다 왜 그런지요 짜증 나네요 프로그램 업그레이드 전에는 무난히 사용했는데 삭제 후 다시 깔으니 이러네요']
847,848,20200331,2020,3,31,3,Google 사용자,로봇청소기 도면을 사용자가 그릴수있게 기능추가가 필요합니다. 또 로봇청소기가 다시 그리게 할때마다 리셋이되어서 불편합니다. 최근 도면 5장정도는 저장 후 선택할수있게 기능추가가 필요합니다.,"['로봇청소기', '도면', '사용자', '그릴', '기능', '추가', '필요하다', '로봇청소기', '다시', '그리다', '리셋', '되어다', '불편하다', '최근', '도면', '장', '정도', '저장', '선택', '기능', '추가', '필요하다']","['로봇청소기 도면을 사용자가 그릴 수 있게 기능 추가가 필요합니다', '또 로봇청소기가 다시 그리게 할 때마다 리셋이 되어서 불편합니다', '최근 도면 장 정도는 저장 후 선택할 수 있게 기능 추가가 필요합니다']"
